record_id,insect_id,original_observation_type,retained_observation_type,original_notes,retained_notes,removed_segments
hostplant-SC-N64-NIIS-05,species-SC155,文献（国内・明記）,文献（国内・明記）,記録地域: 日本（東京都、奈良県、静岡県） / 地域根拠: Specimens examined欄で各日本産地と植物名を同じ標本記録に明記 / 原著植物名: Styrax japonica / YList採用名: Styrax japonicus / 寄主根拠: 標本の寄主・産地記載 / 掲載頁: 130-131 / 原著名Neohyorrhynchus niisimaiはCognato et al. (2024) の分類学的再検討と2026年目録によりSueus niisimaiへ対応 / 原著の奈良県標本の日付1458はPDF画像でも確認できる印刷上の誤植で、地域判定には用いていない,原著名Neohyorrhynchus niisimaiはCognato et al. (2024) の分類学的再検討と2026年目録によりSueus niisimaiへ対応 / 原著の奈良県標本の日付1458はPDF画像でも確認できる印刷上の誤植で、地域判定には用いていない,記録地域: 日本（東京都、奈良県、静岡県） / 地域根拠: Specimens examined欄で各日本産地と植物名を同じ標本記録に明記 / 原著植物名: Styrax japonica / YList採用名: Styrax japonicus / 寄主根拠: 標本の寄主・産地記載 / 掲載頁: 130-131 / 記録地域: 日本（東京都、奈良県、静岡県） / 地域根拠: Specimens examined欄で各日本産地と植物名を同じ標本記録に明記 / 原著植物名: Styrax japonica / YList採用名: Styrax japonicus / 寄主根拠: 標本の寄主・産地記載 / 掲載頁: 130-131
hostplant-SC-N64-NIIS-06,species-SC155,文献（国内・明記）,文献（国内・明記）,記録地域: 日本（東京都、奈良県、静岡県） / 地域根拠: Specimens examined欄で各日本産地と植物名を同じ標本記録に明記 / 原著植物名: Prunus donarium / YList採用名: Cerasus jamasakura / 寄主根拠: 標本の寄主・産地記載 / 掲載頁: 130-131 / 原著名Neohyorrhynchus niisimaiはCognato et al. (2024) の分類学的再検討と2026年目録によりSueus niisimaiへ対応 / 原著の奈良県標本の日付1458はPDF画像でも確認できる印刷上の誤植で、地域判定には用いていない,原著名Neohyorrhynchus niisimaiはCognato et al. (2024) の分類学的再検討と2026年目録によりSueus niisimaiへ対応 / 原著の奈良県標本の日付1458はPDF画像でも確認できる印刷上の誤植で、地域判定には用いていない,記録地域: 日本（東京都、奈良県、静岡県） / 地域根拠: Specimens examined欄で各日本産地と植物名を同じ標本記録に明記 / 原著植物名: Prunus donarium / YList採用名: Cerasus jamasakura / 寄主根拠: 標本の寄主・産地記載 / 掲載頁: 130-131 / 記録地域: 日本（東京都、奈良県、静岡県） / 地域根拠: Specimens examined欄で各日本産地と植物名を同じ標本記録に明記 / 原著植物名: Prunus donarium / YList採用名: Cerasus jamasakura / 寄主根拠: 標本の寄主・産地記載 / 掲載頁: 130-131
hostplant-SC-N64-NIIS-07,species-SC155,文献（国内・明記）,文献（国内・明記）,記録地域: 日本（東京都、奈良県、静岡県） / 地域根拠: Specimens examined欄で各日本産地と植物名を同じ標本記録に明記 / 原著植物名: Lithocarpus edulis / YList採用名: Lithocarpus edulis / 寄主根拠: 標本の寄主・産地記載 / 掲載頁: 130-131 / 原著名Neohyorrhynchus niisimaiはCognato et al. (2024) の分類学的再検討と2026年目録によりSueus niisimaiへ対応 / 原著の奈良県標本の日付1458はPDF画像でも確認できる印刷上の誤植で、地域判定には用いていない,原著名Neohyorrhynchus niisimaiはCognato et al. (2024) の分類学的再検討と2026年目録によりSueus niisimaiへ対応 / 原著の奈良県標本の日付1458はPDF画像でも確認できる印刷上の誤植で、地域判定には用いていない,記録地域: 日本（東京都、奈良県、静岡県） / 地域根拠: Specimens examined欄で各日本産地と植物名を同じ標本記録に明記 / 原著植物名: Lithocarpus edulis / YList採用名: Lithocarpus edulis / 寄主根拠: 標本の寄主・産地記載 / 掲載頁: 130-131 / 記録地域: 日本（東京都、奈良県、静岡県） / 地域根拠: Specimens examined欄で各日本産地と植物名を同じ標本記録に明記 / 原著植物名: Lithocarpus edulis / YList採用名: Lithocarpus edulis / 寄主根拠: 標本の寄主・産地記載 / 掲載頁: 130-131
hostplant-SC-N64-COMP-01,species-SC306,文献（国内・明記）,文献（国内・明記）,記録地域: 日本（熊本県天草） / 地域根拠: 天草および坂瀬川の標本をAcacia mollisimaから採集したと明記 / 原著植物名: Acacia mollisima / YList採用名: Acacia mearnsii / 寄主根拠: 標本の寄主・産地記載 / 掲載頁: 131 / 原著はAcacia mollisima Willd.と印刷 / YListのAcacia mollissima auct. non Willd.（モリシマアカシア）として正規化したが、原著の著者名表記とは不整合があるため原綴りを保存,原著はAcacia mollisima Willd.と印刷 / YListのAcacia mollissima auct. non Willd.（モリシマアカシア）として正規化したが、原著の著者名表記とは不整合があるため原綴りを保存,記録地域: 日本（熊本県天草） / 地域根拠: 天草および坂瀬川の標本をAcacia mollisimaから採集したと明記 / 原著植物名: Acacia mollisima / YList採用名: Acacia mearnsii / 寄主根拠: 標本の寄主・産地記載 / 掲載頁: 131 / 記録地域: 日本（熊本県天草） / 地域根拠: 天草および坂瀬川の標本をAcacia mollisimaから採集したと明記 / 原著植物名: Acacia mollisima / YList採用名: Acacia mearnsii / 寄主根拠: 標本の寄主・産地記載 / 掲載頁: 131
hostplant-SC-N64-COMP-02,species-SC306,文献（国内・明記）,文献（国内・明記）,記録地域: 日本（東京都目黒） / 地域根拠: 目黒の標本をNyssa sylvaticaから採集したと明記 / 原著植物名: Nyssa sylvatica / YList採用名: Nyssa sylvatica / 寄主根拠: 標本の寄主・産地記載 / 掲載頁: 131,,記録地域: 日本（東京都目黒） / 地域根拠: 目黒の標本をNyssa sylvaticaから採集したと明記 / 原著植物名: Nyssa sylvatica / YList採用名: Nyssa sylvatica / 寄主根拠: 標本の寄主・産地記載 / 掲載頁: 131 / 記録地域: 日本（東京都目黒） / 地域根拠: 目黒の標本をNyssa sylvaticaから採集したと明記 / 原著植物名: Nyssa sylvatica / YList採用名: Nyssa sylvatica / 寄主根拠: 標本の寄主・産地記載 / 掲載頁: 131
hostplant-SC-N64-ATER-01,species-SC238,文献（国内・明記）,文献（国内・明記）,記録地域: 日本（静岡県Ganshoen、原著表記） / 地域根拠: Ganshoenの標本とCinnamomum camphoraを同じ標本記録に明記 / 原著植物名: Cinnamomum camphora / YList採用名: Cinnamomum camphora / 寄主根拠: 標本の寄主・産地記載 / 掲載頁: 132 / 原著名Cnestus murayamaiは2026年目録でCnestus aterrimusの異名として明記,原著名Cnestus murayamaiは2026年目録でCnestus aterrimusの異名として明記,記録地域: 日本（静岡県Ganshoen、原著表記） / 地域根拠: Ganshoenの標本とCinnamomum camphoraを同じ標本記録に明記 / 原著植物名: Cinnamomum camphora / YList採用名: Cinnamomum camphora / 寄主根拠: 標本の寄主・産地記載 / 掲載頁: 132 / 記録地域: 日本（静岡県Ganshoen、原著表記） / 地域根拠: Ganshoenの標本とCinnamomum camphoraを同じ標本記録に明記 / 原著植物名: Cinnamomum camphora / YList採用名: Cinnamomum camphora / 寄主根拠: 標本の寄主・産地記載 / 掲載頁: 132
hostplant-SC-N64-SPIN-01,species-SC190,文献（国内・明記）,文献（国内・明記）,記録地域: 日本（北海道層雲峡天幕沢） / 地域根拠: 北海道標本とPicea jezoensisを同じ記録に明記 / 原著植物名: Picea jezoensis / YList採用名: Picea jezoensis var. jezoensis / 寄主根拠: 標本の寄主・産地記載 / 掲載頁: 132 / 原著名Phthorophloeus spinulosusは2026年目録に現行種の異名として明記,原著名Phthorophloeus spinulosusは2026年目録に現行種の異名として明記,記録地域: 日本（北海道層雲峡天幕沢） / 地域根拠: 北海道標本とPicea jezoensisを同じ記録に明記 / 原著植物名: Picea jezoensis / YList採用名: Picea jezoensis var. jezoensis / 寄主根拠: 標本の寄主・産地記載 / 掲載頁: 132 / 記録地域: 日本（北海道層雲峡天幕沢） / 地域根拠: 北海道標本とPicea jezoensisを同じ記録に明記 / 原著植物名: Picea jezoensis / YList採用名: Picea jezoensis var. jezoensis / 寄主根拠: 標本の寄主・産地記載 / 掲載頁: 132
hostplant-SC-N64-LONG-01,species-SC128,文献（国内・明記）,文献（国内・明記）,"記録地域: 日本（山梨県富士山鳴沢） / 地域根拠: 鳴沢の標本とPicea jezoensis var. hondoensisを同じ記録に明記 / 原著植物名: Picea jezoensis var. hondoensis / YList採用名: Picea jezoensis var. hondoensis / 寄主根拠: 標本の寄主・産地記載 / 掲載頁: 132 / 原著の印刷はHylurops longipilis Reitter, 1894 / 著者・原記載年と2026年目録の異名欄を照合し、現行名Hylurgops longipillusへ対応","原著の印刷はHylurops longipilis Reitter, 1894 / 著者・原記載年と2026年目録の異名欄を照合し、現行名Hylurgops longipillusへ対応",記録地域: 日本（山梨県富士山鳴沢） / 地域根拠: 鳴沢の標本とPicea jezoensis var. hondoensisを同じ記録に明記 / 原著植物名: Picea jezoensis var. hondoensis / YList採用名: Picea jezoensis var. hondoensis / 寄主根拠: 標本の寄主・産地記載 / 掲載頁: 132 / 記録地域: 日本（山梨県富士山鳴沢） / 地域根拠: 鳴沢の標本とPicea jezoensis var. hondoensisを同じ記録に明記 / 原著植物名: Picea jezoensis var. hondoensis / YList採用名: Picea jezoensis var. hondoensis / 寄主根拠: 標本の寄主・産地記載 / 掲載頁: 132
hostplant-SC-N64-TRAN-01,species-SC131,文献（国内・明記）,文献（国内・明記）,記録地域: 日本（山梨県富士山鳴沢） / 地域根拠: 鳴沢の標本とPicea jezoensis var. hondoensisを同じ記録に明記 / 原著植物名: Picea jezoensis var. hondoensis / YList採用名: Picea jezoensis var. hondoensis / 寄主根拠: 標本の寄主・産地記載 / 掲載頁: 132,,記録地域: 日本（山梨県富士山鳴沢） / 地域根拠: 鳴沢の標本とPicea jezoensis var. hondoensisを同じ記録に明記 / 原著植物名: Picea jezoensis var. hondoensis / YList採用名: Picea jezoensis var. hondoensis / 寄主根拠: 標本の寄主・産地記載 / 掲載頁: 132 / 記録地域: 日本（山梨県富士山鳴沢） / 地域根拠: 鳴沢の標本とPicea jezoensis var. hondoensisを同じ記録に明記 / 原著植物名: Picea jezoensis var. hondoensis / YList採用名: Picea jezoensis var. hondoensis / 寄主根拠: 標本の寄主・産地記載 / 掲載頁: 132
hostplant-SC-N64-PALL-01,species-SC129,文献（国内・明記）,文献（国内・明記）,記録地域: 日本（静岡県富士山御殿場） / 地域根拠: 御殿場の標本とLarix leptolepisを同じ記録に明記 / 原著植物名: Larix leptolepis / YList採用名: Larix kaempferi / 寄主根拠: 標本の寄主・産地記載 / 掲載頁: 133,,記録地域: 日本（静岡県富士山御殿場） / 地域根拠: 御殿場の標本とLarix leptolepisを同じ記録に明記 / 原著植物名: Larix leptolepis / YList採用名: Larix kaempferi / 寄主根拠: 標本の寄主・産地記載 / 掲載頁: 133 / 記録地域: 日本（静岡県富士山御殿場） / 地域根拠: 御殿場の標本とLarix leptolepisを同じ記録に明記 / 原著植物名: Larix leptolepis / YList採用名: Larix kaempferi / 寄主根拠: 標本の寄主・産地記載 / 掲載頁: 133
hostplant-SC-N64-PALL-02,species-SC129,文献（国内・明記）,文献（国内・明記）,記録地域: 日本（山梨県富士山鳴沢） / 地域根拠: 鳴沢の標本とPicea jezoensis var. hondoensisを同じ記録に明記 / 原著植物名: Picea jezoensis var. hondoensis / YList採用名: Picea jezoensis var. hondoensis / 寄主根拠: 標本の寄主・産地記載 / 掲載頁: 133,,記録地域: 日本（山梨県富士山鳴沢） / 地域根拠: 鳴沢の標本とPicea jezoensis var. hondoensisを同じ記録に明記 / 原著植物名: Picea jezoensis var. hondoensis / YList採用名: Picea jezoensis var. hondoensis / 寄主根拠: 標本の寄主・産地記載 / 掲載頁: 133 / 記録地域: 日本（山梨県富士山鳴沢） / 地域根拠: 鳴沢の標本とPicea jezoensis var. hondoensisを同じ記録に明記 / 原著植物名: Picea jezoensis var. hondoensis / YList採用名: Picea jezoensis var. hondoensis / 寄主根拠: 標本の寄主・産地記載 / 掲載頁: 133
hostplant-SC-N64-CARP-01,species-SC010,文献（国内・明記）,文献（国内・明記）,記録地域: 日本（東京都高尾山、神奈川県大山） / 地域根拠: 各日本産標本とCarpinus laxifloraを同じ記録に明記 / 原著植物名: Carpinus laxiflora / YList採用名: Carpinus laxiflora / 寄主根拠: 標本の寄主・産地記載 / 掲載頁: 133,,記録地域: 日本（東京都高尾山、神奈川県大山） / 地域根拠: 各日本産標本とCarpinus laxifloraを同じ記録に明記 / 原著植物名: Carpinus laxiflora / YList採用名: Carpinus laxiflora / 寄主根拠: 標本の寄主・産地記載 / 掲載頁: 133 / 記録地域: 日本（東京都高尾山、神奈川県大山） / 地域根拠: 各日本産標本とCarpinus laxifloraを同じ記録に明記 / 原著植物名: Carpinus laxiflora / YList採用名: Carpinus laxiflora / 寄主根拠: 標本の寄主・産地記載 / 掲載頁: 133
hostplant-SC-N64-SCOP-01,species-SC040,文献（国内・明記）,文献（国内・明記）,記録地域: 日本（群馬県尾瀬、東京都奥多摩・高尾山、福岡県英彦山） / 地域根拠: 各日本産標本と植物名を同じ記録に明記 / 原著植物名: Fagus crenatus / YList採用名: Fagus crenata / 寄主根拠: 標本の寄主・産地記載 / 掲載頁: 133,,記録地域: 日本（群馬県尾瀬、東京都奥多摩・高尾山、福岡県英彦山） / 地域根拠: 各日本産標本と植物名を同じ記録に明記 / 原著植物名: Fagus crenatus / YList採用名: Fagus crenata / 寄主根拠: 標本の寄主・産地記載 / 掲載頁: 133 / 記録地域: 日本（群馬県尾瀬、東京都奥多摩・高尾山、福岡県英彦山） / 地域根拠: 各日本産標本と植物名を同じ記録に明記 / 原著植物名: Fagus crenatus / YList採用名: Fagus crenata / 寄主根拠: 標本の寄主・産地記載 / 掲載頁: 133
hostplant-SC-N64-SCOP-02,species-SC040,文献（国内・明記）,文献（国内・明記）,記録地域: 日本（群馬県尾瀬、東京都奥多摩・高尾山、福岡県英彦山） / 地域根拠: 各日本産標本と植物名を同じ記録に明記 / 原著植物名: Fagus japonica / YList採用名: Fagus japonica / 寄主根拠: 標本の寄主・産地記載 / 掲載頁: 133,,記録地域: 日本（群馬県尾瀬、東京都奥多摩・高尾山、福岡県英彦山） / 地域根拠: 各日本産標本と植物名を同じ記録に明記 / 原著植物名: Fagus japonica / YList採用名: Fagus japonica / 寄主根拠: 標本の寄主・産地記載 / 掲載頁: 133 / 記録地域: 日本（群馬県尾瀬、東京都奥多摩・高尾山、福岡県英彦山） / 地域根拠: 各日本産標本と植物名を同じ記録に明記 / 原著植物名: Fagus japonica / YList採用名: Fagus japonica / 寄主根拠: 標本の寄主・産地記載 / 掲載頁: 133
hostplant-SC-N81-BREV-01,species-SC305,文献（地域不明）,文献（地域不明）,記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Smilax china / YList採用名: Smilax china / 寄主根拠: 原著のHosts欄 / 掲載頁: 29 / 日本産Xylosandrusの再検討論文だが、植物ごとの産地は示されない,日本産Xylosandrusの再検討論文だが、植物ごとの産地は示されない,記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Smilax china / YList採用名: Smilax china / 寄主根拠: 原著のHosts欄 / 掲載頁: 29 / 記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Smilax china / YList採用名: Smilax china / 寄主根拠: 原著のHosts欄 / 掲載頁: 29
hostplant-SC-N81-BREV-02,species-SC305,文献（地域不明）,文献（地域不明）,記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Quercus serrata / YList採用名: Quercus serrata / 寄主根拠: 原著のHosts欄 / 掲載頁: 29 / 日本産Xylosandrusの再検討論文だが、植物ごとの産地は示されない,日本産Xylosandrusの再検討論文だが、植物ごとの産地は示されない,記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Quercus serrata / YList採用名: Quercus serrata / 寄主根拠: 原著のHosts欄 / 掲載頁: 29 / 記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Quercus serrata / YList採用名: Quercus serrata / 寄主根拠: 原著のHosts欄 / 掲載頁: 29
hostplant-SC-N81-BREV-03,species-SC305,文献（地域不明）,文献（地域不明）,記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Quercus glauca / YList採用名: Quercus glauca / 寄主根拠: 原著のHosts欄 / 掲載頁: 29 / 日本産Xylosandrusの再検討論文だが、植物ごとの産地は示されない,日本産Xylosandrusの再検討論文だが、植物ごとの産地は示されない,記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Quercus glauca / YList採用名: Quercus glauca / 寄主根拠: 原著のHosts欄 / 掲載頁: 29 / 記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Quercus glauca / YList採用名: Quercus glauca / 寄主根拠: 原著のHosts欄 / 掲載頁: 29
hostplant-SC-N81-BREV-04,species-SC305,文献（地域不明）,文献（地域不明）,記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Quercus myrsinaefolia / YList採用名: Quercus myrsinaefolia / 寄主根拠: 原著のHosts欄 / 掲載頁: 29 / 日本産Xylosandrusの再検討論文だが、植物ごとの産地は示されない,日本産Xylosandrusの再検討論文だが、植物ごとの産地は示されない,記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Quercus myrsinaefolia / YList採用名: Quercus myrsinaefolia / 寄主根拠: 原著のHosts欄 / 掲載頁: 29 / 記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Quercus myrsinaefolia / YList採用名: Quercus myrsinaefolia / 寄主根拠: 原著のHosts欄 / 掲載頁: 29
hostplant-SC-N81-BREV-05,species-SC305,文献（地域不明）,文献（地域不明）,記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Quercus salicina / YList採用名: Quercus salicina / 寄主根拠: 原著のHosts欄 / 掲載頁: 29 / 日本産Xylosandrusの再検討論文だが、植物ごとの産地は示されない,日本産Xylosandrusの再検討論文だが、植物ごとの産地は示されない,記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Quercus salicina / YList採用名: Quercus salicina / 寄主根拠: 原著のHosts欄 / 掲載頁: 29 / 記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Quercus salicina / YList採用名: Quercus salicina / 寄主根拠: 原著のHosts欄 / 掲載頁: 29
hostplant-SC-N81-BREV-06,species-SC305,文献（地域不明）,文献（地域不明）,記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Broussonetia kazinoki / YList採用名: Broussonetia x kazinoki / 寄主根拠: 原著のHosts欄 / 掲載頁: 29 / 日本産Xylosandrusの再検討論文だが、植物ごとの産地は示されない,日本産Xylosandrusの再検討論文だが、植物ごとの産地は示されない,記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Broussonetia kazinoki / YList採用名: Broussonetia x kazinoki / 寄主根拠: 原著のHosts欄 / 掲載頁: 29 / 記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Broussonetia kazinoki / YList採用名: Broussonetia x kazinoki / 寄主根拠: 原著のHosts欄 / 掲載頁: 29
hostplant-SC-N81-BREV-07,species-SC305,文献（地域不明）,文献（地域不明）,記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Cinnamomum japonicum / YList採用名: Cinnamomum yabunikkei / 寄主根拠: 原著のHosts欄 / 掲載頁: 29 / 日本産Xylosandrusの再検討論文だが、植物ごとの産地は示されない,日本産Xylosandrusの再検討論文だが、植物ごとの産地は示されない,記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Cinnamomum japonicum / YList採用名: Cinnamomum yabunikkei / 寄主根拠: 原著のHosts欄 / 掲載頁: 29 / 記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Cinnamomum japonicum / YList採用名: Cinnamomum yabunikkei / 寄主根拠: 原著のHosts欄 / 掲載頁: 29
hostplant-SC-N81-BREV-08,species-SC305,文献（地域不明）,文献（地域不明）,記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Machilus thunbergii / YList採用名: Machilus thunbergii / 寄主根拠: 原著のHosts欄 / 掲載頁: 29 / 日本産Xylosandrusの再検討論文だが、植物ごとの産地は示されない,日本産Xylosandrusの再検討論文だが、植物ごとの産地は示されない,記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Machilus thunbergii / YList採用名: Machilus thunbergii / 寄主根拠: 原著のHosts欄 / 掲載頁: 29 / 記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Machilus thunbergii / YList採用名: Machilus thunbergii / 寄主根拠: 原著のHosts欄 / 掲載頁: 29
hostplant-SC-N81-BREV-09,species-SC305,文献（地域不明）,文献（地域不明）,記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Lindera erythrocarpa / YList採用名: Lindera erythrocarpa / 寄主根拠: 原著のHosts欄 / 掲載頁: 29 / 日本産Xylosandrusの再検討論文だが、植物ごとの産地は示されない,日本産Xylosandrusの再検討論文だが、植物ごとの産地は示されない,記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Lindera erythrocarpa / YList採用名: Lindera erythrocarpa / 寄主根拠: 原著のHosts欄 / 掲載頁: 29 / 記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Lindera erythrocarpa / YList採用名: Lindera erythrocarpa / 寄主根拠: 原著のHosts欄 / 掲載頁: 29
hostplant-SC-N81-BREV-10,species-SC305,文献（地域不明）,文献（地域不明）,記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Lindera umbellata / YList採用名: Lindera umbellata / 寄主根拠: 原著のHosts欄 / 掲載頁: 29 / 日本産Xylosandrusの再検討論文だが、植物ごとの産地は示されない,日本産Xylosandrusの再検討論文だが、植物ごとの産地は示されない,記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Lindera umbellata / YList採用名: Lindera umbellata / 寄主根拠: 原著のHosts欄 / 掲載頁: 29 / 記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Lindera umbellata / YList採用名: Lindera umbellata / 寄主根拠: 原著のHosts欄 / 掲載頁: 29
hostplant-SC-N81-BREV-11,species-SC305,文献（地域不明）,文献（地域不明）,記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Lindera umbellata subsp. membranacea / YList採用名: Lindera umbellata var. membranacea / 寄主根拠: 原著のHosts欄 / 掲載頁: 29 / 日本産Xylosandrusの再検討論文だが、植物ごとの産地は示されない,日本産Xylosandrusの再検討論文だが、植物ごとの産地は示されない,記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Lindera umbellata subsp. membranacea / YList採用名: Lindera umbellata var. membranacea / 寄主根拠: 原著のHosts欄 / 掲載頁: 29 / 記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Lindera umbellata subsp. membranacea / YList採用名: Lindera umbellata var. membranacea / 寄主根拠: 原著のHosts欄 / 掲載頁: 29
hostplant-SC-N81-BREV-12,species-SC305,文献（地域不明）,文献（地域不明）,記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Parabenzoin praecox / YList採用名: Lindera praecox / 寄主根拠: 原著のHosts欄 / 掲載頁: 29 / 日本産Xylosandrusの再検討論文だが、植物ごとの産地は示されない,日本産Xylosandrusの再検討論文だが、植物ごとの産地は示されない,記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Parabenzoin praecox / YList採用名: Lindera praecox / 寄主根拠: 原著のHosts欄 / 掲載頁: 29 / 記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Parabenzoin praecox / YList採用名: Lindera praecox / 寄主根拠: 原著のHosts欄 / 掲載頁: 29
hostplant-SC-N81-BREV-13,species-SC305,文献（地域不明）,文献（地域不明）,記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Hamamelis japonica var. obtusata / YList採用名: Hamamelis japonica var. discolor f. obtusata / 寄主根拠: 原著のHosts欄 / 掲載頁: 29 / 日本産Xylosandrusの再検討論文だが、植物ごとの産地は示されない,日本産Xylosandrusの再検討論文だが、植物ごとの産地は示されない,記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Hamamelis japonica var. obtusata / YList採用名: Hamamelis japonica var. discolor f. obtusata / 寄主根拠: 原著のHosts欄 / 掲載頁: 29 / 記録地域: 地域不明 / 地域根拠: Hosts欄に国別対応がなく、分布欄は日本・韓国・台湾・タイを含むため国内外を分離できない / 原著植物名: Hamamelis japonica var. obtusata / YList採用名: Hamamelis japonica var. discolor f. obtusata / 寄主根拠: 原著のHosts欄 / 掲載頁: 29
