record_id,book_page,insect_id,japanese_name,plant_name,plant_family,observation_type,source_reference,verification_note,ocr_evidence_text
hostplant-ZUKAN4-P086155-0242,120,species-0482,マメハモグリホソガ,ハマアズキ,マメ科,文献,日本産蛾類標準図鑑4,,[寄主植物]日本ではハマアズキ(マメ科)から得られたが、外国では、多くの栽培マメ類の害虫となっている。
hostplant-ZUKAN4-P086155-0243,120,species-0483,ハスノハカズラホソガ,ハスノハカズラ,ツヅラフジ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ハスノハカズラ(ツツラフジ科).
hostplant-ZUKAN4-P086155-0244,121,species-0484,ヒサカキホソガ,ハマヒサカキ,モッコク科,文献,日本産蛾類標準図鑑4,,寄主植物]ヒサカキ、ハマヒサカキ(以上サカキ科).
hostplant-ZUKAN4-P086155-0245,121,species-0484,ヒサカキホソガ,ヒサカキ,モッコク科,文献,日本産蛾類標準図鑑4,,寄主植物]ヒサカキ、ハマヒサカキ(以上サカキ科).
hostplant-ZUKAN4-P086155-0246,121,species-0486,ヨモギホソガ,オオヨモギ,キク科,文献,日本産蛾類標準図鑑4,,[寄主植物]日本では、ヨモギ、オオヨモギなど(以上キク科)。国外でも、ヨモギ属植物が記録されている。
hostplant-ZUKAN4-P086155-0247,121,species-0486,ヨモギホソガ,ヨモギ,キク科,文献,日本産蛾類標準図鑑4,,[寄主植物]日本では、ヨモギ、オオヨモギなど(以上キク科)。国外でも、ヨモギ属植物が記録されている。
hostplant-ZUKAN4-P086155-0248,121,species-0486,ヨモギホソガ,ヨモギ属,キク科,野外（国外）,日本産蛾類標準図鑑4,,[寄主植物]日本では、ヨモギ、オオヨモギなど(以上キク科)。国外でも、ヨモギ属植物が記録されている。
hostplant-ZUKAN4-P086155-0249,121,species-0487,ヤマハハコホソガ,ヤマハハコ,キク科,文献,日本産蛾類標準図鑑4,,[寄主植物]ヤマハハコ(キク科).
hostplant-ZUKAN4-P086155-0250,122,species-0488,シイヒカリバホソガ,スダジイ,ブナ科,文献,日本産蛾類標準図鑑4,,寄主植物]ツブラジイ、スダジイ(以上ブナ科).
hostplant-ZUKAN4-P086155-0251,122,species-0488,シイヒカリバホソガ,ツブラジイ,ブナ科,文献,日本産蛾類標準図鑑4,,寄主植物]ツブラジイ、スダジイ(以上ブナ科).
hostplant-ZUKAN4-P086155-0252,122,species-0489,カバオビホソガ,オオバボンテンカ,アオイ科,文献,日本産蛾類標準図鑑4,,[寄主植物]オオバボンテンカ(アオイ科)。熱帯アジアでのラセンソウ(アオイ科)やジャスミン類(モクセイ科)などの記録は、寄主の誤同定によるものと思われる.
hostplant-ZUKAN4-P086155-0253,122,species-0490,イノコズチホソガ,ヒナタイノコヅチ,ヒユ科,文献,日本産蛾類標準図鑑4,,[奇主植物]ヒナタイノコヅチ(ヒユ科).
hostplant-ZUKAN4-P086155-0254,123,species-0491,サツマイモホソガ,サツマイモ,ヒルガオ科,文献,日本産蛾類標準図鑑4,,[寄主植物]サツマイモ、ハマヒルガオ(以上ヒルガオ科).
hostplant-ZUKAN4-P086155-0255,123,species-0491,サツマイモホソガ,ハマヒルガオ,ヒルガオ科,文献,日本産蛾類標準図鑑4,,[寄主植物]サツマイモ、ハマヒルガオ(以上ヒルガオ科).
hostplant-ZUKAN4-P086155-0256,123,species-0492,オオバボダイジュホソガ,オオバボダイジュ,アオイ科,文献,日本産蛾類標準図鑑4,,寄主植物]オオバボダイジュ(アオイ科).
hostplant-ZUKAN4-P086155-0257,123,species-0493,マツノカワホソガ,カラマツ,マツ科,文献,日本産蛾類標準図鑑4,,[奇主植物]カラマツ、トドマツ、ゴヨウマツなど(以上マツ科).
hostplant-ZUKAN4-P086155-0258,123,species-0493,マツノカワホソガ,ゴヨウマツ,マツ科,文献,日本産蛾類標準図鑑4,,[奇主植物]カラマツ、トドマツ、ゴヨウマツなど(以上マツ科).
hostplant-ZUKAN4-P086155-0259,123,species-0493,マツノカワホソガ,トドマツ,マツ科,文献,日本産蛾類標準図鑑4,,[奇主植物]カラマツ、トドマツ、ゴヨウマツなど(以上マツ科).
hostplant-ZUKAN4-P086155-0260,124,species-0494,ナシカワホソガ,ズミ,バラ科,文献,日本産蛾類標準図鑑4,,[奇主植物]リンゴ、ズミ、ナシなど(以上バラ科).
hostplant-ZUKAN4-P086155-0261,124,species-0494,ナシカワホソガ,ナシ,バラ科,文献,日本産蛾類標準図鑑4,,[奇主植物]リンゴ、ズミ、ナシなど(以上バラ科).
hostplant-ZUKAN4-P086155-0262,124,species-0494,ナシカワホソガ,リンゴ,バラ科,文献,日本産蛾類標準図鑑4,,[奇主植物]リンゴ、ズミ、ナシなど(以上バラ科).
hostplant-ZUKAN4-P086155-0263,124,species-0495,クリカワホソガ,クリ,ブナ科,文献,日本産蛾類標準図鑑4,,【寄主植物]クリ、ミズナラなど(以上:ブナ科).
hostplant-ZUKAN4-P086155-0264,124,species-0495,クリカワホソガ,ミズナラ,ブナ科,文献,日本産蛾類標準図鑑4,,【寄主植物]クリ、ミズナラなど(以上:ブナ科).
hostplant-ZUKAN4-P086155-0265,124,species-0496,クヌギカワホソガ,クヌギ,ブナ科,文献,日本産蛾類標準図鑑4,,[寄主植物]クヌギ(ブナ科).
hostplant-ZUKAN4-P086155-0266,124,species-0497,ツタホソガ,ツタ,ブドウ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ツタ(ブドウ科).
hostplant-ZUKAN4-P086155-0267,125,species-0498,クズホソガ,クズ,マメ科,文献,日本産蛾類標準図鑑4,,[寄主植物]クズ、ヤマハギ、マルバハギ(以上マメ科).
hostplant-ZUKAN4-P086155-0268,125,species-0498,クズホソガ,マルバハギ,マメ科,文献,日本産蛾類標準図鑑4,,[寄主植物]クズ、ヤマハギ、マルバハギ(以上マメ科).
hostplant-ZUKAN4-P086155-0269,125,species-0498,クズホソガ,ヤマハギ,マメ科,文献,日本産蛾類標準図鑑4,,[寄主植物]クズ、ヤマハギ、マルバハギ(以上マメ科).
hostplant-ZUKAN4-P086155-0270,125,species-0499,ギンモンカワホソガ,ケヤマハンノキ,カバノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ケヤマハンノキ(カバノキ科).
hostplant-ZUKAN4-P086155-0271,126,species-0509,ギンモンツヤホソガ,ハギ,マメ科,文献,日本産蛾類標準図鑑4,,[寄主植物]マルバハギ、ハギ(以上マメ科).
hostplant-ZUKAN4-P086155-0272,126,species-0509,ギンモンツヤホソガ,マルバハギ,マメ科,文献,日本産蛾類標準図鑑4,,[寄主植物]マルバハギ、ハギ(以上マメ科).
hostplant-ZUKAN4-P086155-0273,126,species-0510,ミツオビツヤホソガ,クズ,マメ科,文献,日本産蛾類標準図鑑4,,[寄主植物]クズ(マメ科).
hostplant-ZUKAN4-P086155-0274,126,species-0511,クズツヤホソガ,クズ,マメ科,文献,日本産蛾類標準図鑑4,,[寄主植物]クズ、ヤブマメ(以上マメ科).
hostplant-ZUKAN4-P086155-0275,126,species-0511,クズツヤホソガ,ヤブマメ,マメ科,文献,日本産蛾類標準図鑑4,,[寄主植物]クズ、ヤブマメ(以上マメ科).
hostplant-ZUKAN4-P086155-0276,127,species-0512,ヌスビトハギツヤホソガ,ヌスビトハギ,マメ科,文献,日本産蛾類標準図鑑4,ページまたぎを原図で補完,
hostplant-ZUKAN4-P086155-0277,127,species-0513,ハギツヤホソガ,マルバハギ,マメ科,文献,日本産蛾類標準図鑑4,原図で補完,
hostplant-ZUKAN4-P086155-0278,127,species-0514,フジツヤホソガ,フジ,マメ科,文献,日本産蛾類標準図鑑4,,寄主植物]フジ(マメ科).
hostplant-ZUKAN4-P086155-0279,127,species-0515,モミジニセキンホソガ,イロハモミジ,ムクロジ科,文献,日本産蛾類標準図鑑4,,[寄主植物]イロハモミジ、ハウチワカエデ(以上ムクロジ科)。
hostplant-ZUKAN4-P086155-0280,127,species-0515,モミジニセキンホソガ,ハウチワカエデ,ムクロジ科,文献,日本産蛾類標準図鑑4,,[寄主植物]イロハモミジ、ハウチワカエデ(以上ムクロジ科)。
hostplant-ZUKAN4-P086155-0281,128,species-0516,イタヤニセキンホソガ,イタヤカエデ,ムクロジ科,文献,日本産蛾類標準図鑑4,,[寄主植物]イタヤカエデ(ムクロジ科).
hostplant-ZUKAN4-P086155-0282,128,species-0517,ガマズミニセキンホソガ,オオカメノキ,ガマズミ科,文献,日本産蛾類標準図鑑4,,"[寄主植物]コバノガマズミ、ゴマギ,オオカメノキなどのガマズミ属(以上ガマズミ科)."
hostplant-ZUKAN4-P086155-0283,128,species-0517,ガマズミニセキンホソガ,ガマズミ属,ガマズミ科,文献,日本産蛾類標準図鑑4,,"[寄主植物]コバノガマズミ、ゴマギ,オオカメノキなどのガマズミ属(以上ガマズミ科)."
hostplant-ZUKAN4-P086155-0284,128,species-0517,ガマズミニセキンホソガ,コバノガマズミ,ガマズミ科,文献,日本産蛾類標準図鑑4,,"[寄主植物]コバノガマズミ、ゴマギ,オオカメノキなどのガマズミ属(以上ガマズミ科)."
hostplant-ZUKAN4-P086155-0285,128,species-0517,ガマズミニセキンホソガ,ゴマギ,ガマズミ科,文献,日本産蛾類標準図鑑4,,"[寄主植物]コバノガマズミ、ゴマギ,オオカメノキなどのガマズミ属(以上ガマズミ科)."
hostplant-ZUKAN4-P086155-0286,128,species-0518,ハンノチビキンモンホソガ,ケヤマハンノキ,カバノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物]日本ではケヤマハンノキ(カバノキ科)、ヨーロッパ長い間用いられてきたLithocolletisの属名は、Phyllonorycterのシノニムである。本属は全世界から350種以上が記載されている、熱帯アジア、オーストラリア、アフリカ、南アメリカ地域からの記録は少ない.何度かグループ分けが試みられ、発表されたが、いまだ
hostplant-ZUKAN4-P086155-0287,128,species-0518,ハンノチビキンモンホソガ,ハンノキ類,カバノキ科,野外（国外）,日本産蛾類標準図鑑4,ヨーロッパの記録を原図で補完,
hostplant-ZUKAN4-P086155-0288,129,species-0519,ナカボシキンモンホソガ,ケヤマハンノキ,カバノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ケヤマハンノキ(カバノキ科).
hostplant-ZUKAN4-P086155-0289,129,species-0520,アカシデキンモンホソガ,アカシデ,カバノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物]アカシデ(カバノキ科).
hostplant-ZUKAN4-P086155-0290,129,species-0521,アサダキンモンホソガ,アサダ,カバノキ科,文献,日本産蛾類標準図鑑4,原図で補完,
hostplant-ZUKAN4-P086155-0291,130,species-0522,ハシバミキンモンホソガ,ツノハシバミ,カバノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ツノハシバミ(カバノキ科).
hostplant-ZUKAN4-P086155-0292,130,species-0523,ヒコサンキンモンホソガ,イヌシデ,カバノキ科,文献,日本産蛾類標準図鑑4,原図で補完,
hostplant-ZUKAN4-P086155-0293,130,species-0524,クヌギキンモンホソガ,アベマキ,ブナ科,文献,日本産蛾類標準図鑑4,原図で補完,
hostplant-ZUKAN4-P086155-0294,130,species-0524,クヌギキンモンホソガ,クヌギ,ブナ科,文献,日本産蛾類標準図鑑4,原図で補完,
hostplant-ZUKAN4-P086155-0295,131,species-0525,ミスジキンモンホソガ,クリ,ブナ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ミズナラ、コナラ、クリ(以上ブナ科).
hostplant-ZUKAN4-P086155-0296,131,species-0525,ミスジキンモンホソガ,コナラ,ブナ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ミズナラ、コナラ、クリ(以上ブナ科).
hostplant-ZUKAN4-P086155-0297,131,species-0525,ミスジキンモンホソガ,ミズナラ,ブナ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ミズナラ、コナラ、クリ(以上ブナ科).
hostplant-ZUKAN4-P086155-0298,131,species-0526,ニセクヌギキンモンホソガ,アベマキ,ブナ科,文献,日本産蛾類標準図鑑4,,寄主植物]クヌギ、アベマキ、ミズナラ、ナラガシワ(以上ブナ科).
hostplant-ZUKAN4-P086155-0299,131,species-0526,ニセクヌギキンモンホソガ,クヌギ,ブナ科,文献,日本産蛾類標準図鑑4,,寄主植物]クヌギ、アベマキ、ミズナラ、ナラガシワ(以上ブナ科).
hostplant-ZUKAN4-P086155-0300,131,species-0526,ニセクヌギキンモンホソガ,ナラガシワ,ブナ科,文献,日本産蛾類標準図鑑4,,寄主植物]クヌギ、アベマキ、ミズナラ、ナラガシワ(以上ブナ科).
hostplant-ZUKAN4-P086155-0301,131,species-0526,ニセクヌギキンモンホソガ,ミズナラ,ブナ科,文献,日本産蛾類標準図鑑4,,寄主植物]クヌギ、アベマキ、ミズナラ、ナラガシワ(以上ブナ科).
hostplant-ZUKAN4-P086155-0302,131,species-0527,カシワミスジキンモンホソガ,カシワ,ブナ科,文献,日本産蛾類標準図鑑4,,寄主植物]カシワ(ブナ科).
hostplant-ZUKAN4-P086155-0303,131,species-0528,ネジロキンモンホソガ,カシワ,ブナ科,文献,日本産蛾類標準図鑑4,,"寄主植物]カシワ,ミズナラ(以上ブナ科)."
hostplant-ZUKAN4-P086155-0304,131,species-0528,ネジロキンモンホソガ,ミズナラ,ブナ科,文献,日本産蛾類標準図鑑4,,"寄主植物]カシワ,ミズナラ(以上ブナ科)."
hostplant-ZUKAN4-P086155-0305,132,species-0529,カミジョウキンモンホソガ,クヌギ,ブナ科,文献,日本産蛾類標準図鑑4,,[寄主植物]クヌギ(ブナ科).
hostplant-ZUKAN4-P086155-0306,132,species-0530,ナラキンモンホソガ,コナラ,ブナ科,文献,日本産蛾類標準図鑑4,,[寄主植物]コナラ、ミズナラ(以上ブナ科).132
hostplant-ZUKAN4-P086155-0307,132,species-0530,ナラキンモンホソガ,ミズナラ,ブナ科,文献,日本産蛾類標準図鑑4,,[寄主植物]コナラ、ミズナラ(以上ブナ科).132
hostplant-ZUKAN4-P086155-0308,132,species-0531,ヒメキンモンホソガ,クリ,ブナ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ミズナラ、クリ(以上ブナ科).
hostplant-ZUKAN4-P086155-0309,132,species-0531,ヒメキンモンホソガ,ミズナラ,ブナ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ミズナラ、クリ(以上ブナ科).
hostplant-ZUKAN4-P086155-0310,133,species-0532,マツダキンモンホソガ,ミズナラ,ブナ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ミズナラ(ブナ科).
hostplant-ZUKAN4-P086155-0311,133,species-0533,ブナキンモンホソガ,ブナ,ブナ科,文献,日本産蛾類標準図鑑4,原図で補完,
hostplant-ZUKAN4-P086155-0312,133,species-0534,ハスオビキンモンホソガ,クヌギ,ブナ科,文献,日本産蛾類標準図鑑4,,[寄主植物]クヌギ、ミズナラ、コナラ(以上ブナ科)。
hostplant-ZUKAN4-P086155-0313,133,species-0534,ハスオビキンモンホソガ,コナラ,ブナ科,文献,日本産蛾類標準図鑑4,,[寄主植物]クヌギ、ミズナラ、コナラ(以上ブナ科)。
hostplant-ZUKAN4-P086155-0314,133,species-0534,ハスオビキンモンホソガ,ミズナラ,ブナ科,文献,日本産蛾類標準図鑑4,,[寄主植物]クヌギ、ミズナラ、コナラ(以上ブナ科)。
hostplant-ZUKAN4-P086155-0315,134,species-0535,ナカオビキンモンホソガ,コナラ,ブナ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ミズナラ、コナラ(以上ブナ科)。
hostplant-ZUKAN4-P086155-0316,134,species-0535,ナカオビキンモンホソガ,ミズナラ,ブナ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ミズナラ、コナラ(以上ブナ科)。
hostplant-ZUKAN4-P086155-0317,134,species-0536,ミズナラキンモンホソガ,コナラ,ブナ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ミズナラ、コナラ(以上ブナ科).
hostplant-ZUKAN4-P086155-0318,134,species-0536,ミズナラキンモンホソガ,ミズナラ,ブナ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ミズナラ、コナラ(以上ブナ科).
hostplant-ZUKAN4-P086155-0319,134,species-0537,ガマズミキンモンホソガ,ガマズミ,ガマズミ科,文献,日本産蛾類標準図鑑4,ページまたぎを原図で補完,
hostplant-ZUKAN4-P086155-0320,134,species-0537,ガマズミキンモンホソガ,コバノガマズミ,ガマズミ科,文献,日本産蛾類標準図鑑4,ページまたぎを原図で補完,
hostplant-ZUKAN4-P086155-0321,134,species-0537,ガマズミキンモンホソガ,ミヤマガマズミ,ガマズミ科,文献,日本産蛾類標準図鑑4,ページまたぎを原図で補完,
hostplant-ZUKAN4-P086155-0322,135,species-0538,ツルギキンモンホソガ,アカシデ,カバノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物]サワシバ、アカシデ、アサダ(以上カバノキ科).
hostplant-ZUKAN4-P086155-0323,135,species-0538,ツルギキンモンホソガ,アサダ,カバノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物]サワシバ、アカシデ、アサダ(以上カバノキ科).
hostplant-ZUKAN4-P086155-0324,135,species-0538,ツルギキンモンホソガ,サワシバ,カバノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物]サワシバ、アカシデ、アサダ(以上カバノキ科).
hostplant-ZUKAN4-P086155-0325,135,species-0540,サンザシキンモンホソガ,クロミサンザシ,バラ科,文献,日本産蛾類標準図鑑4,,[寄主植物]クロミサンザシ(バラ科).
hostplant-ZUKAN4-P086155-0326,135,species-0541,ナナカマドキンモンホソガ,アズキナシ,バラ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ナナカマド、ウラジロナナカマド、アズキナシ、リ135
hostplant-ZUKAN4-P086155-0327,135,species-0541,ナナカマドキンモンホソガ,ウラジロナナカマド,バラ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ナナカマド、ウラジロナナカマド、アズキナシ、リ135
hostplant-ZUKAN4-P086155-0328,135,species-0541,ナナカマドキンモンホソガ,ナナカマド,バラ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ナナカマド、ウラジロナナカマド、アズキナシ、リ135
hostplant-ZUKAN4-P086155-0329,135,species-0541,ナナカマドキンモンホソガ,リンゴ,バラ科,文献,日本産蛾類標準図鑑4,ページまたぎを原図で補完,
hostplant-ZUKAN4-P086155-0330,136,species-0542,アイヌキンモンホソガ,ホザキシモツケ,バラ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ホザキシモツケ(バラ科).
hostplant-ZUKAN4-P086155-0331,136,species-0543,キンスジシロホソガ,カシワ,ブナ科,文献,日本産蛾類標準図鑑4,,[寄主植物]カシワ、コナラ(以上ブナ科).
hostplant-ZUKAN4-P086155-0332,136,species-0543,キンスジシロホソガ,コナラ,ブナ科,文献,日本産蛾類標準図鑑4,,[寄主植物]カシワ、コナラ(以上ブナ科).
hostplant-ZUKAN4-P086155-0333,137,species-0544,イッシキキンモンホソガ,オオバボダイジュ,アオイ科,文献,日本産蛾類標準図鑑4,,[寄主植物]シナノキ、オオバボダイジュ(以上アオイ科).
hostplant-ZUKAN4-P086155-0334,137,species-0544,イッシキキンモンホソガ,シナノキ,アオイ科,文献,日本産蛾類標準図鑑4,,[寄主植物]シナノキ、オオバボダイジュ(以上アオイ科).
hostplant-ZUKAN4-P086155-0335,137,species-0545,クロコキンモンホソガ,イタヤカエデ,ムクロジ科,文献,日本産蛾類標準図鑑4,,[寄主植物]イタヤカエデ(ムクロジ科).
hostplant-ZUKAN4-P086155-0336,137,species-0546,エゾキンモンホソガ,イタヤカエデ,ムクロジ科,文献,日本産蛾類標準図鑑4,,寄主植物]イタヤカエデ(ムクロジ科).
hostplant-ZUKAN4-P086155-0337,138,species-0547,ウチダキンモンホソガ,アズキナシ,バラ科,文献,日本産蛾類標準図鑑4,,[寄主植物]アズキナシ(バラ科).
hostplant-ZUKAN4-P086155-0338,138,species-0548,ハンノキンモンホソガ,ケヤマハンノキ,カバノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ハンノキ、ケヤマハンノキ(以上カバノキ科).[分類]亜種区分はされていない。
hostplant-ZUKAN4-P086155-0339,138,species-0548,ハンノキンモンホソガ,ハンノキ,カバノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ハンノキ、ケヤマハンノキ(以上カバノキ科).[分類]亜種区分はされていない。
hostplant-ZUKAN4-P086155-0340,138,species-0549,ミヤマキンモンホソガ,ダケカンバ,カバノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ダケカンバ(カバノキ科).
hostplant-ZUKAN4-P086155-0341,139,species-0550,ヤマトキンモンホソガ,アカシデ,カバノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物]アカシデ、イヌシデ、オオハシバミ、アサダ(以上[分類]亜種区分はされていない。ダケカンバ
hostplant-ZUKAN4-P086155-0342,139,species-0550,ヤマトキンモンホソガ,アサダ,カバノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物]アカシデ、イヌシデ、オオハシバミ、アサダ(以上[分類]亜種区分はされていない。ダケカンバ
hostplant-ZUKAN4-P086155-0343,139,species-0550,ヤマトキンモンホソガ,イヌシデ,カバノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物]アカシデ、イヌシデ、オオハシバミ、アサダ(以上[分類]亜種区分はされていない。ダケカンバ
hostplant-ZUKAN4-P086155-0344,139,species-0550,ヤマトキンモンホソガ,オオハシバミ,カバノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物]アカシデ、イヌシデ、オオハシバミ、アサダ(以上[分類]亜種区分はされていない。ダケカンバ
hostplant-ZUKAN4-P086155-0345,140,species-0552,ネジキキンモンホソガ,ネジキ,ツツジ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ネジキ(ツツジ科).
hostplant-ZUKAN4-P086155-0346,140,species-0553,エゴノキキンモンホソガ,エゴノキ,エゴノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物]エゴノキ(エゴノキ科).140
hostplant-ZUKAN4-P086155-0347,140,species-0554,クルミキンモンホソガ,オニグルミ,クルミ科,文献,日本産蛾類標準図鑑4,,寄主植物]オニグルミ、サワグルミ(以上クルミ科).
hostplant-ZUKAN4-P086155-0348,140,species-0554,クルミキンモンホソガ,サワグルミ,クルミ科,文献,日本産蛾類標準図鑑4,,寄主植物]オニグルミ、サワグルミ(以上クルミ科).
hostplant-ZUKAN4-P086155-0349,141,species-0555,ハスオビヤナギキンモンホソガ,シダレヤナギ,ヤナギ科,文献,日本産蛾類標準図鑑4,,寄主植物]ヤナギ類(ヤナギ科)、とくにシダレヤナギのように、葉が薄く毛の少ない種類を選択しているようである。
hostplant-ZUKAN4-P086155-0350,141,species-0555,ハスオビヤナギキンモンホソガ,ヤナギ類,ヤナギ科,文献,日本産蛾類標準図鑑4,,寄主植物]ヤナギ類(ヤナギ科)、とくにシダレヤナギのように、葉が薄く毛の少ない種類を選択しているようである。
hostplant-ZUKAN4-P086155-0351,141,species-0556,ヤナギキンモンホソガ,ヤナギ類,ヤナギ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ヤナギ類(ヤナギ科).
hostplant-ZUKAN4-P086155-0352,141,species-0557,フトオビキンモンホソガ,バッコヤナギ,ヤナギ科,文献,日本産蛾類標準図鑑4,,[寄主植物]バッコヤナギ(ヤナギ科).
hostplant-ZUKAN4-P086155-0353,142,species-0558,クサフジキンモンホソガ,ハマエンドウ,マメ科,文献,日本産蛾類標準図鑑4,,寄主植物]ヒロハクサフジ、ハマエンドウ(以上マメ科).
hostplant-ZUKAN4-P086155-0354,142,species-0558,クサフジキンモンホソガ,ヒロハクサフジ,マメ科,文献,日本産蛾類標準図鑑4,,寄主植物]ヒロハクサフジ、ハマエンドウ(以上マメ科).
hostplant-ZUKAN4-P086155-0355,142,species-0559,カラコギカエデキンモンホソガ,カラコギカエデ,ムクロジ科,文献,日本産蛾類標準図鑑4,,[寄主植物]カラコギカエデ(ムクロジ科).
hostplant-ZUKAN4-P086155-0356,142,species-0560,カエデキンモンホソガ,イタヤカエデ,ムクロジ科,文献,日本産蛾類標準図鑑4,,[寄主植物]イタヤカエデ、イロハモミジ、チドリノキ、カジカ
hostplant-ZUKAN4-P086155-0357,142,species-0560,カエデキンモンホソガ,イロハモミジ,ムクロジ科,文献,日本産蛾類標準図鑑4,,[寄主植物]イタヤカエデ、イロハモミジ、チドリノキ、カジカ
hostplant-ZUKAN4-P086155-0358,142,species-0560,カエデキンモンホソガ,カエデ類,ムクロジ科,文献,日本産蛾類標準図鑑4,段末で切れた行を原図で補完,
hostplant-ZUKAN4-P086155-0359,142,species-0560,カエデキンモンホソガ,カジカエデ,ムクロジ科,文献,日本産蛾類標準図鑑4,段末で切れた行を原図で補完,
hostplant-ZUKAN4-P086155-0360,142,species-0560,カエデキンモンホソガ,チドリノキ,ムクロジ科,文献,日本産蛾類標準図鑑4,,[寄主植物]イタヤカエデ、イロハモミジ、チドリノキ、カジカ
hostplant-ZUKAN4-P086155-0361,143,species-0561,サワグルミキンモンホソガ,オニグルミ,クルミ科,文献,日本産蛾類標準図鑑4,,[寄主植物]オニグルミ、サワグルミ、ノグルミ(以上クルミ科).
hostplant-ZUKAN4-P086155-0362,143,species-0561,サワグルミキンモンホソガ,サワグルミ,クルミ科,文献,日本産蛾類標準図鑑4,,[寄主植物]オニグルミ、サワグルミ、ノグルミ(以上クルミ科).
hostplant-ZUKAN4-P086155-0363,143,species-0561,サワグルミキンモンホソガ,ノグルミ,クルミ科,文献,日本産蛾類標準図鑑4,,[寄主植物]オニグルミ、サワグルミ、ノグルミ(以上クルミ科).
hostplant-ZUKAN4-P086155-0364,143,species-0562,マダラキンモンホソガ,ポプラ類,ヤナギ科,文献,日本産蛾類標準図鑑4,日本で羽化個体を本種と同定,
hostplant-ZUKAN4-P086155-0365,143,species-0562,マダラキンモンホソガ,ヤナギ類,ヤナギ科,野外（国外）,日本産蛾類標準図鑑4,国内のヤナギ類個体は別種の可能性があるためヨーロッパ記録のみ採用,
hostplant-ZUKAN4-P086155-0366,143,species-0564,カバノキンモンホソガ,ウダイカンバ,カバノキ科,文献,日本産蛾類標準図鑑4,,"[寄主植物]シラカンバ,ダケカンバ、ウダイカンバなどカバノキ属(以上カバノキ科)."
hostplant-ZUKAN4-P086155-0367,143,species-0564,カバノキンモンホソガ,カバノキ属,カバノキ科,文献,日本産蛾類標準図鑑4,,"[寄主植物]シラカンバ,ダケカンバ、ウダイカンバなどカバノキ属(以上カバノキ科)."
hostplant-ZUKAN4-P086155-0368,143,species-0564,カバノキンモンホソガ,シラカンバ,カバノキ科,文献,日本産蛾類標準図鑑4,,"[寄主植物]シラカンバ,ダケカンバ、ウダイカンバなどカバノキ属(以上カバノキ科)."
hostplant-ZUKAN4-P086155-0369,143,species-0564,カバノキンモンホソガ,ダケカンバ,カバノキ科,文献,日本産蛾類標準図鑑4,,"[寄主植物]シラカンバ,ダケカンバ、ウダイカンバなどカバノキ属(以上カバノキ科)."
hostplant-ZUKAN4-P086155-0370,144,species-0565,ツマスジキンモンホソガ,カバノキ属,カバノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物」シラカンバなどカバノキ属(カバノキ科).
hostplant-ZUKAN4-P086155-0371,144,species-0565,ツマスジキンモンホソガ,シラカンバ,カバノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物」シラカンバなどカバノキ属(カバノキ科).
hostplant-ZUKAN4-P086155-0372,144,species-0566,ズグロキンモンホソガ,ツツジ類,ツツジ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ツツジ類の1種(ツツジ科)、
hostplant-ZUKAN4-P086155-0373,144,species-0567,キンモンホソガ,エゾノコリンゴ,バラ科,文献,日本産蛾類標準図鑑4,,[寄主植物]リンゴ、ズミ、エゾノコリンゴなど(以上バラ科).
