insect_id,japanese_name,scientific_name,change_type,current_value,proposed_value,source,source_url,confidence,review_required,approved,note
species-4670,マエジロシャチホコ,Notodonta albicosta,食草追加,,ミズナラ（Quercus mongolica）を主食草として確認。コナラも摂食可能,佐々木明夫 (1990),,high,,OK,"ページ: 174, 蛾類通信 160号, ファイル: jhj160.pdf"
species-5465,ババアシブトクチバ,Parallelia onelia (Guenee),学名変更,,従来P. umbrosa (Walker)として扱われていたが、学名適用の混乱が解明され、oneliaが有効名とされた,杉繁郎 (1991),,high,YES,,"ページ: 177-178, 蛾類通信 161号, ファイル: jhj161.pdf"
species-3784,キイロエダシャク,Aoshachia virescens (Marumo),新産地,,天城峠（静岡県）で採集、北限記録の可能性,"柳田慶浩,池ノ上利幸 (1991)",,high,,,"ページ: 179, 蛾類通信 161号, ファイル: jhj161.pdf"
species-3958,ハガタアオシャク,Thalera rubrifimbria Inoue,学名変更,,従来T. lacerataria Graeserとして扱われていたが、別種であることが判明し、新種として記載された,井上寛 (1990),,high,YES,,"ページ: 179, 蛾類通信 161号, ファイル: jhj161.pdf"
species-2658,ニシキシマメイガ,Mimicia pseudolibatria (Caradja),新産地,,埼玉県児玉郡児玉町飯で採集,市川和夫 (1991),,high,,,"ページ: 179, 蛾類通信 161号, ファイル: jhj161.pdf"
species-5545,カドジロフサヤガ,Anigraea albomaculata (Hampson),新記録種,,日本未記録、西表島古見で採集,杉繁郎 (1991),,high,,,"ページ: 180, 蛾類通信 161号, ファイル: jhj161.pdf"
species-5532,アオフホソヤガ,Lophoptera acuda (Swinhoe),新記録種,,日本未記録、長崎県大村市理ノ尾で採集,杉繁郎 (1991),,high,,,"ページ: 180, 蛾類通信 161号, ファイル: jhj161.pdf"
species-4477,エゾヨツメ,Aglia japonica Leech,学名変更,,本州産エゾヨツメは大陸産A. tau Linnaeusとは大きく異なり、独立種A. japonica Leechとして扱う,Dubatolov (1991),,high,YES,,"ページ: 183, 蛾類通信 161号, ファイル: jhj161.pdf"
species-5445,クロモンシタバ,Ophiusa tirhaca (Cramer),新産地,,大阪市東淀川区豊里で採集,喜多斉 (1991),,high,,,"ページ: 188, 蛾類通信 161号, ファイル: jhj161.pdf"
species-5445,クロモンシタバ,Ophiusa tirhaca (Cramer),新産地,,埼玉県入間郡日高町および北足立郡伊奈町で採集,"市川和夫,氷室美芳 (1991)",,high,,,"ページ: 188, 蛾類通信 161号, ファイル: jhj161.pdf"
species-5380,ウスイロアカキリバ,Anomis figlina Butler,新産地,,長野県木曽郡木曽福島町黒川渡で採集,宮田渡 (1991),,high,,,"ページ: 188, 蛾類通信 161号, ファイル: jhj161.pdf"
species-5304,チョウセンコウスグロアツバ,Zanclognatha leechi South,新産地,,群馬県渋川市半田で採集、群馬県板倉から約60km離れた地点,"小林栄一,小池正之,宍田幸男 (1991)",,high,,,"ページ: 189, 蛾類通信 161号, ファイル: jhj161.pdf"
,ウスオオナミエダシャク,Semiothisa cinerearia (Bremer & Grey),新産地,,対馬から再記録、Wehrli (1932)以来の日本での記録,矢崎克己 (1991),,high,,,"ページ: 2, 蛾類通信 163号, ファイル: jhj163.pdf"
species-3616,シナノオエダシャク,Semiothisa signaria (Hübner),和名変更,,シナノオエダシャクに改称、1990年に約60年ぶりに入笠山で再確認,矢崎克己 (1991),,high,YES,,"ページ: 2-3, 蛾類通信 163号, ファイル: jhj163.pdf"
species-5787,タニガワモクメキリガ,Brachionycha permista Sugi,新産地,,秋田県未記録種として記録,佐々木明夫 (1991),,high,,,"ページ: 3, 蛾類通信 163号, ファイル: jhj163.pdf"
species-1941,ミダレモンヒメハマキ,Phaecadophora acutana Walsingham,新産地,,房総半島からの記録、従来九州南部、対馬、屋久島、奄美大島、台湾から記録,橋本里志 (1991),,high,,,"ページ: 4, 蛾類通信 163号, ファイル: jhj163.pdf"
,ヨコスジョトウ,Mesoligia furuncula (Denis & Schiffermiller),新産地,,福島県初記録、従来秋田県のみの記録で南限記録となる,鈴木智史 (1991),,high,,,"ページ: 6, 蛾類通信 163号, ファイル: jhj163.pdf"
species-5704,キクビゴマケンモン,Moma fulvicollis (Lattin),新産地,,愛媛県および熊本県から記録、従来北海道・本州の記録のみ,吉松慎一、仲田幸 (1991),,high,,,"ページ: 6, 蛾類通信 163号, ファイル: jhj163.pdf"
species-21729,ホソバミドリヨトウ,Euplexidia angusta Yoshimoto,新産地,,東日本の各地で採集、従来日本西南部に分布とされていた,岸田泰則 (1991),,high,,,"ページ: 6, 蛾類通信 163号, ファイル: jhj163.pdf"
species-5756,トカチセダカモクメ,Cucullia artemisiae perspicua Warnecke,食草追加,,食草としてオオヨモギ Artemisia montana Pampan（キク科）を確認,小木広行 (1991),,high,,OK,"ページ: 7, 蛾類通信 163号, ファイル: jhj163.pdf"
species-5753,ツリフネソウトラガ,Sarbanissa yunnana (Mell),学名変更,,"Sarbanissa yunnana (Mell), stat. n. として独立種に格上げ",杉繁郎 (1991),,high,YES,,"ページ: 8-11, 蛾類通信 163号, ファイル: jhj163.pdf"
species-5753,ツリフネソウトラガ,Sarbanissa yunnana (Mell),食草追加,,食草としてツリフネソウ、キツリフネ、ハガクレツリフネ（ツリフネソウ科）を確認,杉繁郎 (1991),,high,,OK,"ページ: 8-11, 蛾類通信 163号, ファイル: jhj163.pdf"
species-4485,コエビガラスズメ,Sphinx constricta Butler,食草追加,,東京都内でツツジ（Rhododendron omurasaki）を食草として確認、従来イヌツゲのみ,杉繁郎 (1991),,high,,OK,"ページ: 11, 蛾類通信 163号, ファイル: jhj163.pdf"
species-5862,アオキノコヨトウ,Stenoloba assimilis (Warren),新産地,,北海道南部から記録、道内では旭川市に続く記録,亀田満 (1991),,high,,,"ページ: 12, 蛾類通信 163号, ファイル: jhj163.pdf"
species-5093,ツマトビコヤガ,Autoba tristalis (Leech),新記録種,,北海道未記録種、従来関東地方を北限とする,亀田満 (1991),,high,,,"ページ: 12, 蛾類通信 163号, ファイル: jhj163.pdf"
species-5360,マダラエグリバ,Plusiodonta casta (Butler),新記録種,,北海道未記録種、従来東北北部を北限とする,亀田満 (1991),,high,,,"ページ: 12, 蛾類通信 163号, ファイル: jhj163.pdf"
,オキナワカラカネヨトウ,Karana hoenei inornata,新記録種,,沖縄本島と奄美大島から新亜種として記載,杉繁郎 (1991),,high,,,"ページ: 14-16, 蛾類通信 163号, ファイル: jhj163.pdf"
species-4662,ゲンカイハガタシャチホコ,Hagapteryx kishidai Nakamura,新産地,,新潟県・山梨県の2新産地を記録,杉山徹朗 (1991),,high,,,"ページ: 16, 蛾類通信 163号, ファイル: jhj163.pdf"
species-5347,クロモンハイイロクチバ,Bamra albicola (Walker),新記録種,,西表島から日本初記録,岸田泰則 (1991),,high,,,"ページ: 17, 蛾類通信 163号, ファイル: jhj163.pdf"
species-3749,シロフフユエダシャク,Agriopis dira (Butler),学名変更,,"Agriopis dira (Butler, 1878) sp. rev. として独立種に復活",矢崎克己 (1991),,high,YES,,"ページ: 18-19, 蛾類通信 163号, ファイル: jhj163.pdf"
species-5344,オオムラサキクチバ,Anisoneura aluco (Fabricius),新産地,,九州本土（大分県日田市）で初めて発見,久保勝正 (1991),,high,,,"ページ: 257, 蛾類通信 165号, ファイル: jhj165.pdf"
species-5564,ドウガネキンウワバ,Ctenoplusia placida (Moore),新記録種,,日本未記録種。新称。沖縄県宜野座村で採集,堀繁久 (1991),,high,,,"ページ: 260, 蛾類通信 165号, ファイル: jhj165.pdf"
species-5357,ギンスジエグリバ,Oraesia argyrosigna (Moore),新記録種,,日本未記録種。新称。石垣島で採集,堀繁久 (1991),,high,,,"ページ: 261, 蛾類通信 165号, ファイル: jhj165.pdf"
species-3363,ナカキノメイガ,Bocchoris aptalis (Walker),食草追加,,ガガイモ Metaplexis japonica を食草として確認,杉繁郎 (1991),,high,,OK,"ページ: 262, 蛾類通信 165号, ファイル: jhj165.pdf"
species-5725,キハダケンモン,Triaena leucocuspis Butler,食草追加,,ハンノキ Alnus japonica を食草として確認,杉繁郎 (1991),,high,,OK,"ページ: 269-270, 蛾類通信 165号, ファイル: jhj165.pdf"
species-20644,アサギリヨトウ,Sideridis incommoda (Staudinger),食草追加,,食草はヨモギ Artemisia,杉繁郎 (1991),,high,,OK,"ページ: 270, 蛾類通信 165号, ファイル: jhj165.pdf"
species-4961,リュウキュウコリンガ,Narangodes haemorranta Hampson,食草追加,,リュウキュウマツ Pinus luchuensis を食草として確認。リンガ亜科内で唯一の針葉食,杉繁郎 (1992),,high,,OK,"ページ: 273-275, 蛾類通信 166号, ファイル: jhj166.pdf"
species-4684,スズキドクガ,Calliteara conjuncta (Wileman),食草追加,,食草としてクヌギ Quercus acutissima を確認,中村正直・松浦寛子 (1992),,high,,OK,"ページ: 289-293, 蛾類通信 167号, ファイル: jhj167.pdf"
species-1569,オキナワルリチラシ,Eterusia aedea,食草追加,,石垣島産はツバキ・サザンカ、三重県産はミミズバイ・サカキ・ヒサカキを食草確認,西原かよ子 (1992),,high,,OK,"ページ: 307-317, 蛾類通信 168号, ファイル: jhj168.pdf"
species-4967,アカマエアオリンガ,Earias pudicana Staudinger,食草追加,,ヤマハギ Lespedeza bicolor（マメ科）を新食草として確認,中村正直 (1992),,high,,OK,"ページ: 317, 蛾類通信 168号, ファイル: jhj168.pdf"
species-5197,チョウセンツマキリアツバ,Tamba corealis (Leech),食草追加,,サカキ・ヒサカキ・ミミズバイを追加食草として確認,西原かよ子 (1992),,high,,OK,"ページ: 317, 蛾類通信 168号, ファイル: jhj168.pdf"
species-4794,スカシコケガ,Chamaita ranrina (Matsumura),食草追加,,ミミズバイ・ヒサカキ・サカキの生葉を食草として確認。コケガ亜科の食葉性を確認,西原かよ子 (1992),,high,,OK,"ページ: 331-333, 蛾類通信 169号, ファイル: jhj169.pdf"
species-4807,ヒメホシキコケガ,Asura dharma (Moore),食草追加,,ヒサカキとアセビの生葉を食草として確認,西原かよ子 (1992),,high,,OK,"ページ: 353-355, 蛾類通信 170号, ファイル: jhj170.pdf"
species-5689,ナマリケンモン,Anacronicta plumbea (Butler),食草追加,,ネザサ Pleioblastus sp. で飼育に成功,杉繁郎 (1992),,high,,OK,"ページ: 366, 蛾類通信 170号, ファイル: jhj170.pdf"
species-4693,ヤクシマドクガ,Orgyia triangularis Nomura,食草追加,,ヒサカキの葉上で幼虫を発見。飼育ではヒサカキとサカキをよく食べた,西原かよ子 (1992),,high,,OK,"ページ: 375-376, 蛾類通信 171号, ファイル: jhj171.pdf"
species-3476,オオアヤトガリバ,Habrosyne fraterna japonica Werny,食草追加,,幼虫がノイバラで飼育され羽化確認,中村正直 (1992),,high,,OK,"ページ: 377-380, 蛾類通信 171号, ファイル: jhj171.pdf"
species-3888,ハスオビトガリシャク,Sarcinodes mongaku Marumo,食草追加,,ヤマモガシ Helicia cochinchinensis を食餌とすることが特定された,松下弘・後藤伸・谷幸子 (1993),,high,,OK,"ページ: 425-426, 蛾類通信 174号, ファイル: jhj174.pdf"
species-20651,フタスジヨトウ,Protomiselia bilinea (Hampson),食草追加,,ヒノキおよびスギなどの針葉樹につくことを初めて確認,杉繁郎・山本光人 (1993),,high,,OK,"ページ: 433-435, 蛾類通信 175号, ファイル: jhj175.pdf"
species-3518,ミナミクロホシフタオ,Epiplema meridiana Inoue,食草追加,,サンゴジュ Viburnum odoratissimum の葉上から幼虫が採集され飼育羽化,杉繁郎 (1994),,high,,OK,"ページ: 1-2, 蛾類通信 176号, ファイル: jhj176.pdf"
species-5531,ヤマトホソヤガ,Lophoptera hayesi Sugi,食草追加,,幼虫がクヌギにつくことが確認,寺本憲之 (1994),,high,,OK,"ページ: 23, 蛾類通信 177号, ファイル: jhj177.pdf"
species-3770,タケウチエダシャク,Biston takeuchii Matsumura,食草追加,,幼虫がウラジロガシとヤマモモで生育することを確認,中山紘一・竹束正 (1994),,high,,OK,"ページ: 25, 蛾類通信 177号, ファイル: jhj177.pdf"
species-0039,キンスジコウモリ,Phymatopus hecta japonicus Inoue,食草追加,,アキタブキの根茎基部を食害。クサソテツからも幼虫発見,鳥倉英徳 (1994),,high,,OK,"ページ: 24-25, 蛾類通信 177号, ファイル: jhj177.pdf"
species-5982,スギキタヨトウ,Hydraecia mongoliensis Urbahn,食草追加,,野生寄主としてギョウジャニンニクを確認,鳥倉英徳 (1994),,high,,OK,"ページ: 35, 蛾類通信 178号, ファイル: jhj178.pdf"
species-4525,フリッツェホウジャク,Macroglossum fritzei Rothschild & Jordan,食草追加,,コンロンカ Mussaenda parviflora（アカネ科）から卵を採取し飼育に成功,木村正明 (1994),,high,,OK,"ページ: 44, 蛾類通信 178号, ファイル: jhj178.pdf"
species-20644,アサギリヨトウ,Sideridis incommoda (Staudinger),食草追加,,ヨモギの花を食す幼虫を採集し飼育により成虫を得た,中村正直・工藤広悦 (1994),,high,,OK,"ページ: 50-55, 蛾類通信 179号, ファイル: jhj179.pdf"
species-5840,キスジツマキリヨトウ,Callopistria japonibia Inoue & Sugi,食草追加,,タチシノブ Onychium japonicum の栄養葉を摂食中の終齢幼虫を採集,村瀬ますみ (1994),,high,,OK,"ページ: 60, 蛾類通信 179号, ファイル: jhj179.pdf"
species-1819,アカトビハマキ,Pandemis cinnamomeana (Treitschke),食草追加,,シロモジ Lindera triloba を新たな寄主植物として確認,裵良燮 (1994),,high,,OK,"ページ: 76-81, 蛾類通信 180号, ファイル: jhj180.pdf"
species-4496,フトオビホソバスズメ,Ambulyx japonica Rothschild,食草追加,,イヌシデ、アカシデを食草として確認,矢野高広 (1994),,high,,OK,"ページ: 83, 蛾類通信 181号, ファイル: jhj181.pdf"
species-20700,ニセタマナヤガ,Peridroma saucia (Hübner),食草追加,,ムラサキカタバミ Oxalis martiana を食草として確認,中村正直 (1994),,high,,OK,"ページ: 85-86, 蛾類通信 181号, ファイル: jhj181.pdf"
species-5690,キバラケンモン,Trichosea champa (Moore),食草追加,,ヒラドツツジ Rhododendron sp. からの発生を新記録,那須義次・田中寛 (1995),,high,,OK,"ページ: 102, 蛾類通信 182号, ファイル: jhj182.pdf"
,タイワンハネナガモクメキリガ,Xylena changi Horie,食草追加,,ソメイヨシノ、ミミズバイ、サカキ、ツバキ、アラカシを野外で確認,西原かよ子 (1995),,high,,OK,"ページ: 117-125, 蛾類通信 183号, ファイル: jhj183.pdf"
species-1819,アカトビハマキ,Pandemis cinnamomeana (Treitschke),食草追加,,オオカメノキ Viburnum furcatum を食草として初記録,富樫一次 (1995),,high,,OK,"ページ: 128, 蛾類通信 183号, ファイル: jhj183.pdf"
species-1843,タカネベニハマキ,Clepsis jinboi Kawabe,食草追加,,ベニバナイチゴ Rubus vernus を食草として初記録,富樫一次 (1995),,high,,OK,"ページ: 128, 蛾類通信 183号, ファイル: jhj183.pdf"
species-1645,ギンヨスジハマキ,Croesia leechi (Walsingham),食草追加,,アベマキ Quercus variabilis を食草として初記録,富樫一次 (1995),,high,,OK,"ページ: 128, 蛾類通信 183号, ファイル: jhj183.pdf"
species-1945,ドロヒメハマキ,Pseudosciaphila branderiana (Linnaeus),食草追加,,ドロノキ Populus maximowiczii を食草として記録,富樫一次 (1995),,high,,OK,"ページ: 128-129, 蛾類通信 183号, ファイル: jhj183.pdf"
species-6127,ブナキリガ,Orthosia paromoea (Hampson),食草追加,,ウラジロガシ Quercus salicina を食草として初記録,富樫一次 (1995),,high,,OK,"ページ: 128-129, 蛾類通信 183号, ファイル: jhj183.pdf"
species-6090,ドロキリガ,Ipimorpha subtusa (Denis et Schiffermüller),食草追加,,ドロノキ Populus maximowiczii を食草として初記録,富樫一次 (1995),,high,,OK,"ページ: 129, 蛾類通信 183号, ファイル: jhj183.pdf"
species-1997,コモンギンスジヒメハマキ,Olethreutes subtilana Falkovitsh,食草追加,,枯葉を食草として記録。日本で枯葉を食するハマキガの初記録,中村正直 (1995),,high,,OK,"ページ: 178, 蛾類通信 186号, ファイル: jhj186.pdf"
species-1930,キモンヒメハマキ,Statherotmantis pictana Kuznetzov,食草追加,,ヒナウチワカエデ Acer tenuifolium を食草として初記録,中村正直 (1995),,high,,OK,"ページ: 178, 蛾類通信 186号, ファイル: jhj186.pdf"
species-5467,ナカグロクチバ,Grammodes geometrica (Fabricius),食草追加,,コミカンソウ Phyllanthus urinaria（トウダイグサ科）を食草として初記録,大林隆司・竹内浩二 (1996),,high,,OK,"ページ: 195-196, 蛾類通信 187号, ファイル: jhj187.pdf"
species-5609,ホクトギンウワバ,Syngrapha interrogationis (Linnaeus),食草追加,,ガンコウラン、イソツツジ、ヒメシャクナゲ、ツルコケモモを食餌植物として確認,神保一義・中谷正彦・小木広行 (1996),,high,,OK,"ページ: 239-241, 蛾類通信 190号, ファイル: jhj190.pdf"
species-5807,アカヘリヤガ,Adisura atkinsoni Moore,食草追加,,ノアズキ Dunbaria villosa（マメ科）の花から幼虫を採集,村瀬ますみ (1996),,high,,OK,"ページ: 255-256, 蛾類通信 191号, ファイル: jhj191.pdf"
species-4495,ホソバスズメ,Ambulyx ochracea Butler,食草追加,,ヌルデ Rhus javanica から終齢幼虫を採集しホソバスズメの羽化を確認,中村正直 (1996),,high,,OK,"ページ: 257-259, 蛾類通信 191号, ファイル: jhj191.pdf"
species-3142,キイロフチグロノメイガ,Paratalanta taiwanensis sasakii Inoue,食草追加,,サンカヨウ Diphyleia grayi（メギ科）から幼虫を飼育,富樫一次 (1996),,high,,OK,"ページ: 260-261, 蛾類通信 191号, ファイル: jhj191.pdf"
species-5726,ハンノケンモン,Jocheaera alna (Linnaeus),食草追加,,タカネザクラ Prunus nipponica の葉を摂食中の幼虫を採集,富樫一次 (1996),,high,,OK,"ページ: 260-261, 蛾類通信 191号, ファイル: jhj191.pdf"
species-4944,クロテンキノカワガ,Nycteola daylayi Sugi,食草追加,,ミズナラ Quercus mongolica var. grosseserrata から幼虫を飼育,富樫一次 (1996),,high,,OK,"ページ: 260-261, 蛾類通信 191号, ファイル: jhj191.pdf"
species-5758,ダイセンセダカモクメ,Cucullia mandschariae Oberthür,食草追加,,ノコンギクとユウガギクから幼虫を確認。キク科野草が食草と判明,中村正直・工藤広悦 (1997),,high,,OK,"ページ: 275-279, 蛾類通信 192号, ファイル: jhj192.pdf"
species-4468,ヤママユ,Antheraea yamamai (Guérin-Méneville),食草追加,,イヌブナ Fagus japonica に産卵を確認。イヌブナの明確な記録は初,三田村敏正 (1997),,high,,OK,"ページ: 279, 蛾類通信 192号, ファイル: jhj192.pdf"
species-20645,フサクビヨトウ,Hadena honeyi Yoshimoto,食草追加,,フシグロ Silene firma（ナデシコ科）から幼虫を採集・飼育,小木広行 (1997),,high,,OK,"ページ: 289-290, 蛾類通信 193号, ファイル: jhj193.pdf"
species-20650,シロオビヨトウ,Hadena compta (Denis & Schiffermüller),食草追加,,カワラナデシコ Dianthus superbus（ナデシコ科）から幼虫を多数採集・飼育,小木広行 (1997),,high,,OK,"ページ: 289-290, 蛾類通信 193号, ファイル: jhj193.pdf"
species-3962,ヨツテンアオシャク,Comibaena diluta (Warren),食草追加,,ハマゴウ Vitex rotundifolia から若齢幼虫30頭以上を採集,村瀬ますみ (1997),,high,,OK,"ページ: 312-313, 蛾類通信 194号, ファイル: jhj194.pdf"
species-4956,ウスアオリンガ,Paracrama angulata Sugi,食草追加,,アキニレ Ulmus parvifolia（ニレ科）から幼虫を多数採集・飼育,村瀬ますみ (1997),,high,,OK,"ページ: 349-350, 蛾類通信 196号, ファイル: jhj196.pdf"
species-5547,ノコバフサヤガ,Anga japonica (Leech),食草追加,,カジカエデ Acer diabolicum から幼虫を発見し飼育に成功,中臣謙太郎 (1997),,high,,OK,"ページ: 350, 蛾類通信 196号, ファイル: jhj196.pdf"
species-4812,ツマキモンシロモドキ,Nyctemera lacticinia (Cramer),食草追加,,ウスベニニガナ Emilia sonchifolia（キク科）を食草と確認,富永智 (1998),,high,,OK,"ページ: 353-354, 蛾類通信 197号, ファイル: jhj197.pdf"
species-4624,タカオシャチホコ,Hiradonta takaonis Matsumura,食草追加,,食草はエノキ Celtis sinensis と判明,中臣謙太郎・大橋拓也 (1998),,high,,OK,"ページ: 359, 蛾類通信 197号, ファイル: jhj197.pdf"
species-4513,リュウキュウオオスカシバ,Cephonodes xanthus Rothschild & Jordan,食草追加,,主要食草はギョクシンカ Tarenna gracilipes（アカネ科）と判明,棚原功 (1998),,high,,OK,"ページ: 377-378, 蛾類通信 198号, ファイル: jhj198.pdf"
species-4527,イチモンジホウジャク,Macroglossum heliophila Boisduval,食草追加,,アカネ科ナガミボチョウジ Psychotria manillensis から採卵・飼育,富永智 (1998),,high,,OK,"ページ: 379, 蛾類通信 198号, ファイル: jhj198.pdf"
species-3528,マルバネフタオ,Phazaca prunaria (Moore),食草追加,,クチナシ Gardenia jasminoides（アカネ科）から幼虫を採集,村瀬ますみ (1998),,high,,OK,"ページ: 381-382, 蛾類通信 198号, ファイル: jhj198.pdf"
species-5706,スギタニアオケンモン,Nacna sugitanii (Nagano),食草追加,,シソ科ミカエリソウ Comanthosphace stellipila から幼虫が採集された,岡本清 (1998),,high,,OK,"ページ: 382, 蛾類通信 198号, ファイル: jhj198.pdf"
species-5810,マエホシヨトウ,Pyrhidivalva sordida (Butler),食草追加,,ミゾソバ Polygonum thunbergii（タデ科）から幼虫を採集,山本光人 (1998),,high,,OK,"ページ: 397-398, 蛾類通信 199号, ファイル: jhj199.pdf"
species-4539,シタベニセスジスズメ,Hippotion celerio (Linnaeus),食草追加,,クワズイモ Alocasia odora（サトイモ科）から幼虫。サトイモ等も食べる,棚原功 (1998),,high,,OK,"ページ: 408-409, 蛾類通信 199号, ファイル: jhj199.pdf"
species-5775,ナンカイカラスヨトウ,Amphipyra horiei Owada,食草追加,,アキグミ Elaeagnus umbellata から終齢幼虫を採集、羽化を確認,杉繁郎 (1998),,high,,OK,"ページ: 409, 蛾類通信 199号, ファイル: jhj199.pdf"
species-1510,マダライラガ,Kitanola uncula (Staudinger),食草追加,,ヤハズハンノキ Alnus matsumurae を食する幼虫が確認された,佐々木明夫 (1998),,high,,OK,"ページ: 417-423, 蛾類通信 200号, ファイル: jhj200.pdf"
species-5740,クシロツマジロケンモン,Craniophora pacifica Filipjev,食草追加,,食草がイボタ（モクセイ科）と判明,佐々木明夫 (1999),,high,,OK,"ページ: 17-18, 蛾類通信 202号, ファイル: jhj202.pdf"
species-3826,ミカンコエダシャク,Hyposidra talaca (Walker),食草追加,,サルスベリ Lagerstroemia indica（ミソハギ科）から幼虫を採集・飼育し羽化,冨永智 (1999),,high,,OK,"ページ: 20, 蛾類通信 202号, ファイル: jhj202.pdf"
species-4528,シロオビホウジャク,Macroglossum mediovitta Rothschild & Jordan,食草追加,,シラタマカズラ Psychotria serpens（アカネ科）から幼虫を初めて発見。世界初記録,棚原功・棚原恵 (1999),,high,,OK,"ページ: 21-22, 蛾類通信 202号, ファイル: jhj202.pdf"
species-5467,ナカグロクチバ,Grammodes geometrica (Fabricius),食草追加,,ナンキンハゼ・シラキ（トウダイグサ科）で採卵飼育に成功,越野誠一郎 (1999),,high,,OK,"ページ: 31-32, 蛾類通信 202号, ファイル: jhj202.pdf"
species-1541,ハスオビイラガ,Darna pallivitta (Moore),食草追加,,ハイキビとタチスズメノヒエ（イネ科）から幼虫を確認,富永智 (1999),,high,,OK,"ページ: 36, 蛾類通信 202号, ファイル: jhj202.pdf"
species-4910,トビモンコブガ,Rhynchopalpus major (Hampson),食草追加,,サルスベリの花蕾・葉を食する幼虫約100頭を発見,富永智 (1999),,high,,OK,"ページ: 41-42, 蛾類通信 203号, ファイル: jhj203.pdf"
species-5698,ミツモンケンモン,Cymatophoropsis trimaculata (Bremer),食草追加,,クロツバラ Rhamnus davurica（クロウメモドキ科）であることが判明,高橋滋 (1999),,high,,OK,"ページ: 43-46, 蛾類通信 203号, ファイル: jhj203.pdf"
species-3355,オガサワラミドリノメイガ,Parotis ogasawarensis (Shibuya),食草追加,,ヤロード Ochrosia nakaiana（キョウチクトウ科）から幼虫を初めて確認,竹内浩二・大林隆司 (1999),,high,,OK,"ページ: 48, 蛾類通信 203号, ファイル: jhj203.pdf"
,オオスカシクロバ,Illiberis psychina (Oberthür),食草追加,,ヤマブドウ Vitis coignetiae から幼虫を採集・飼育し成虫を羽化,杉繁郎・川原進 (1999),,high,,OK,"ページ: 51-52, 蛾類通信 203号, ファイル: jhj203.pdf"
species-6110,ミヤマハガタヨトウ,Blepharita bathensis (Lutzau),食草追加,,エゾリンドウ Gentiana triflora（リンドウ科）から終齢幼虫を採集,小木広行 (1999),,high,,OK,"ページ: 84, 蛾類通信 205号, ファイル: jhj205.pdf"
species-4005,ミドリヒメシャク,Antitrygodes divisaria (Walker),食草追加,,コンロンカ Mussaenda parviflora（アカネ科）から幼虫を採集・飼育,棚原功 (1999),,high,,OK,"ページ: 89, 蛾類通信 205号, ファイル: jhj205.pdf"
species-3905,オガサワラチズモンアオシャク,Agathia ichnospora Prout,食草追加,,テイカカズラ Trachelospermum asiaticum（キョウチクトウ科）から幼虫を採集,竹内浩二・大林隆司 (1999),,high,,OK,"ページ: 92, 蛾類通信 205号, ファイル: jhj205.pdf"
species-6079,ツマグロキリガ,Cosmia inconspicua (Draudt),食草追加,,食草がケヤキ Zelkova serrata（ニレ科）と判明。ハルニレとエノキでも摂食,佐々木明夫 (1999),,high,,OK,"ページ: 100, 蛾類通信 206号, ファイル: jhj206.pdf"
species-5834,ヒメツマキリヨトウ,Callopistria duplicans Walker,食草追加,,カニクサ Lygodium japonicum（フサシダ科）から幼虫を採集,村瀬ますみ (1999),,high,,OK,"ページ: 101-102, 蛾類通信 206号, ファイル: jhj206.pdf"
species-6155,マダラキボシキリガ,Dimorphicosmia variegata (Oberthür),食草追加,,シナノキ Tilia japonica の葉をつづる幼虫を採集・飼育し成虫を羽化。食草の初記録,杉繁郎 (1999),,high,,OK,"ページ: 110-111, 蛾類通信 206号, ファイル: jhj206.pdf"
species-4853,アカヒトリ,Lemyra flammeola (Moore),食草追加,,シンジュ Ailanthus altissima（ニガキ科）から幼虫を採集・飼育し成虫を羽化,宮田彬 (1999),,high,,OK,"ページ: 116-118, 蛾類通信 206号, ファイル: jhj206.pdf"
species-1667,ナカタニハマキ,Acleris maccana (Treitschke),新記録種,,日本未記録種。雌阿寒岳産,飯島一雄 (1993),,high,,,"ページ: 401-402, 蛾類通信 173号, ファイル: jhj173.pdf"
species-2315,アオイヒメハマキ,Crocidosema plebejana Zeller,食草追加,,石垣島でオクラに加害することが観察された,那須義次・安田耕司 (1993),,high,,OK,"ページ: 411, 蛾類通信 173号, ファイル: jhj173.pdf"
species-1920,レイシヒメハマキ,Statherotis discana (Felder et Rogenhofer),新記録種,,沖縄本島今帰仁で発見。レイシに発生した幼虫から材料,那須義次 (1993),,high,,,"ページ: 411, 蛾類通信 173号, ファイル: jhj173.pdf"
species-4796,ゴマダラキコケガ,Stigmatophora leacrita (Swinhoe),学名変更,,flavaとleacritaは独立種と判明。S. ussuricaはleacritaの異名,Tshistjakov & Dubatolov (1993),,high,YES,,"ページ: 416, 蛾類通信 173号, ファイル: jhj173.pdf"
species-4695,クニガミスゲドクガ,Laelia kunigamiensis Kishida,新記録種,,沖縄本島北部から新種として記載,岸田泰則 (1995),,high,,,"ページ: 151-152, 蛾類通信 185号, ファイル: jhj185.pdf"
species-20704,ポロシリモンヤガ,Protexarnis balanistis (Grote),新記録種,,日本未記録種。北海道日高山系幌尻岳北カールで採集,杉繁郎 (1995),,high,,,"ページ: 163-164, 蛾類通信 185号, ファイル: jhj185.pdf"
species-5962,シロミミチビヨトウ,Oligia leuconephra Hampson,学名変更,,"= Oligia fasciancula albiluna V. Kozhantschikov, 1929。サハリン初記録","Dubatolov, Zolotarenko & Utkin (1995)",,high,YES,,"ページ: 144, 蛾類通信 184号, ファイル: jhj184.pdf"
