audit_id,insect_id,current_japanese_name,source_japanese_name,canonical_reference,pdf_file,source_pdf_sha256,ocr_sha256,source_pdf_page,source_printed_page,source_ocr_line,plant_name,plant_family,match_method,decision,reviewed_on,review_note
kamikiri-host-index-184-191-0480,species-22654,シロスジカミキリ,シロスジカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,190,712-713,17784,ナラ類,ブナ科,exact_japanese_name,include,2026-07-11,原典画像（PDF p.190、冊子p.712-713）で「ナラ類」欄の「シロスジカミキリ」を確認。
kamikiri-host-index-184-191-0477,species-22764,ゴマダラカミキリ,ゴマダラカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,190,712-713,17784,ナラ類,ブナ科,exact_japanese_name,include,2026-07-11,原典画像（PDF p.190、冊子p.712-713）で「ナラ類」欄の「ゴマダラカミキリ」を確認。
kamikiri-host-index-184-191-0476,species-22798,コブヤハズカミキリ 基亜種,コブヤハズカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,190,712-713,17784,ナラ類,ブナ科,reviewed_source_crosswalk,include,2026-07-11,原典画像（PDF p.190、冊子p.712-713）で「ナラ類」欄の「コブヤハズカミキリ」を確認。原典名「コブヤハズカミキリ」を現行名「コブヤハズカミキリ 基亜種」へ照合。
kamikiri-host-index-184-191-0478,species-22871,ゴマフカミキリ,ゴマフカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,190,712-713,17784,ナラ類,ブナ科,exact_japanese_name,include,2026-07-11,原典画像（PDF p.190、冊子p.712-713）で「ナラ類」欄の「ゴマフカミキリ」を確認。
kamikiri-host-index-184-191-0487,8,ベーツヒラタカミキリ,ベーツヒラタカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,190,712-713,17808,ムクノキ,アサ科,exact_japanese_name,include,2026-07-11,OCRでは直前のブナ科を継承していたが、原典画像のニレ科見出しを確認。既存正規化データの現行分類に合わせ、植物科をアサ科へ統一。原典画像（PDF p.190、冊子p.712-713）で「ムクノキ」欄の「ベーツヒラタカミキリ」を確認。
kamikiri-host-index-184-191-0485,species-21988,エグリトラカミキリ,エグリトラカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,190,712-713,17808,ムクノキ,アサ科,exact_japanese_name,include,2026-07-11,OCRでは直前のブナ科を継承していたが、原典画像のニレ科見出しを確認。既存正規化データの現行分類に合わせ、植物科をアサ科へ統一。原典画像（PDF p.190、冊子p.712-713）で「ムクノキ」欄の「エグリトラカミキリ」を確認。
kamikiri-host-index-184-191-0488,species-22278,ベニバハナカミキリ,ベニバハナカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,190,712-713,17808,ムクノキ,アサ科,exact_japanese_name,include,2026-07-11,OCRでは直前のブナ科を継承していたが、原典画像のニレ科見出しを確認。既存正規化データの現行分類に合わせ、植物科をアサ科へ統一。原典画像（PDF p.190、冊子p.712-713）で「ムクノキ」欄の「ベニバハナカミキリ」を確認。
kamikiri-host-index-184-191-0486,species-22709,オオシロカミキリ,オオシロカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,190,712-713,17808,ムクノキ,アサ科,exact_japanese_name,include,2026-07-11,OCRでは直前のブナ科を継承していたが、原典画像のニレ科見出しを確認。既存正規化データの現行分類に合わせ、植物科をアサ科へ統一。原典画像（PDF p.190、冊子p.712-713）で「ムクノキ」欄の「オオシロカミキリ」を確認。
KDB-0135,species-22832,キボシカミキリ 基亜種,キボシカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,190,712-713,17808,ムクノキ,アサ科,exact_derived_base_name,include,2026-07-11,索引PDF p.190で学名が基亜種として明示され、種解説PDF p.133の基亜種見出しおよび normalized_data/insects.csv の同種群と一致。原典の旧分類「ニレ科」からサイト現行分類のアサ科へ正規化
kamikiri-host-index-184-191-0489,species-22054,オガサワライカリモントラカミキリ,オガサワライカリモントラカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,190,712-713,17812,クワノハエノキ,アサ科,exact_japanese_name,include,2026-07-11,OCR植物見出しの境界誤りを原典画像で訂正: ムクノキ→クワノハエノキ。OCRでは直前のブナ科を継承していたが、原典画像のニレ科見出しを確認。既存正規化データの現行分類に合わせ、植物科をアサ科へ統一。原典画像（PDF p.190、冊子p.712-713）で「クワノハエノキ」欄の「オガサワライカリモントラカミキリ」を確認。
kamikiri-host-index-184-191-0490,species-22486,オガサワラカミキリ,オガサワラカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,190,712-713,17812,クワノハエノキ,アサ科,exact_japanese_name,include,2026-07-11,OCR植物見出しの境界誤りを原典画像で訂正: ムクノキ→クワノハエノキ。OCRでは直前のブナ科を継承していたが、原典画像のニレ科見出しを確認。既存正規化データの現行分類に合わせ、植物科をアサ科へ統一。原典画像（PDF p.190、冊子p.712-713）で「クワノハエノキ」欄の「オガサワラカミキリ」を確認。
KDB-0136,1-1,ウスバカミキリ 基亜種,ウスバカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,190,712-713,17815,エゾエノキ,アサ科,exact_derived_base_name,include,2026-07-11,索引PDF p.190で学名が基亜種として明示され、種解説PDF p.4の基亜種見出しおよび normalized_data/insects.csv の同種群と一致。原典の旧分類「ニレ科」からサイト現行分類のアサ科へ正規化
kamikiri-host-index-184-191-0491,species-21852,アカジマトラカミキリ,アカジマトラカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,190,712-713,17815,エゾエノキ,アサ科,exact_japanese_name,include,2026-07-11,OCRでは直前のブナ科を継承していたが、原典画像のニレ科見出しを確認。既存正規化データの現行分類に合わせ、植物科をアサ科へ統一。原典画像（PDF p.190、冊子p.712-713）で「エゾエノキ」欄の「アカジマトラカミキリ」を確認。
kamikiri-host-index-184-191-0498,species-21868,シロトラカミキリ,シロトラカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,190,712-713,17815,エゾエノキ,アサ科,exact_japanese_name,include,2026-07-11,OCRでは直前のブナ科を継承していたが、原典画像のニレ科見出しを確認。既存正規化データの現行分類に合わせ、植物科をアサ科へ統一。原典画像（PDF p.190、冊子p.712-713）で「エゾエノキ」欄の「シロトラカミキリ」を確認。
kamikiri-host-index-184-191-0494,species-21973,キンケトラカミキリ,キンケトラカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,190,712-713,17815,エゾエノキ,アサ科,exact_japanese_name,include,2026-07-11,OCRでは直前のブナ科を継承していたが、原典画像のニレ科見出しを確認。既存正規化データの現行分類に合わせ、植物科をアサ科へ統一。原典画像（PDF p.190、冊子p.712-713）で「エゾエノキ」欄の「キンケトラカミキリ」を確認。
kamikiri-host-index-184-191-0497,species-21974,シラケトラカミキリ,シラケトラカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,190,712-713,17815,エゾエノキ,アサ科,exact_japanese_name,include,2026-07-11,OCRでは直前のブナ科を継承していたが、原典画像のニレ科見出しを確認。既存正規化データの現行分類に合わせ、植物科をアサ科へ統一。原典画像（PDF p.190、冊子p.712-713）で「エゾエノキ」欄の「シラケトラカミキリ」を確認。
kamikiri-host-index-184-191-0504,species-21984,ヨコヤマトラカミキリ,ヨコヤマトラカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,190,712-713,17815,エゾエノキ,アサ科,exact_japanese_name,include,2026-07-11,OCRでは直前のブナ科を継承していたが、原典画像のニレ科見出しを確認。既存正規化データの現行分類に合わせ、植物科をアサ科へ統一。原典画像（PDF p.190、冊子p.712-713）で「エゾエノキ」欄の「ヨコヤマトラカミキリ」を確認。
kamikiri-host-index-184-191-0492,species-21988,エグリトラカミキリ,エグリトラカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,190,712-713,17815,エゾエノキ,アサ科,exact_japanese_name,include,2026-07-11,OCRでは直前のブナ科を継承していたが、原典画像のニレ科見出しを確認。既存正規化データの現行分類に合わせ、植物科をアサ科へ統一。原典画像（PDF p.190、冊子p.712-713）で「エゾエノキ」欄の「エグリトラカミキリ」を確認。
KDB-0138,species-22016,カンボウトラカミキリ 基亜種,カンボウトラカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,190,712-713,17815,エゾエノキ,アサ科,exact_derived_base_name,exclude_ocr_or_boundary,2026-07-11,索引画像は Rhabdoclytus acutivittis inscriptus を明示。種解説PDF p.86および同種群では現行ID species-22018（本土亜種）に対応し、基亜種候補には帰属しない。原典の旧分類「ニレ科」からサイト現行分類のアサ科へ正規化
kamikiri-host-index-184-191-0503,species-22060,ヤノトラカミキリ,ヤノトラカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,190,712-713,17815,エゾエノキ,アサ科,exact_japanese_name,include,2026-07-11,OCRでは直前のブナ科を継承していたが、原典画像のニレ科見出しを確認。既存正規化データの現行分類に合わせ、植物科をアサ科へ統一。原典画像（PDF p.190、冊子p.712-713）で「エゾエノキ」欄の「ヤノトラカミキリ」を確認。
KDB-0137,species-22095,ホソツヤヒゲナガコバネカミキリ 基亜種,ホソツヤヒゲナガコバネカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,190,712-713,17815,エゾエノキ,アサ科,exact_derived_base_name,include,2026-07-11,索引PDF p.190で学名が基亜種として明示され、種解説PDF p.62の基亜種見出しおよび normalized_data/insects.csv の同種群と一致。原典の旧分類「ニレ科」からサイト現行分類のアサ科へ正規化
kamikiri-host-index-184-191-0500,species-22515,トゲバカミキリ,トゲバカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,190,712-713,17815,エゾエノキ,アサ科,exact_japanese_name,include,2026-07-11,OCRでは直前のブナ科を継承していたが、原典画像のニレ科見出しを確認。既存正規化データの現行分類に合わせ、植物科をアサ科へ統一。原典画像（PDF p.190、冊子p.712-713）で「エゾエノキ」欄の「トゲバカミキリ」を確認。
kamikiri-host-index-184-191-0502,species-22641,ヒトオビチビカミキリ,ヒトオビチビカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,190,712-713,17815,エゾエノキ,アサ科,reviewed_source_crosswalk,include,2026-07-11,OCRでは直前のブナ科を継承していたが、原典画像のニレ科見出しを確認。既存正規化データの現行分類に合わせ、植物科をアサ科へ統一。原典画像（PDF p.190、冊子p.712-713）で「エゾエノキ」欄の「ヒトオビチビカミキリ」を確認。監査済み名対応表との一致を確認。
kamikiri-host-index-184-191-0493,species-22709,オオシロカミキリ,オオシロカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,190,712-713,17815,エゾエノキ,アサ科,exact_japanese_name,include,2026-07-11,OCRでは直前のブナ科を継承していたが、原典画像のニレ科見出しを確認。既存正規化データの現行分類に合わせ、植物科をアサ科へ統一。原典画像（PDF p.190、冊子p.712-713）で「エゾエノキ」欄の「オオシロカミキリ」を確認。
kamikiri-host-index-184-191-0499,species-22861,チャボヒゲナガカミキリ,チャボヒゲナガカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,190,712-713,17815,エゾエノキ,アサ科,exact_japanese_name,include,2026-07-11,OCRでは直前のブナ科を継承していたが、原典画像のニレ科見出しを確認。既存正規化データの現行分類に合わせ、植物科をアサ科へ統一。原典画像（PDF p.190、冊子p.712-713）で「エゾエノキ」欄の「チャボヒゲナガカミキリ」を確認。
kamikiri-host-index-184-191-0501,species-22866,ナガゴマフカミキリ,ナガゴマフカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,190,712-713,17815,エゾエノキ,アサ科,exact_japanese_name,include,2026-07-11,OCRでは直前のブナ科を継承していたが、原典画像のニレ科見出しを確認。既存正規化データの現行分類に合わせ、植物科をアサ科へ統一。原典画像（PDF p.190、冊子p.712-713）で「エゾエノキ」欄の「ナガゴマフカミキリ」を確認。
KDB-0139,species-22890,カタシロゴマフカミキリ 基亜種,カタシロゴマフカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,190,712-713,17815,エゾエノキ,アサ科,exact_derived_base_name,include,2026-07-11,索引PDF p.190で学名が基亜種として明示され、種解説PDF p.94の基亜種見出しおよび normalized_data/insects.csv の同種群と一致。原典の旧分類「ニレ科」からサイト現行分類のアサ科へ正規化
kamikiri-host-index-184-191-0495,species-22910,クモガタケシカミキリ,クモガタケシカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,190,712-713,17815,エゾエノキ,アサ科,exact_japanese_name,include,2026-07-11,OCRでは直前のブナ科を継承していたが、原典画像のニレ科見出しを確認。既存正規化データの現行分類に合わせ、植物科をアサ科へ統一。原典画像（PDF p.190、冊子p.712-713）で「エゾエノキ」欄の「クモガタケシカミキリ」を確認。
kamikiri-host-index-184-191-0496,species-22913,シラオビゴマフケシカミキリ,シラオビゴマフケシカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,190,712-713,17815,エゾエノキ,アサ科,exact_japanese_name,include,2026-07-11,OCRでは直前のブナ科を継承していたが、原典画像のニレ科見出しを確認。既存正規化データの現行分類に合わせ、植物科をアサ科へ統一。原典画像（PDF p.190、冊子p.712-713）で「エゾエノキ」欄の「シラオビゴマフケシカミキリ」を確認。
KDB-0140,species-22934,ニイジマチビカミキリ 基亜種,ニイジマチビカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,190,712-713,17815,エゾエノキ,アサ科,exact_derived_base_name,include,2026-07-11,索引PDF p.190で学名が基亜種として明示され、種解説PDF p.111の基亜種見出しおよび normalized_data/insects.csv の同種群と一致。原典の旧分類「ニレ科」からサイト現行分類のアサ科へ正規化
KDB-0141,species-22947,ナカジロサビカミキリ 基亜種,ナカジロサビカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,190,712-713,17815,エゾエノキ,アサ科,exact_derived_base_name,include,2026-07-11,索引PDF p.190で学名が基亜種として明示され、種解説PDF p.114の基亜種見出しおよび normalized_data/insects.csv の同種群と一致。原典の旧分類「ニレ科」からサイト現行分類のアサ科へ正規化
kamikiri-host-index-184-191-0505,species-21852,アカジマトラカミキリ,アカジマトラカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,191,714-715,17839,エノキ,アサ科,exact_japanese_name,include,2026-07-11,OCRでは直前のブナ科を継承していたが、原典画像のニレ科見出しを確認。既存正規化データの現行分類に合わせ、植物科をアサ科へ統一。原典画像（PDF p.191、冊子p.714-715）で「エノキ」欄の「アカジマトラカミキリ」を確認。
kamikiri-host-index-184-191-0507,species-21973,キンケトラカミキリ,キンケトラカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,191,714-715,17839,エノキ,アサ科,exact_japanese_name,include,2026-07-11,OCRでは直前のブナ科を継承していたが、原典画像のニレ科見出しを確認。既存正規化データの現行分類に合わせ、植物科をアサ科へ統一。原典画像（PDF p.191、冊子p.714-715）で「エノキ」欄の「キンケトラカミキリ」を確認。
kamikiri-host-index-184-191-0512,species-21975,シロオビトラカミキリ,シロオビトラカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,191,714-715,17839,エノキ,アサ科,exact_japanese_name,include,2026-07-11,OCRでは直前のブナ科を継承していたが、原典画像のニレ科見出しを確認。既存正規化データの現行分類に合わせ、植物科をアサ科へ統一。原典画像（PDF p.191、冊子p.714-715）で「エノキ」欄の「シロオビトラカミキリ」を確認。
kamikiri-host-index-184-191-0516,species-21984,ヨコヤマトラカミキリ,ヨコヤマトラカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,191,714-715,17839,エノキ,アサ科,exact_japanese_name,include,2026-07-11,OCRでは直前のブナ科を継承していたが、原典画像のニレ科見出しを確認。既存正規化データの現行分類に合わせ、植物科をアサ科へ統一。原典画像（PDF p.191、冊子p.714-715）で「エノキ」欄の「ヨコヤマトラカミキリ」を確認。
KDB-0142,species-21998,ヨツスジトラカミキリ 基亜種,ヨツスジトラカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,191,714-715,17839,エノキ,アサ科,exact_derived_base_name,needs_review,2026-07-11,索引と種解説PDF p.83はいずれも Chlorophorus quinquefasciatus の種レベル記述。現行insects.csvでは同種群が複数亜種に分かれるが、索引の寄主記録に産地がなく基亜種へ一意に帰属できない。原典の旧分類「ニレ科」からサイト現行分類のアサ科へ正規化
KDB-0143,species-22022,ヒメクロトラカミキリ 基亜種,ヒメクロトラカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,191,714-715,17839,エノキ,アサ科,exact_derived_base_name,include,2026-07-11,索引PDF p.191で学名が基亜種として明示され、種解説PDF p.85の基亜種見出しおよび normalized_data/insects.csv の同種群と一致。原典の旧分類「ニレ科」からサイト現行分類のアサ科へ正規化
kamikiri-host-index-184-191-0510,species-22463,サビカミキリ,サビカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,191,714-715,17839,エノキ,アサ科,exact_japanese_name,include,2026-07-11,OCRでは直前のブナ科を継承していたが、原典画像のニレ科見出しを確認。既存正規化データの現行分類に合わせ、植物科をアサ科へ統一。原典画像（PDF p.191、冊子p.714-715）で「エノキ」欄の「サビカミキリ」を確認。
kamikiri-host-index-184-191-0514,species-22589,ヒメアヤモンチビカミキリ,ヒメアヤモンチビカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,191,714-715,17839,エノキ,アサ科,exact_japanese_name,include,2026-07-11,OCRでは直前のブナ科を継承していたが、原典画像のニレ科見出しを確認。既存正規化データの現行分類に合わせ、植物科をアサ科へ統一。原典画像（PDF p.191、冊子p.714-715）で「エノキ」欄の「ヒメアヤモンチビカミキリ」を確認。
kamikiri-host-index-184-191-0513,species-22665,ハイイロツツクビカミキリ,ハイイロツツクビカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,191,714-715,17839,エノキ,アサ科,reviewed_source_crosswalk,include,2026-07-11,OCRでは直前のブナ科を継承していたが、原典画像のニレ科見出しを確認。既存正規化データの現行分類に合わせ、植物科をアサ科へ統一。原典画像（PDF p.191、冊子p.714-715）で「エノキ」欄の「ハイイロツツクビカミキリ」を確認。監査済み名対応表との一致を確認。
kamikiri-host-index-184-191-0511,species-22862,シロオビゴマフカミキリ,シロオビゴマフカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,191,714-715,17839,エノキ,アサ科,exact_japanese_name,include,2026-07-11,OCRでは直前のブナ科を継承していたが、原典画像のニレ科見出しを確認。既存正規化データの現行分類に合わせ、植物科をアサ科へ統一。原典画像（PDF p.191、冊子p.714-715）で「エノキ」欄の「シロオビゴマフカミキリ」を確認。
kamikiri-host-index-184-191-0508,species-22910,クモガタケシカミキリ,クモガタケシカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,191,714-715,17839,エノキ,アサ科,exact_japanese_name,include,2026-07-11,OCRでは直前のブナ科を継承していたが、原典画像のニレ科見出しを確認。既存正規化データの現行分類に合わせ、植物科をアサ科へ統一。原典画像（PDF p.191、冊子p.714-715）で「エノキ」欄の「クモガタケシカミキリ」を確認。
kamikiri-host-index-184-191-0506,species-22927,キッコウモンケシカミキリ,キッコウモンケシカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,191,714-715,17839,エノキ,アサ科,exact_japanese_name,include,2026-07-11,OCRでは直前のブナ科を継承していたが、原典画像のニレ科見出しを確認。既存正規化データの現行分類に合わせ、植物科をアサ科へ統一。原典画像（PDF p.191、冊子p.714-715）で「エノキ」欄の「キッコウモンケシカミキリ」を確認。
kamikiri-host-index-184-191-0509,species-22941,クワサビカミキリ,クワサビカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,191,714-715,17839,エノキ,アサ科,exact_japanese_name,include,2026-07-11,OCRでは直前のブナ科を継承していたが、原典画像のニレ科見出しを確認。既存正規化データの現行分類に合わせ、植物科をアサ科へ統一。原典画像（PDF p.191、冊子p.714-715）で「エノキ」欄の「クワサビカミキリ」を確認。
