"account_audit_id","source","pdf_file","source_pdf_sha256","pdf_page","printed_page","ocr_line_start","ocr_line_end","heading_raw","heading_japanese","heading_scientific_raw","host_field_status","host_candidates","emergence_candidates","ecology_candidate_count","boundary_flags","possible_ids","coverage_class","review_state","decision","target_insect_ids","related_action_ids","reviewed_on","review_note"
"KUA-ACCOUNT-095","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","77","486-487","6921","6931","ムネモンアカネトラカミキリ Kyotrechus atronotatues genereSus MATSLSIITA,1933","ムネモンアカネトラカミキリ","Kyotrechus atronotatues genereSus","","","4〜10月","1","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-096","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","77","486-487","6969","6973","ハチジョウムネマダラトラカミキリ Xyotrechas greyi hachitineusis TAKAKUWA， 1984","ハチジョウムネマダラトラカミキリ","Xyotrechas greyi hachitineusis","candidate_present","ハチジョウイボタ","7月","1","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-097","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","77","486-487","6974","6979","ヤエヤマムネマダラトラカミキリ Xwotrechws grayii yaeyamanus TAKAKUWA, 1984","ヤエヤマムネマダラトラカミキリ","Xwotrechws grayii yaeyamanus","candidate_present","シマトネリコ;リュウキュウクロキ;クサギ","3〜6月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-098","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","78","488-489","7010","7017","トカラズマルトラカミキリ Motreclus lauts fujitai TAKAKIIWA， 1984","トカラズマルトラカミキリ","Motreclus lauts fujitai","source_states_unknown","未知","4〜5月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-099","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","78","488-489","7067","7086","イシガキチュウジョウトラカミキリ Xplutreclus chaiui ishigakianas （OHRAYASHIl,1964）","イシガキチュウジョウトラカミキリ","Xplutreclus chaiui ishigakianas","","","","0","","","no_actionable_host_or_ecology","inventory_screened_only","no_publishable_host_or_ecology_candidate","","","2026-07-11","今回の抽出候補には公開可能な寄主・生態情報がなく、追加対象外。"
"KUA-ACCOUNT-100","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","79","490-491","7105","7110","アマミチビトラカミキリ Perissus hiksiuemsis yamadai HAVASHI, 1962","アマミチビトラカミキリ","Perissus hiksiuemsis yamadai","","","","0","","","no_actionable_host_or_ecology","inventory_screened_only","no_publishable_host_or_ecology_candidate","","","2026-07-11","今回の抽出候補には公開可能な寄主・生態情報がなく、追加対象外。"
"KUA-ACCOUNT-101","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","79","490-491","7111","7115","イズチビトラカミキリ Perisses kisivensis lisumatsui （IIBAYASIIL， 1958","イズチビトラカミキリ","Perisses kisivensis lisumatsui","","","","0","","","no_actionable_host_or_ecology","inventory_screened_only","no_publishable_host_or_ecology_candidate","","","2026-07-11","今回の抽出候補には公開可能な寄主・生態情報がなく、追加対象外。"
"KUA-ACCOUNT-102","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","80","492-493","7182","7193","ヤクシマキスジトラカミキリ Cyrtoclytes ceproides kamakarii YOKOYAMA, 1971","ヤクシマキスジトラカミキリ","Cyrtoclytes ceproides kamakarii","candidate_present","・※","7月","1","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-103","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","82","496-497","7382","7387","クロトラカミキリ Chiorophorus diadema （MonscHISKY, 1853）","クロトラカミキリ","Chiorophorus diadema","","","","0","","","boundary_or_taxonomy_hold","original_pdf_visually_verified","hold_taxonomic_scope_conflict","","","2026-07-11","原PDF自体が亜種境界は不明瞭と述べ、現行分類との対応も確定できないため保留。"
"KUA-ACCOUNT-104","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","82","496-497","7388","7417","クロトラカミキリ Choropherus diadena intirsas MAISLSHITA,1934","クロトラカミキリ","Choropherus diadena intirsas","candidate_present","各種の広薬;針葉街","7〜8月","1","","","boundary_or_taxonomy_hold","original_pdf_visually_verified","hold_taxonomic_scope_conflict","","","2026-07-11","原PDF自体が亜種境界は不明瞭と述べ、現行分類との対応も確定できないため保留。"
"KUA-ACCOUNT-105","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","82","496-497","7437","7444","センカククロトラカミキリ Chlorophores yakitai NIISATO,2005","センカククロトラカミキリ","Chlorophores yakitai","source_states_unknown","未知","木知","1","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-106","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","83","498-499","7461","7470","ムコジマトラカミキリ Chrophorus kusamai M. Saro， 1999","ムコジマトラカミキリ","Chrophorus kusamai","source_states_unknown","未知","6月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-107","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","83","498-499","7484","7488","キタイオウトラカミキリ Chloropherus minamiiwe kitaiwe NISATO Et KAKUU#， 2002","キタイオウトラカミキリ","Chloropherus minamiiwe kitaiwe","","","","0","","","no_actionable_host_or_ecology","inventory_screened_only","no_publishable_host_or_ecology_candidate","","","2026-07-11","今回の抽出候補には公開可能な寄主・生態情報がなく、追加対象外。"
"KUA-ACCOUNT-108","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","84","500-501","7554","7568","ムコジマキイロトラカミキリ Chloroperas maskei NISATO et KARIKE,2006","ムコジマキイロトラカミキリ","Chloroperas maskei","candidate_present","アカテツ","6月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-109","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","85","502-503","7695","7712","トカラケズネチビトラカミキリ Amamichytus nobuei akasekiang NIISAI0, 2005","トカラケズネチビトラカミキリ","Amamichytus nobuei akasekiang","","","","0","","","no_actionable_host_or_ecology","inventory_screened_only","no_publishable_host_or_ecology_candidate","","","2026-07-11","今回の抽出候補には公開可能な寄主・生態情報がなく、追加対象外。"
"KUA-ACCOUNT-110","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","85","502-503","7713","7725","ホントラカミキリ Rhaphuma rerisca （BATES, 1884）","ホントラカミキリ","Rhaphuma rerisca","candidate_present","各種の広菜欄;針葉樹","6〜8月","1","","","included_action","original_pdf_visually_verified","include_safe_actions","species-22025","KUA-055;KUA-056;KUA-057;KUA-058","2026-07-11","原PDF見出しはホソトラカミキリ。各種広葉樹・針葉樹、6〜8月、訪花・伐採木への来集を確認。"
"KUA-ACCOUNT-111","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","86","504-505","7749","7758","リュウキュウヒメクロトラカミキリ Rhapaume diminute mitens HAYASHI， 1962","リュウキュウヒメクロトラカミキリ","Rhapaume diminute mitens","candidate_present","スダジイ;タブノキ","3〜4月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-112","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","86","504-505","7759","7780","アマミカギモンミドリホントラカミキリ Rhapkuma amamiensis HAYASEIL, 1983","アマミカギモンミドリホントラカミキリ","Rhapkuma amamiensis","source_states_unknown","未知","6〜7月","1","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-113","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","86","504-505","7781","7790","カンボウトラカミキリ Rhabdochvaus acutivittis （KRAATZ）","カンボウトラカミキリ","Rhabdochvaus acutivittis","","","5〜871","2","","species-22016;species-22018","not_visually_verified","inventory_screened_only","hold_taxon_ambiguous","","","2026-07-11","複数の現行ID候補があり、学名・亜種範囲を原PDFと現行目録で再確認するまで反映しない。"
"KUA-ACCOUNT-114","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","86","504-505","7791","7799","タイリクカンボウトラカミキリ Rabdoclytus acutivittis acutivitis （KRAAIZ,1879）","タイリクカンボウトラカミキリ","Rabdoclytus acutivittis acutivitis","","","","0","","","no_actionable_host_or_ecology","inventory_screened_only","no_publishable_host_or_ecology_candidate","","","2026-07-11","今回の抽出候補には公開可能な寄主・生態情報がなく、追加対象外。"
"KUA-ACCOUNT-115","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","86","504-505","7800","7817","カンボウトラカミキリ Rhabdocbytus acativitis inseriptus （BATES, I884）","カンボウトラカミキリ","Rhabdocbytus acativitis inseriptus","","","","0","","species-22016;species-22018","not_visually_verified","inventory_screened_only","hold_taxon_ambiguous","","","2026-07-11","複数の現行ID候補があり、学名・亜種範囲を原PDFと現行目録で再確認するまで反映しない。"
"KUA-ACCOUNT-116","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","88","508-509","7987","7993","クマゲアラカワシロヘリトラカミキリ Anagbptus （Anaglyptus） arakawae kumagensis Ft:JITA, 1980","クマゲアラカワシロヘリトラカミキリ","Anagbptus （Anaglyptus） arakawae kumagensis","candidate_present","アカガシ","4〜5月","1","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-117","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","88","508-509","7994","8000","アマミアラカワシロヘリトラカミキリ Anagbptus （Anaglyptus） arakawae amamiensis Fi:JITA, 1980","アマミアラカワシロヘリトラカミキリ","Anagbptus （Anaglyptus） arakawae amamiensis","candidate_present","スダジイ;カシ類;アデク","6〜7月","1","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-118","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","89","510-511","8094","8109","カスガエゾトラカミキリ Orignenoplus rostiinatai IKEDA,1987","カスガエゾトラカミキリ","Orignenoplus rostiinatai","","","","0","","","no_actionable_host_or_ecology","inventory_screened_only","no_publishable_host_or_ecology_candidate","","","2026-07-11","今回の抽出候補には公開可能な寄主・生態情報がなく、追加対象外。"
"KUA-ACCOUNT-119","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","90","512-513","8135","8155","エルン地方の中牛代ジュラ紀後期の地層から産出した所属不明とされる化石 Cerambreinus dubissは，","エルン地方の中牛代ジュラ紀後期の地層から産出した所属不明とされる化石","Cerambreinus dubiss","","","","0","","","no_actionable_host_or_ecology","inventory_screened_only","no_publishable_host_or_ecology_candidate","","","2026-07-11","今回の抽出候補には公開可能な寄主・生態情報がなく、追加対象外。"
"KUA-ACCOUNT-120","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","91","514-515","8183","8195","ヨツボシシロオビゴマワカミキリ MesOst （Mesos） mediefasciat BREUNING， 1942","ヨツボシシロオビゴマワカミキリ","MesOst （Mesos） mediefasciat","candidate_present","モミ;ツガ;アカマツ;クロマツ","4〜7月および秋期","1","","","included_action","original_pdf_visually_verified","include_safe_actions","species-22879","kamikiri-h2-009","2026-07-11","4寄主と出現期は既存。既存crosswalkの生態を客観的な枯枝採集・2月の材中成虫記録だけへ修正し、発育速度の推測は除外。"
"KUA-ACCOUNT-121","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","91","514-515","8233","8239","オキノエラブコウノゴマフカミキリ MeSsa （MesOsa） konoi okitoerabuersis OIBAYASEII,1959","オキノエラブコウノゴマフカミキリ","MeSsa （MesOsa） konoi okitoerabuersis","candidate_present","リュウキュウマツ;クロキ;ソウザンハイノキ;ヒメユズリハ;ノブドウイブドウ料）","5〜10月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-122","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","91","514-515","8251","8265","クメジマコウノゴマフカミキリ Mesosa （Mesosd） kanaikumeimand KUSAMA et'TAKAKIWA,1984","クメジマコウノゴマフカミキリ","Mesosa （Mesosd） kanaikumeimand","candidate_present","","5〜8月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-123","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","92","516-517","8284","8287","ヨナグニゴマフカミキリ Mesosa （Mesosa） yonaguni HAYASHI","ヨナグニゴマフカミキリ","Mesosa （Mesosa） yonaguni","","","","0","","","no_actionable_host_or_ecology","inventory_screened_only","no_publishable_host_or_ecology_candidate","","","2026-07-11","今回の抽出候補には公開可能な寄主・生態情報がなく、追加対象外。"
"KUA-ACCOUNT-124","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","92","516-517","8288","8320","ヨナグニゴマワカミキリ Mesast （Mesosa） yamaguni yomaguni HAYASHI, 1962","ヨナグニゴマワカミキリ","Mesast （Mesosa） yamaguni yomaguni","candidate_present","ヤマグ第3章種の解説 517 ワ;タブノキ;ホルトノキ;ヤシ類;ソウシジュ;クロヨナ;アカメガシワ;各種広業樹;リュウキュウマツ","2〜10月;3〜10月","1","multiple_emergence_fields;multiple_host_fields;unparsed_species_like_heading_inside_block;page_header_inside_host_field;suspicious_plant_candidate","","not_visually_verified","inventory_screened_only","hold_boundary_ambiguous","","","2026-07-11","抽出境界フラグがあるため、原PDFで前後見出しを再確認するまで反映しない。"
"KUA-ACCOUNT-125","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","92","516-517","8321","8326","ハテルマゴマフカミキリ MesOsa （Mesasa） yamaguni kashimaii KUSAMACt TAKAKUWA, 1984","ハテルマゴマフカミキリ","MesOsa （Mesasa） yamaguni kashimaii","candidate_present","ヤマグワ","","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-126","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","92","516-517","8327","8334","ミヤコゴマフカミキリ MesesG （Mesosa） yondguni similaris KUSAMAet TAKAKUIWA,1984","ミヤコゴマフカミキリ","MesesG （Mesosa） yondguni similaris","candidate_present","リュウキュウマッ;アコウ;ガジュマル;ヤマグワ","3〜10月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-127","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","93","518-519","8381","8390","タネクロモンゴマワカミキリ Mesosa （Saimia） atromottin yamawakii HAYASHI, 1976","タネクロモンゴマワカミキリ","Mesosa （Saimia） atromottin yamawakii","","","","0","","","no_actionable_host_or_ecology","inventory_screened_only","no_publishable_host_or_ecology_candidate","","","2026-07-11","今回の抽出候補には公開可能な寄主・生態情報がなく、追加対象外。"
"KUA-ACCOUNT-128","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","94","520-521","8486","8496","メシマカタシロゴマフカミキリ Mesesa （Perimesosa） hirsuta brevihirsute MAKIHARA, 198（","メシマカタシロゴマフカミキリ","Mesesa （Perimesosa） hirsuta brevihirsute","candidate_present","アカガシ","5〜8月","1","multiple_host_fields;unparsed_species_like_heading_inside_block","","not_visually_verified","inventory_screened_only","hold_boundary_ambiguous","","","2026-07-11","抽出境界フラグがあるため、原PDFで前後見出しを再確認するまで反映しない。"
"KUA-ACCOUNT-129","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","96","524-525","8648","8652","ウスアヤカミキリ Humetopid iaponica （IHOMSON）","ウスアヤカミキリ","Humetopid iaponica","","","","0","","species-22717;species-22719","not_visually_verified","inventory_screened_only","hold_taxon_ambiguous","","","2026-07-11","複数の現行ID候補があり、学名・亜種範囲を原PDFと現行目録で再確認するまで反映しない。"
"KUA-ACCOUNT-130","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","96","524-525","8653","8666","ウスアヤカミキリ Bumetopia japonice japanica （THOMSON， 1868）","ウスアヤカミキリ","Bumetopia japonice japanica","candidate_present","メダケ;ヤダケ;ホウライチク;リュウキュウチク．1分布】本州;四国;北州;対馬;生月烏;か島列島;男女群島;飯島列島;大陽諸島（竹島;黒島）;種子島;屋久島;「永良部島;野喇列島（口之島;中之島;諏訪之瀬島;悪石島;宝島）;奄美諸島;済州島・ 第3常種の解説 525","3〜10H","0","page_header_inside_host_field;suspicious_plant_candidate","species-22717;species-22719","not_visually_verified","inventory_screened_only","hold_boundary_ambiguous","","","2026-07-11","抽出境界フラグがあるため、原PDFで前後見出しを再確認するまで反映しない。"
"KUA-ACCOUNT-131","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","96","524-525","8680","8684","オオシマウスアヤカミキリ Bumnetopia oshinana BREUNING","オオシマウスアヤカミキリ","Bumnetopia oshinana","","","","0","","","no_actionable_host_or_ecology","inventory_screened_only","no_publishable_host_or_ecology_candidate","","","2026-07-11","今回の抽出候補には公開可能な寄主・生態情報がなく、追加対象外。"
"KUA-ACCOUNT-132","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","96","524-525","8685","8695","オオシマウスアヤカミキリ Bumetopia oshimana oshinana BREUNING,1939","オオシマウスアヤカミキリ","Bumetopia oshimana oshinana","candidate_present","リュウキュウチク;ハチジョウススキ","3〜10月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-133","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","96","524-525","8696","8704","ハチジョウウスアヤカミキリ Bumetopid oshimand heiana HAYASHI, 1963","ハチジョウウスアヤカミキリ","Bumetopid oshimand heiana","candidate_present","メダケ;ネザサ類;ハチジョウススキ","3〜8月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-134","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","96","524-525","8705","8708","サキシマウスアヤカミキリ Bametopia sakishimana HAYASHI","サキシマウスアヤカミキリ","Bametopia sakishimana","","","","0","","","no_actionable_host_or_ecology","inventory_screened_only","no_publishable_host_or_ecology_candidate","","","2026-07-11","今回の抽出候補には公開可能な寄主・生態情報がなく、追加対象外。"
"KUA-ACCOUNT-135","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","96","524-525","8709","8723","サキシマウスアヤカミキリ Bumetopia sakishimand sakishinana HAYASHL, 1966","サキシマウスアヤカミキリ","Bumetopia sakishimand sakishinana","candidate_present","リュウキュウチク;ハチジョウススキ","3〜12月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-136","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","97","526-527","8724","8736","イシガキウスアヤカミキリ Bumetopie sakishimana ishigaki HAYASHI， 1966","イシガキウスアヤカミキリ","Bumetopie sakishimana ishigaki","candidate_present","リュウキュウチク;ハチジョウススキ","3〜12月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-137","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","98","528-529","8856","8863","オキナワキンケチャイロカミキリ Asaperde bicostata okinawand KoMIYA, 1984","オキナワキンケチャイロカミキリ","Asaperde bicostata okinawand","candidate_present","リシウキュウテイカカズラ・","4〜5月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-138","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","99","530-531","8941","8949","クマゲカノコサビカミキリ Apumecyna maevid yokoyamai HAYASHI,1974","クマゲカノコサビカミキリ","Apumecyna maevid yokoyamai","candidate_present","カラスウリ（ウリ科;カラスウリ属）","4〜8月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-139","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","99","530-531","8950","8960","トカラカノコサビカミキリ Apomecyna naevid tsusui HAYASHI， 1956","トカラカノコサビカミキリ","Apomecyna naevid tsusui","","","4〜7月・","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-140","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","99","530-531","8961","8968","オキノエラブカノコサビカミキリ Apomecyna naerie iriei HIAYASHI,1984","オキノエラブカノコサビカミキリ","Apomecyna naerie iriei","source_states_unknown","未知","3〜8月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-141","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","99","530-531","8969","8977","オキナワカノコサビカミキリ Apomeey naevic deguchli KUSANA et TAKAKUWA， 1984","オキナワカノコサビカミキリ","Apomeey naevic deguchli","candidate_present","オキナリスズメウリ（ウリ科;オキナワスズメウリ属）","2〜8月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
