audit_id,audit_batch,volume,source_pdf_file,source_pdf_sha256,reviewed_on,plant_name,scientific_name,family,family_latin,genus_jp,genus_scientific,habit,height,flower_period,distribution,habitat,similar_taxa,distinguishing_features,printed_page,source,pdf_page,extraction_method,decision,remove_source_plant_name,review_note
wildplants-v2-parser-miss-0169,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,ハンカイソウ,Ligularia japonica,キク科,ASTERACEAE,メタカラコウ属,Ligularia,多年草,60～100 cm,,暖温帯域～温帯域に生育し、本州（静岡県以西）～九州、朝鮮半島・台湾・中国・ミヤンマー・インドに分布する,山地の湿った草原や林間の草地に生える高さ60～100 cmの多年草,,,538,日本の野生植物 第2巻,270,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0170,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,メタカラコウ,Ligularia stenocephala,キク科,ASTERACEAE,メタカラコウ属,Ligularia,多年草,50～100 cm,,温帯域に生育し、本州～九州、台湾・中国に分布,山地～亜高山の湿った草地に生える高さ50～100 cmの多年草,,,538,日本の野生植物 第2巻,270,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0171,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,ヤマタイミンガサ,Parasenecio yatabei,キク科,ASTERACEAE,コウモリソウ属,Parasenecio,多年草,60～90 cm,,本州（岩手県～岐阜県・愛知県・紀伊山地・中国地方、隠岐島を含む）・四国（徳島県・高知県）に分布し、温帯域に生育する,夏緑林の林床に生える高さ60～90 cmの多年草,,,541,日本の野生植物 第2巻,271,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0172,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,イヌドウナ,Parasenecio aidzuensis,キク科,ASTERACEAE,コウモリソウ属,Parasenecio,多年草,2 m,,本州（東北地方・関東地方北部）に分布する,夏緑林の林内や林縁,,,543,日本の野生植物 第2巻,272,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0173,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,ツクシコウモリ,Parasenecio nipponicus,キク科,ASTERACEAE,コウモリソウ属,Parasenecio,多年草,20～50 cm,,温帯域に生育し、九州に分布する,夏緑林の林内に生える高さ20～50 cmの多年草,,,542,日本の野生植物 第2巻,272,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0174,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,エゾオグルマ,Senecio pseudoarnica,キク科,ASTERACEAE,ノボロギク属,Senecio,多年草,,,温帯域～寒帯域に生育し、南千島・北海道・本州（青森県）、朝鮮半島・中国（東北部）・シベリア東部・サハリン・千島列島・カムチャツカ半島・アリューシャン列島・北アメリカ東部に分布,砂浜海岸に生える高さ30～50 cmの多肉な多年草,,,544,日本の野生植物 第2巻,273,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0175,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,コヤブレガサ,Syneilesis aconitifolia,キク科,ASTERACEAE,ヤブレガサ属,Syneilesis,多年草,100 cm,,兵庫県のほか、朝鮮半島・中国（北西部と南西部を除く）・ロシア極東地方に分布する,ススキ草原に生える高さ100 cmほどの多年草,,,545,日本の野生植物 第2巻,273,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,コヤプレガサ,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。 OCR候補名「コヤプレガサ」を「コヤブレガサ」へ訂正。
wildplants-v2-parser-miss-0176,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,タイキンギク,Senecio scandens,キク科,ASTERACEAE,ノボロギク属,Senecio,多年草,,,暖温帯域～亜熱帯域に生育し、本州（三重県・和歌山県）・四国（徳島県・高知県）、台湾・中国・フィリピン・インドシナ～ヒマラヤ地域・スリランカに分布する,国内では暖地の海岸の崖に生える長さ2～5 mになるつる状の多年草,,,544,日本の野生植物 第2巻,273,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0177,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,コヨメナ,Aster indicus,キク科,ASTERACEAE,シオン属,Aster,多年草,30～50 cm,,四国・九州南部・琉球・小笠原諸島、朝鮮半島南部・済州島（韓国）・台湾・中国（中南部）・インドシナ・インドに分布,湿地や畦道などに生える多年草,,,549,日本の野生植物 第2巻,275,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0178,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,ヤマジノギク,Aster hispidus,キク科,ASTERACEAE,シオン属,Aster,越年草,30～100 cm,9～11月,本州（東海地方以西、伊豆爪木崎が東限）・四国・九州、朝鮮半島・台湾・中国・ウスリー・アムールに分布する,日当たりのよい乾草原,,,548,日本の野生植物 第2巻,275,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0179,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,イナカギク,Aster semiamplexicaulis,キク科,ASTERACEAE,シオン属,Aster,多年草,30～100 cm,,本州（茨城県および東海地方以西）・四国・九州に分布する,山林の林縁や道路脇の斜面,,,550,日本の野生植物 第2巻,276,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0180,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,セイタカアワダチソウ,Solidago altissima,キク科,ASTERACEAE,アキノキリンソウ属,Solidago,,1～2 m,,北海道から琉球まで広く分布,,,,555,日本の野生植物 第2巻,278,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0181,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,ホウキギク,Symphyotrichum subulatum,キク科,ASTERACEAE,ホウキギク属,Symphyotrichum,一年草,,,1種が北半球旧世界域に広く分布する,海岸の塩性地に生育する越年草,,,556,日本の野生植物 第2巻,279,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0182,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,アライトヨモギ,Artemisia borealis,キク科,ASTERACEAE,ヨモギ属,Artemisia,多年草,,,,,,,558,日本の野生植物 第2巻,280,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0183,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,オオヨモギ,Artemisia montana var. montana,キク科,ASTERACEAE,ヨモギ属,Artemisia,多年草,1.5～2 m,8～9月,南千島・北海道・本州（近畿地方以北）、千島列島・サハリン・ウスリー,山地や北地,,,561,日本の野生植物 第2巻,281,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0184,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,カワラニンジン,Artemisia carvifolia,キク科,ASTERACEAE,ヨモギ属,Artemisia,,40～150 cm,,暖帯に生育し、本州～九州、朝鮮半島・中国・ヒマラヤ・ベトナム北部などに分布,暖帯に生育,,,560,日本の野生植物 第2巻,281,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0185,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,ヒロハウラジロヨモギ,Artemisia koidzumii var. koidzumii,キク科,ASTERACEAE,ヨモギ属,Artemisia,多年草,35～100 cm,,温帯～寒帯に生育し、南千島・北海道、千島列島（ウルップ島）サハリン・ウスリーに分布する,温帯～寒帯に生育,,,561,日本の野生植物 第2巻,281,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0186,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,ヒロハヤマヨモギ,Artemisia stolonifera,キク科,ASTERACEAE,ヨモギ属,Artemisia,多年草,50～100 cm,,温帯に生育し、本州（中国地方）・九州、朝鮮半島・中国・極東ロシアに分布する,山中の乾草原に生える多年草,,,561,日本の野生植物 第2巻,281,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0187,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,フクド,Artemisia fukudo,キク科,ASTERACEAE,ヨモギ属,Artemisia,多年草,,,暖帯に生育し、本州（近畿地方以）～九州、朝鮮半島・中国（浙江省）、台湾に分布する,河口付近の潮間帯の砂泥地に生える1回素殖型の多年草,,,560,日本の野生植物 第2巻,281,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0188,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,ヨモギ,Artemisia indica var. maximowiczii,キク科,ASTERACEAE,ヨモギ属,Artemisia,多年草,60～120 cm,,温帯～暖帯に生育し、本州～九州・小笠原諸島、朝鮮半島に分布する,温帯～暖帯に生育,,,561,日本の野生植物 第2巻,281,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0189,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,オオイワインチン,Chrysanthemum pallasianum,キク科,ASTERACEAE,キク属,Chrysanthemum,多年草,20～60 cm,,,高山に生える多年草,,,564,日本の野生植物 第2巻,283,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0190,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,コシカギク,Matricaria matricarioides,キク科,ASTERACEAE,コシカギク属,Matricaria,一年草,10～30 cm,,北半球の寒地に広く分布し、南千島・北海道～九州、千島列島・カムチャツカ半島に帰化する,,,,566,日本の野生植物 第2巻,284,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0191,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,コマウスユキソウ,Leontopodium shinanense,キク科,ASTERACEAE,ウスユキソウ属,Leontopodium,多年草,4～7 cm,7～8月,長野県中央アルプス,高山の岩がちの草地,,,572,日本の野生植物 第2巻,287,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0192,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,オオキバナムカシヨモギ,Blumea conspicua,キク科,ASTERACEAE,ツルハグマ属,Blumea,大型の多年草,1～2 m,2～4月,九州南部（種子島・屋久島）・琉球、台湾（蘭嶼）,疎林内,,,574,日本の野生植物 第2巻,288,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0193,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,ネコノシタ,Melanthera prostrata,キク科,ASTERACEAE,キダチハマグルマ属,Melanthera,多年草,,,暖帯～熱帯に生育し、本州（関東および北陸地方以西）～琉球・小笠原諸島、済州島（韓国）・台湾・中国・ベトナムに分布する,海岸の砂地に生育する多年草,,,580,日本の野生植物 第2巻,291,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0194,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,オオブタクサ,Ambrosia trifida,キク科,ASTERACEAE,ブタクサ属,Ambrosia,一年草,1～3 m,7～9月,日本では北海道～琉球に分布,空き地や河川敷のやや湿り気のあるところに群生する一年草,,,583,日本の野生植物 第2巻,292,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0195,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,ウサギギク,Arnica unalaschcensis var. tschonoskyi,キク科,ASTERACEAE,ウサギギク属,Arnica,多年草,7～35 cm,,南千島・本州（中部以北）・北海道、千島列島・カムチャツカ半島・アリューシャン列島に分布,高山の乾いた草地や岩礫地に生える高さ7～35 cmの多年草,,,585,日本の野生植物 第2巻,293,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0196,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,チョウジギク,Arnica mallotopus,キク科,ASTERACEAE,ウサギギク属,Arnica,多年草,20～90 cm,8～10月,本州（青森県～鳥取県の日本海側）・四国（剣山）,山地の多湿の斜面,,,585,日本の野生植物 第2巻,293,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0197,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,タイワンヒヨドリ,Eupatorium formosanum,キク科,ASTERACEAE,ヒヨドリパナ属,Eupatorium,多年草,0.5～1.5 m,12～8月,琉球（沖縄島以南）、台湾・フィリピンに分布する,路傍や林縁の明るい場所に生える多年草,,,587,日本の野生植物 第2巻,294,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0198,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,コバトベラ,Pittosporum parvifolium,トベラ科,PITTOSPORACEAE,トベラ属,Pittosporum,低木,0.5～1.5 m,,,,,,589,日本の野生植物 第2巻,295,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0199,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,カクレミノ,Dendropanax trifidus,ウコギ科,ARALIACEAE,カクレミノ属,Dendropanax,常緑小高木,5～7 m（最大15 m）,7～8月,本州（宮城県石巻市沿岸以南）・四国・九州・琉球、朝鮮半島南部・台湾（蘭嶼）,常緑樹林内,,,592,日本の野生植物 第2巻,297,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0200,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,キヅタ,Hedera rhombea,ウコギ科,ARALIACEAE,キヅタ属,Hedera,,,,北海道（南部）・本州・四国・九州・琉球の低地に生え、朝鮮半島・台湾（変種）にも分布する,北海道（南部）・本州・四国・九州・琉球の低地に生え,,,595,日本の野生植物 第2巻,298,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0201,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,タカノツメ,Gamblea innovans,ウコギ科,ARALIACEAE,タカノツメ属,Gamblea,小高木,6～8 m,,,日本特産種で、北海道・本州・四国・九州の山地の林内に生える,,,594,日本の野生植物 第2巻,298,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0202,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,ヒメチドメ,Hydrocotyle yabei,ウコギ科,ARALIACEAE,チドメグサ属,Hydrocotyle,多年草,,,北海道（渡島支庁）、本州～九州にあり、済州島（韓国）に分布する,山地の林下に生える多年草,,,596,日本の野生植物 第2巻,299,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0203,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,ヒメノダケ,Angelica cartilaginomarginata,セリ科,APIACEAE,シシウド属,Angelica,多年草,50～80 cm,8～11月,本州（近畿）・四国・九州、朝鮮半島に分布する,日当りのよい草原に生える多年草,,,603,日本の野生植物 第2巻,302,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0204,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,ヌマゼリ,Sium suave,セリ科,APIACEAE,ムカゴニンジン属,Sium,多年草,60～100 cm,7～9月,北海道～九州、朝鮮半島・中国（東北）に分布する,湿地に生える無毛の多年草,,,611,日本の野生植物 第2巻,306,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0205,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,カノツメソウ,Spuriopimpinella calycina,セリ科,APIACEAE,カノツメソウ属,Spuriopimpinella,多年草,50～100 cm,,日本特産で北海道～九州に分布する,山林下に生える多年草,,,612,日本の野生植物 第2巻,307,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0206,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,オオカメノキ,Viburnum furcatum,ガマズミ科,VIBURNACEAE,ガマズミ属,Viburnum,,6 m,4月下旬～6月,千島列島（北限ウルップ島）・サハリン（南部）・韓国（済州島・薔陵島）に分布する,南千島・北海道・本州・四国・九州（対馬・屋久島を含む）の標高50～2600 mのブナ林と亜高山針葉樹林にふつうに生える,,,617,日本の野生植物 第2巻,309,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0207,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,ヤマシグレ,Viburnum urceolatum,ガマズミ科,VIBURNACEAE,ガマズミ属,Viburnum,落葉小低木,最大2 m,6～7月（8月上旬まで）,,本州（福島県以南）・四国・九州（屋久島まで）の標高600～2100 mのブナ帯または亜高山針葉樹林,,,617,日本の野生植物 第2巻,309,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
