share_audit_id,source_audit_id,classification,source_species_group,source_japanese_name,source_mapped_insect_id,target_insect_ids,target_japanese_names,proposed_record_ids,excluded_target_insect_ids,plant_name,plant_family,canonical_reference,pdf_file,source_pdf_sha256,ocr_sha256,source_pdf_page,source_printed_page,source_ocr_line,decision,reviewed_on,source_review_note,shared_rationale,excluded_rationale
shared-KDB-0045,KDB-0045,species_level_shared,Neosybra mizoguchii,サタサビカミキリ,species-22594,species-22594;species-22596;species-22598,サタサビカミキリ 基亜種;サタサビカミキリ 男女群島亜種;サタサビカミキリ 野母崎亜種,host-kamikiri-shared-46a10e433e2d;host-kamikiri-shared-f17ae526094f;host-kamikiri-shared-b626ad24ae0b,,クリ類,ブナ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,186,704-705,17264,include_shared,2026-07-11,索引と種解説PDF p.101はいずれも Neosybra mizoguchii の種レベル記述。現行insects.csvでは同種群が複数亜種に分かれるが、索引の寄主記録に産地がなく基亜種へ一意に帰属できない,原典の寄主索引・種解説は亜種を限定しない種レベル記述のため、現行の全亜種へ共有する。,
shared-KDB-0049,KDB-0049,species_level_shared,Xylotrechus reductemaculatus,アマミズマルトラカミキリ,species-22055,species-22055;species-22057;species-22058,アマミズマルトラカミキリ 基亜種;アマミズマルトラカミキリ 吐噶喇列島亜種;アマミズマルトラカミキリ 徳之島亜種,host-kamikiri-shared-91d3760374df;host-kamikiri-shared-361262b62d4d;host-kamikiri-shared-ac82ff0d9486,,オキナワジイ,ブナ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,187,706-707,17309,include_shared,2026-07-11,索引と種解説PDF p.78はいずれも Xylotrechus reductemaculatus の種レベル記述。現行insects.csvでは同種群が複数亜種に分かれるが、索引の寄主記録に産地がなく基亜種へ一意に帰属できない,原典の寄主索引・種解説は亜種を限定しない種レベル記述のため、現行の全亜種へ共有する。,
shared-KDB-0060,KDB-0060,species_level_shared,Humeromaculatus muscosus,フタオビミドリトラカミキリ,species-21990,species-21990;species-21992;species-21993;species-21994;species-21995;species-21996;species-21997,フタオビミドリトラカミキリ 基亜種;フタオビミドリトラカミキリ 男女群島亜種;フタオビミドリトラカミキリ 奄美大島亜種;フタオビミドリトラカミキリ 沖縄本島亜種;フタオビミドリトラカミキリ 御蔵島亜種;フタオビミドリトラカミキリ 沖永良部島亜種;フタオビミドリトラカミキリ 徳之島亜種,host-kamikiri-shared-966e1d96840f;host-kamikiri-shared-ae2362ba3f16;host-kamikiri-shared-93ae8a80fdcc;host-kamikiri-shared-aeeda4c9864e;host-kamikiri-shared-033f1cb95197;host-kamikiri-shared-2ff36cb2eb2f;host-kamikiri-shared-64ce5427f08f,,シイ類,ブナ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,187,706-707,17339,include_shared,2026-07-11,索引と種解説PDF p.84はいずれも Chlorophorus muscosus の種レベル記述。現行insects.csvでは同種群が複数亜種に分かれるが、索引の寄主記録に産地がなく基亜種へ一意に帰属できない,原典の寄主索引・種解説は亜種を限定しない種レベル記述のため、現行の全亜種へ共有する。,
shared-KDB-0062,KDB-0062,species_level_shared,Neosybra mizoguchii,サタサビカミキリ,species-22594,species-22594;species-22596;species-22598,サタサビカミキリ 基亜種;サタサビカミキリ 男女群島亜種;サタサビカミキリ 野母崎亜種,host-kamikiri-shared-6a80e10f2ea4;host-kamikiri-shared-2ee04f438e3c;host-kamikiri-shared-008b7343870d,,シイ類,ブナ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,187,706-707,17339,include_shared,2026-07-11,索引と種解説PDF p.101はいずれも Neosybra mizoguchii の種レベル記述。現行insects.csvでは同種群が複数亜種に分かれるが、索引の寄主記録に産地がなく基亜種へ一意に帰属できない,原典の寄主索引・種解説は亜種を限定しない種レベル記述のため、現行の全亜種へ共有する。,
shared-KDB-0084,KDB-0084,species_level_shared,Humeromaculatus muscosus,フタオビミドリトラカミキリ,species-21990,species-21990;species-21992;species-21993;species-21994;species-21995;species-21996;species-21997,フタオビミドリトラカミキリ 基亜種;フタオビミドリトラカミキリ 男女群島亜種;フタオビミドリトラカミキリ 奄美大島亜種;フタオビミドリトラカミキリ 沖縄本島亜種;フタオビミドリトラカミキリ 御蔵島亜種;フタオビミドリトラカミキリ 沖永良部島亜種;フタオビミドリトラカミキリ 徳之島亜種,host-kamikiri-shared-c02043130ed5;host-kamikiri-shared-c800f5939006;host-kamikiri-shared-f70a4b21ead0;host-kamikiri-shared-37b5c205de70;host-kamikiri-shared-eae763723d0b;host-kamikiri-shared-055ad0aa6ca2;host-kamikiri-shared-c11b04b08f1a,,クヌギ,ブナ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,188,708-709,17496,include_shared,2026-07-11,索引と種解説PDF p.84はいずれも Chlorophorus muscosus の種レベル記述。現行insects.csvでは同種群が複数亜種に分かれるが、索引の寄主記録に産地がなく基亜種へ一意に帰属できない,原典の寄主索引・種解説は亜種を限定しない種レベル記述のため、現行の全亜種へ共有する。,
shared-KDB-0088,KDB-0088,species_level_shared,Asaperda rufipes,キクスイモドキカミキリ,species-22577,species-22577;species-22578;species-22579,キクスイモドキカミキリ 基亜種;キクスイモドキカミキリ 九州亜種;ツシマキクスイモドキカミキリ,host-kamikiri-shared-5344fecafc2c;host-kamikiri-shared-f69e227f3e6d;host-kamikiri-shared-fb0c547130fc,,ナラガシワ,ブナ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,188,708-709,17525,include_shared,2026-07-11,索引と種解説PDF p.98はいずれも Asaperda rufipes の種レベル記述。現行insects.csvでは同種群が複数亜種に分かれるが、索引の寄主記録に産地がなく基亜種へ一意に帰属できない,原典の寄主索引・種解説は亜種を限定しない種レベル記述のため、現行の全亜種へ共有する。,
shared-KDB-0097,KDB-0097,species_level_shared,Necydalis harmandi,クロホソコバネカミキリ,species-22321,species-22321;species-22322,クロホソコバネカミキリ 基亜種;クロホソコバネカミキリ 四国九州亜種,host-kamikiri-shared-1e0602f6e6ff;host-kamikiri-shared-aad3bcc3e96f,,ミズナラ,ブナ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,189,710-711,17568,include_shared,2026-07-11,索引と種解説PDF p.45はいずれも Necydalis harmandi の種レベル記述。現行insects.csvでは同種群が複数亜種に分かれるが、索引の寄主記録に産地がなく基亜種へ一意に帰属できない,原典の寄主索引・種解説は亜種を限定しない種レベル記述のため、現行の全亜種へ共有する。,
shared-KDB-0110,KDB-0110,species_level_shared,Humeromaculatus muscosus,フタオビミドリトラカミキリ,species-21990,species-21990;species-21992;species-21993;species-21994;species-21995;species-21996;species-21997,フタオビミドリトラカミキリ 基亜種;フタオビミドリトラカミキリ 男女群島亜種;フタオビミドリトラカミキリ 奄美大島亜種;フタオビミドリトラカミキリ 沖縄本島亜種;フタオビミドリトラカミキリ 御蔵島亜種;フタオビミドリトラカミキリ 沖永良部島亜種;フタオビミドリトラカミキリ 徳之島亜種,host-kamikiri-shared-440e9578d356;host-kamikiri-shared-5745e31cc19d;host-kamikiri-shared-47f3d59d43cb;host-kamikiri-shared-5b1420a6a103;host-kamikiri-shared-899cae2a3a34;host-kamikiri-shared-5cb89dbfa5bd;host-kamikiri-shared-b6ee147130a6,,ウバメガシ,ブナ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,189,710-711,17658,include_shared,2026-07-11,索引と種解説PDF p.84はいずれも Chlorophorus muscosus の種レベル記述。現行insects.csvでは同種群が複数亜種に分かれるが、索引の寄主記録に産地がなく基亜種へ一意に帰属できない,原典の寄主索引・種解説は亜種を限定しない種レベル記述のため、現行の全亜種へ共有する。,
shared-KDB-0111,KDB-0111,species_level_shared,Neosybra mizoguchii,サタサビカミキリ,species-22594,species-22594;species-22596;species-22598,サタサビカミキリ 基亜種;サタサビカミキリ 男女群島亜種;サタサビカミキリ 野母崎亜種,host-kamikiri-shared-6a2ae54d94c9;host-kamikiri-shared-995a48cb03fd;host-kamikiri-shared-1937d67df20d,,ウバメガシ,ブナ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,189,710-711,17658,include_shared,2026-07-11,索引と種解説PDF p.101はいずれも Neosybra mizoguchii の種レベル記述。現行insects.csvでは同種群が複数亜種に分かれるが、索引の寄主記録に産地がなく基亜種へ一意に帰属できない,原典の寄主索引・種解説は亜種を限定しない種レベル記述のため、現行の全亜種へ共有する。,
shared-KDB-0125,KDB-0125,species_level_shared,Humeromaculatus muscosus,フタオビミドリトラカミキリ,species-21990,species-21990;species-21992;species-21993;species-21994;species-21995;species-21996;species-21997,フタオビミドリトラカミキリ 基亜種;フタオビミドリトラカミキリ 男女群島亜種;フタオビミドリトラカミキリ 奄美大島亜種;フタオビミドリトラカミキリ 沖縄本島亜種;フタオビミドリトラカミキリ 御蔵島亜種;フタオビミドリトラカミキリ 沖永良部島亜種;フタオビミドリトラカミキリ 徳之島亜種,host-kamikiri-shared-4eff55be8e31;host-kamikiri-shared-d59aa8234382;host-kamikiri-shared-ad71db55e7bd;host-kamikiri-shared-3350a04fa30c;host-kamikiri-shared-c04bd8d2e3cd;host-kamikiri-shared-d007bbcdc58c;host-kamikiri-shared-946ca4636d90,,カシ類,ブナ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,190,712-713,17742,include_shared,2026-07-11,索引と種解説PDF p.84はいずれも Chlorophorus muscosus の種レベル記述。現行insects.csvでは同種群が複数亜種に分かれるが、索引の寄主記録に産地がなく基亜種へ一意に帰属できない,原典の寄主索引・種解説は亜種を限定しない種レベル記述のため、現行の全亜種へ共有する。,
shared-KDB-0142,KDB-0142,species_level_shared,Humeromaculatus quinquefasciatus,ヨツスジトラカミキリ,species-21998,species-21998;species-22000;species-22001,ヨツスジトラカミキリ 基亜種;ヨツスジトラカミキリ 先島諸島亜種;ヨツスジトラカミキリ 奄美沖縄亜種,host-kamikiri-shared-7ac256099c37;host-kamikiri-shared-da8d36d13680;host-kamikiri-shared-624e58e9da86,,エノキ,アサ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,191,714-715,17839,include_shared,2026-07-11,索引と種解説PDF p.83はいずれも Chlorophorus quinquefasciatus の種レベル記述。現行insects.csvでは同種群が複数亜種に分かれるが、索引の寄主記録に産地がなく基亜種へ一意に帰属できない。原典の旧分類「ニレ科」からサイト現行分類のアサ科へ正規化,原典の寄主索引・種解説は亜種を限定しない種レベル記述のため、現行の全亜種へ共有する。,
shared-KDB-0146,KDB-0146,species_level_shared,Chlorophorus boninensis,オガサワラトラカミキリ,species-21954,species-21954;species-21955;species-21956,オガサワラトラカミキリ 基亜種;オガサワラトラカミキリ 父島亜種;オガサワラトラカミキリ 聟島亜種,host-kamikiri-shared-4c89ed61f0f4;host-kamikiri-shared-d0d0872475de;host-kamikiri-shared-0f8ba8710d2b,,ウラジロエノキ,アサ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,191,714-715,17860,include_shared,2026-07-11,索引と種解説PDF p.82はいずれも Chlorophorus boninensis の種レベル記述。現行insects.csvでは同種群が複数亜種に分かれるが、索引の寄主記録に産地がなく基亜種へ一意に帰属できない。原典の旧分類「ニレ科」からサイト現行分類のアサ科へ正規化,原典の寄主索引・種解説は亜種を限定しない種レベル記述のため、現行の全亜種へ共有する。,
shared-KDB-0158,KDB-0158,species_level_shared,Humeromaculatus muscosus,フタオビミドリトラカミキリ,species-21990,species-21990;species-21992;species-21993;species-21994;species-21995;species-21996;species-21997,フタオビミドリトラカミキリ 基亜種;フタオビミドリトラカミキリ 男女群島亜種;フタオビミドリトラカミキリ 奄美大島亜種;フタオビミドリトラカミキリ 沖縄本島亜種;フタオビミドリトラカミキリ 御蔵島亜種;フタオビミドリトラカミキリ 沖永良部島亜種;フタオビミドリトラカミキリ 徳之島亜種,host-kamikiri-shared-bf5c1873179b;host-kamikiri-shared-8430dd10e017;host-kamikiri-shared-5981860c2a47;host-kamikiri-shared-f0b840d2b659;host-kamikiri-shared-3aa85b7c6d88;host-kamikiri-shared-cefbe97cbab5;host-kamikiri-shared-71169a456f00,,ケヤキ,ニレ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,191,714-715,17911,include_shared,2026-07-11,索引と種解説PDF p.84はいずれも Chlorophorus muscosus の種レベル記述。現行insects.csvでは同種群が複数亜種に分かれるが、索引の寄主記録に産地がなく基亜種へ一意に帰属できない。直前見出しの継承誤り「ブナ科」を原典段組みと現行分類に基づきニレ科へ補正,原典の寄主索引・種解説は亜種を限定しない種レベル記述のため、現行の全亜種へ共有する。,
shared-KDB-0161,KDB-0161,species_level_shared,Asaperda agapanthina,シナノクロフカミキリ,species-22569,species-22569;species-22570;species-22571;species-22572,シナノクロフカミキリ 基亜種;シナノクロフカミキリ 四国亜種;シナノクロフカミキリ 御蔵島亜種;シナノクロフカミキリ 九州亜種,host-kamikiri-shared-743e659d8657;host-kamikiri-shared-e1a446a3f54d;host-kamikiri-shared-9018227a1506;host-kamikiri-shared-9988e3570f0d,,ケヤキ,ニレ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,191,714-715,17911,include_shared,2026-07-11,索引と種解説PDF p.97はいずれも Asaperda agapanthina の種レベル記述。現行insects.csvでは同種群が複数亜種に分かれるが、索引の寄主記録に産地がなく基亜種へ一意に帰属できない。直前見出しの継承誤り「ブナ科」を原典段組みと現行分類に基づきニレ科へ補正,原典の寄主索引・種解説は亜種を限定しない種レベル記述のため、現行の全亜種へ共有する。,
shared-kamikiri-derived-base-192-220-0001,kamikiri-derived-base-192-220-0001,species_level_shared,Asaperda agapanthina,シナノクロフカミキリ,species-22569,species-22569;species-22570;species-22571;species-22572,シナノクロフカミキリ 基亜種;シナノクロフカミキリ 四国亜種;シナノクロフカミキリ 御蔵島亜種;シナノクロフカミキリ 九州亜種,host-kamikiri-shared-2451e783ed01;host-kamikiri-shared-08c90ac46266;host-kamikiri-shared-963904b9d236;host-kamikiri-shared-d21fd15000de,,コウゾ,クワ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,192,716-717,17977,include_shared,2026-07-11,原典画像（PDF p.192、冊子p.716-717）で「コウゾ」欄の「シナノクロフカミキリ」を確認したが、寄主索引・種解説とも種レベルの表記である。現行 insects.csv には同種群が4亜種として登録されており、名義亜種IDへ一意に帰属できないため保留。,原典の寄主索引・種解説は亜種を限定しない種レベル記述のため、現行の全亜種へ共有する。,
shared-kamikiri-derived-base-192-220-0004,kamikiri-derived-base-192-220-0004,species_level_shared,Asaperda agapanthina,シナノクロフカミキリ,species-22569,species-22569;species-22570;species-22571;species-22572,シナノクロフカミキリ 基亜種;シナノクロフカミキリ 四国亜種;シナノクロフカミキリ 御蔵島亜種;シナノクロフカミキリ 九州亜種,host-kamikiri-shared-34ba7030de8b;host-kamikiri-shared-6de06a21ae13;host-kamikiri-shared-9aec1297b5cd;host-kamikiri-shared-68af74a65067,,イチジク,クワ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,192,716-717,17990,include_shared,2026-07-11,原典画像（PDF p.192、冊子p.716-717）で「イチジク」欄の「シナノクロフカミキリ」を確認したが、寄主索引・種解説とも種レベルの表記である。現行 insects.csv には同種群が4亜種として登録されており、名義亜種IDへ一意に帰属できないため保留。,原典の寄主索引・種解説は亜種を限定しない種レベル記述のため、現行の全亜種へ共有する。,
shared-kamikiri-derived-base-192-220-0013,kamikiri-derived-base-192-220-0013,species_level_shared,Humeromaculatus quinquefasciatus,ヨツスジトラカミキリ,species-21998,species-21998;species-22000;species-22001,ヨツスジトラカミキリ 基亜種;ヨツスジトラカミキリ 先島諸島亜種;ヨツスジトラカミキリ 奄美沖縄亜種,host-kamikiri-shared-46920b1253ef;host-kamikiri-shared-40c607e81d3d;host-kamikiri-shared-b0d1c1018415,,アコウ,クワ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,192,716-717,18069,include_shared,2026-07-11,原典画像（PDF p.192、冊子p.716-717）で「アコウ」欄の「ヨツスジトラカミキリ」を確認したが、寄主索引・種解説とも種レベルの表記である。現行 insects.csv には同種群が3亜種として登録されており、名義亜種IDへ一意に帰属できないため保留。,原典の寄主索引・種解説は亜種を限定しない種レベル記述のため、現行の全亜種へ共有する。,
shared-kamikiri-derived-base-192-220-0019,kamikiri-derived-base-192-220-0019,species_level_shared,Humeromaculatus muscosus,フタオビミドリトラカミキリ,species-21990,species-21990;species-21992;species-21993;species-21994;species-21995;species-21996;species-21997,フタオビミドリトラカミキリ 基亜種;フタオビミドリトラカミキリ 男女群島亜種;フタオビミドリトラカミキリ 奄美大島亜種;フタオビミドリトラカミキリ 沖縄本島亜種;フタオビミドリトラカミキリ 御蔵島亜種;フタオビミドリトラカミキリ 沖永良部島亜種;フタオビミドリトラカミキリ 徳之島亜種,host-kamikiri-shared-e072304957cd;host-kamikiri-shared-f463d511f177;host-kamikiri-shared-1d76bc815c2b;host-kamikiri-shared-4c39d2ddb92d;host-kamikiri-shared-d13327f3006a;host-kamikiri-shared-95aedde83107;host-kamikiri-shared-4c704cc0131b,,ヤマグワ,クワ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,193,718-719,18113,include_shared,2026-07-11,原典画像（PDF p.193、冊子p.718-719）で「ヤマグワ」欄の「フタオビミドリトラカミキリ」を確認したが、寄主索引・種解説とも種レベルの表記である。現行 insects.csv には同種群が7亜種として登録されており、名義亜種IDへ一意に帰属できないため保留。,原典の寄主索引・種解説は亜種を限定しない種レベル記述のため、現行の全亜種へ共有する。,
shared-kamikiri-derived-base-192-220-0027,kamikiri-derived-base-192-220-0027,species_level_shared,Boninella satoi,サトウオガサワラカミキリ,species-22491,species-22491;species-22492,サトウオガサワラカミキリ 基亜種;サトウオガサワラカミキリ 母島亜種,host-kamikiri-shared-f0ecff39f5c9;host-kamikiri-shared-b3f27996100c,,ヤマグワ,クワ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,193,718-719,18113,include_shared,2026-07-11,原典画像（PDF p.193、冊子p.718-719）で「ヤマグワ」欄の「サトウオガサワラカミキリ」を確認したが、寄主索引・種解説とも種レベルの表記である。現行 insects.csv には同種群が2亜種として登録されており、名義亜種IDへ一意に帰属できないため保留。,原典の寄主索引・種解説は亜種を限定しない種レベル記述のため、現行の全亜種へ共有する。,
shared-kamikiri-derived-base-192-220-0021,kamikiri-derived-base-192-220-0021,species_level_shared,Asaperda agapanthina,シナノクロフカミキリ,species-22569,species-22569;species-22570;species-22571;species-22572,シナノクロフカミキリ 基亜種;シナノクロフカミキリ 四国亜種;シナノクロフカミキリ 御蔵島亜種;シナノクロフカミキリ 九州亜種,host-kamikiri-shared-8bcc103fc74e;host-kamikiri-shared-9ae0c4bac563;host-kamikiri-shared-703fa81a3b13;host-kamikiri-shared-f47175301745,,ヤマグワ,クワ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,193,718-719,18113,include_shared,2026-07-11,原典画像（PDF p.193、冊子p.718-719）で「ヤマグワ」欄の「シナノクロフカミキリ」を確認したが、寄主索引・種解説とも種レベルの表記である。現行 insects.csv には同種群が4亜種として登録されており、名義亜種IDへ一意に帰属できないため保留。,原典の寄主索引・種解説は亜種を限定しない種レベル記述のため、現行の全亜種へ共有する。,
shared-kamikiri-derived-base-192-220-0030,kamikiri-derived-base-192-220-0030,species_level_shared,Humeromaculatus quinquefasciatus,ヨツスジトラカミキリ,species-21998,species-21998;species-22000;species-22001,ヨツスジトラカミキリ 基亜種;ヨツスジトラカミキリ 先島諸島亜種;ヨツスジトラカミキリ 奄美沖縄亜種,host-kamikiri-shared-b1b1fac80b2c;host-kamikiri-shared-4e5ad8d64213;host-kamikiri-shared-8847c4a3d8f8,,クワ,クワ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,193,718-719,18182,include_shared,2026-07-11,原典画像（PDF p.193、冊子p.718-719）で「クワ」欄の「ヨツスジトラカミキリ」を確認したが、寄主索引・種解説とも種レベルの表記である。現行 insects.csv には同種群が3亜種として登録されており、名義亜種IDへ一意に帰属できないため保留。,原典の寄主索引・種解説は亜種を限定しない種レベル記述のため、現行の全亜種へ共有する。,
shared-kamikiri-derived-base-192-220-0031,kamikiri-derived-base-192-220-0031,species_level_shared,Asaperda agapanthina,シナノクロフカミキリ,species-22569,species-22569;species-22570;species-22571;species-22572,シナノクロフカミキリ 基亜種;シナノクロフカミキリ 四国亜種;シナノクロフカミキリ 御蔵島亜種;シナノクロフカミキリ 九州亜種,host-kamikiri-shared-a45be99b9e1d;host-kamikiri-shared-eb7999eff45c;host-kamikiri-shared-e841e6a19a3b;host-kamikiri-shared-f8ccc0c0b403,,クワ,クワ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,193,718-719,18182,include_shared,2026-07-11,原典画像（PDF p.193、冊子p.718-719）で「クワ」欄の「シナノクロフカミキリ」を確認したが、寄主索引・種解説とも種レベルの表記である。現行 insects.csv には同種群が4亜種として登録されており、名義亜種IDへ一意に帰属できないため保留。,原典の寄主索引・種解説は亜種を限定しない種レベル記述のため、現行の全亜種へ共有する。,
shared-kamikiri-derived-base-192-220-0032,kamikiri-derived-base-192-220-0032,species_level_shared,Asaperda rufipes,キクスイモドキカミキリ,species-22577,species-22577;species-22578;species-22579,キクスイモドキカミキリ 基亜種;キクスイモドキカミキリ 九州亜種;ツシマキクスイモドキカミキリ,host-kamikiri-shared-5da99279d457;host-kamikiri-shared-432e5b7c0002;host-kamikiri-shared-7793266f4ff3,,クワ,クワ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,193,718-719,18182,include_shared,2026-07-11,原典画像（PDF p.193、冊子p.718-719）で「クワ」欄の「キクスイモドキカミキリ」を確認したが、寄主索引・種解説とも種レベルの表記である。現行 insects.csv には同種群が3亜種として登録されており、名義亜種IDへ一意に帰属できないため保留。,原典の寄主索引・種解説は亜種を限定しない種レベル記述のため、現行の全亜種へ共有する。,
shared-kamikiri-derived-base-192-220-0039,kamikiri-derived-base-192-220-0039,species_level_shared,Chlorophorus boninensis,オガサワラトラカミキリ,species-21954,species-21954;species-21955;species-21956,オガサワラトラカミキリ 基亜種;オガサワラトラカミキリ 父島亜種;オガサワラトラカミキリ 聟島亜種,host-kamikiri-shared-18d9770890e8;host-kamikiri-shared-46156c8e4f9f;host-kamikiri-shared-9975f4eac780,,ハチジョウグワ,クワ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,193,718-719,18218,include_shared,2026-07-11,原典画像（PDF p.193、冊子p.718-719）で「ハチジョウグワ」欄の「オガサワラトラカミキリ」を確認したが、寄主索引・種解説とも種レベルの表記である。現行 insects.csv には同種群が3亜種として登録されており、名義亜種IDへ一意に帰属できないため保留。,原典の寄主索引・種解説は亜種を限定しない種レベル記述のため、現行の全亜種へ共有する。,
