audit_id,insect_id,current_japanese_name,source_japanese_name,canonical_reference,pdf_file,source_pdf_sha256,ocr_sha256,pdf_page,printed_page,emergence,host_plants,ecology,source_taxon,legacy_japanese_name,legacy_scientific_name,legacy_route_name,decision,reviewed_on,review_note,merge_into_insect_id
kamikiri-g2-003-hokkaido,species-21890,チャイロチビヒラタカミキリ 北海道亜種,チャイロチビヒラタカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,74,480,6〜7月,ノブドウ|ブドウ科;ヤマブドウ|ブドウ科,成虫はノブドウの枯枝から採集され、産地は局所的とされる。,"Phymatodes (Phymatodellus) infasciatus (Pic, 1935)",,,,include_shared_group,2026-07-11,原典は北海道型vandykeiを異名に含め北海道〜九州を単一種として扱う。6〜7月・寄主・生態を種共通値として北海道亜種へ共有する。,
kamikiri-2007-batch-f-0001,species-22014,クリストフコトラカミキリ,クリストフコトラカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,81,494,4〜6月,クヌギ|ブナ科;コナラ|ブナ科;クリ|ブナ科,成虫はコナラやクヌギなどの伐採木や薪に集まる。産地は局所的だが個体数は多い。,"Plagionotus christophi (Kraatz, 1879)",,,,include,2026-07-11,冊子p.494の対象欄のみを採用。直後のコトラカミキリの5〜8月・ミズナラを混入させない。,
kamikiri-2007-batch-f-0002,species-21970,トウキョウトラカミキリ,トウキョウトラカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,85,502,4〜6月,コナラ|ブナ科;ミズナラ|ブナ科;ブナ|ブナ科,成虫はカエデ類やナシなどの花上から採集される。産地は局所的だが日本海側では多産地も少なくない。,"Chlorophorus yedoensis (Kano, 1933)",,,,include,2026-07-11,冊子p.502の対象欄のみを採用。直後のトウホクトラカミキリの7〜8月・ノブドウ類を混入させない。,
kamikiri-2007-batch-f-0003,species-22727,ヨツスジカミキリ,ヨツスジカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,97,527,4〜10月,クロツグ|ヤシ科,成虫は夜行性で昼間はヤシの枯葉の間で見られる。,"Notomulciber (Micromulciber) quadrisignatus (Schwarzer, 1925)",,,,include,2026-07-11,冊子p.527の対象種欄のみを採用。前頁のウスアヤカミキリ類と後続族の情報は不採用。,
kamikiri-2007-batch-f-0004,species-22539,オオシマドウボソカミキリ,オオシマドウボソカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,108-109,549-550,4〜7月,,成虫はススキ類から見つかる。寄主植物は未知とされる。,"Hyllisia (Hyllisia) taihokensis (Matsushita, 1933)",,,,include,2026-07-11,種見出しはp.549で本文・出現期・寄主欄はp.550へ継続。原典は奄美大島産H. oshimanaを地理変異としてH. taihokensisに含めるが現行CSVのHyllisia oshimanaへの分割を保持する。,
kamikiri-2007-batch-f-0005,species-22954,オオキハネナシサビカミキリ,オオキハネナシサビカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,116,564,5〜7月,スダジイ|ブナ科,,"Pterolophia (Pseudale) izumikurana (Hayashi, 1971)",,,,include,2026-07-11,冊子p.564の対象欄のみを採用。前種オオシマハネナシサビおよび後種キュウシュウハネナシサビの寄主を混入させない。,
kamikiri-2007-batch-f-0006,species-22747,センノカミキリ 奄美亜種,アマミセンノキカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,127,587,5〜8月,リュウキュウハリギリ|ウコギ科;タラノキ|ウコギ科,,"Acalolepta luxuriosa kawadai Takakuwa, 1984",,,,include,2026-07-11,冊子p.587の対象亜種欄のみを採用。原典和名をsource_japanese_nameに保持し後続オキナワセンノキカミキリの情報は不採用。,
kamikiri-2007-batch-f-0007,species-22740,ハチジョウビロウドカミキリ,ハチジョウビロウドカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,128,588-589,5〜8月,,寄主植物は未知とされる。,"Acalolepta hachijoensis (Gressitt, 1956)",,,,include,2026-07-11,種見出しと本文はp.588からp.589へ継続。対象欄の寄主未知を保持し隣接するオガサワラビロウド・ビロウドカミキリの寄主は不採用。,
kamikiri-2007-batch-f-0008,species-22827,アマミフトカミキリ,アマミフトカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,136,604,6月,,寄主植物は未知とされる。,"Peblephaeus satoi Makihara, 2003",,,,include,2026-07-11,冊子p.604の対象欄のみを採用。形態比較に挙がるイシガキフト・ノブオフトの情報は混入させない。,
kamikiri-2007-batch-f-0009,species-22656,ハラアカコブカミキリ,ハラアカコブカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,138,608,春から初夏期、秋期,ブナ類|ブナ科;カシ類|ブナ科;ナラ類|ブナ科;ノグルミ|クルミ科,シイタケ原木の害虫として著名である。対馬からの薪やシイタケ原木の移動に伴って国内分布を拡大した。夏の終わり頃から秋に新成虫が羽化し野外で成虫越冬するため盛夏を除き通年成虫を見られる。,"Moechotypa diphysis (Pascoe, 1871)",,,,include,2026-07-11,冊子p.608の対象欄のみを採用。広域分布の経緯と成虫越冬を本文生態として保持した。,
kamikiri-2007-batch-f-0010,species-22694,カスリチビカミキリ,カスリチビカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,146,624,10月,モミ|マツ科,新成虫は秋に出現し成虫越冬後の翌年7月頃まで生存する。モミの新しい枯枝に集まる。,"Mimectatina variegata Kusama & Takakuwa, 1984",,,,include,2026-07-11,冊子p.624の対象欄のみを採用。前後のシロオビドイカミキリ・ドイカミキリのデータは不採用。,
kamikiri-2007-batch-f-0011,species-22660,トゲムネアラゲカミキリ,トゲムネアラゲカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,149,630,7月,サワグルミ|クルミ科,成虫はサワグルミの葉を後食し幼虫はその枯枝に穿孔する。四国ではやや太めの枯枝に食入することが知られ産地は局地的である。,"Aragea mizunoi Hayashi, 1953",,,,include,2026-07-11,冊子p.630の対象欄のみを採用。属解説と後続クリイロチビケブカカミキリの情報は不採用。,
kamikiri-2007-batch-f-0012,species-22501,ケズネケシカミキリ,ケズネケシカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,158,648,5〜11月,,寄主植物は未知とされる。,"Phloeopsis lanata (N. Ohbayashi, 1976)",,,,include,2026-07-11,冊子p.648の対象欄のみを採用。原典のPhloeopsis lanataから現行Nobuosciades lanatusへの属移動・語尾変更は上書きしない。,
kamikiri-2007-batch-f-0013,species-23047,アオキクスイカミキリ,アオキクスイカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,168,668,4〜7月,,現在まで数個体しか得られておらず寄主植物は未知とされる。,"Phytoecia (Phytoecia) coeruleonicans Breuning, 1946",,,,include,2026-07-11,冊子p.668の見出し・引用はcoeruleonicans・1946表記。現行CSVのcoeruleomicans Breuning 1947は保持しOCR誤読ではなく原典表記差として記録する。,
kamikiri-2007-batch-f-0014,species-23039,ツシマホソキリンゴカミキリ,ツシマホンキリンゴカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,170,672-673,6〜7月,ハギ類|マメ科,成虫はハギ類に集まり生葉を後食し特に夕刻はその周囲を活発に飛翔する。,"Oberea vittata Blessig, 1873",,,,include,2026-07-11,種見出しはp.672で生態・出現期・寄主欄はp.673へ継続。原典のホンキリンゴ表記をsource_japanese_nameに保持し前種ホリキリンゴの多食性情報は混入させない。,
kamikiri-2007-batch-f-0015,species-23038,オキノエラブリンゴカミキリ,オキノエラブリンゴカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,170,673,4〜6月,タブノキ類|クスノキ科,成虫はタブノキ類に集まり生葉を後食する。,"Oberea umebayashii Ohbayashi, 1964",,,,include,2026-07-11,冊子p.673の対象欄のみを採用。直前のオキナワリンゴカミキリの3〜7月と後続ミヤコリンゴの情報は不採用。,
kamikiri-2007-batch-f-0016,species-22266,チュウジョウホソハナカミキリ,チュウジョウホソハナカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,173,678,,,台湾に分布し日本の記録は人為的な移入由来と考えられている。,"Nanostrangalia chujoi (Mitono, 1938)",,,,include,2026-07-11,冊子p.678の偶産種・疑問種欄。出現期・寄主欄はなく鹿児島県北岡の1941年記録と移入判断だけを採用。,
kamikiri-2007-batch-f-0017,species-22325,ウスリーホソコバネカミキリ,ウスリーホソコバネカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,173,678,,,日本では札幌市藻岩山で採集された雄1頭の記録があるがホソコバネカミキリの誤同定と考えられる。本種とホソコバネカミキリは異所的に分布する同一種の亜種関係にあると考えられている。,"Necydalis morio Kraatz, 1879",,,,include,2026-07-11,冊子p.678の偶産種・疑問種欄。出現期・寄主情報はなく記録の再評価だけを採用。,
kamikiri-2007-batch-f-0018,species-22514,ヤマトトゲバカミキリ,ヤマトトゲバカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,174,681,,,1959年に和歌山県で採集された雄1頭に基づき記載されたがその後の記録はない。近縁種の分布状態から偶産の可能性が高いとされる。,"Rondibilis japonica Hayashi, 1968",,,,include,2026-07-11,冊子p.681の偶産種・疑問種欄。原典OCRでは属名がMondibillis・Rondibillisと崩れるため現行綴りをsource_taxonに採用した。,
kamikiri-merge-parandra-formosana,species-21846,タイワンニセクワガタカミキリ,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Parandra (Parandra) formosana Miwa & Mitono, 1939",タイワンニセクワガタカミキリ,"Parandra (Parandra) formosana Miwa & Mitono, 1939",タイワンニセクワガタカミキリ,merge_duplicate_taxon,2026-07-11,2007年原典がタイワンニセクワガタカミキリとして扱った先島諸島個体群は2010年にKomiyandra uenoiとして記載済み。現行ID 11が旧学名を異名として保持するため、旧分類名の重複行species-21846を統合する。,11
kamikiri-merge-aegosoma-savoryi,species-21837,オガサワラウスバカミキリ,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Megopis sinica savoryi Kusui, 1974",オガサワラウスバカミキリ,"Megopis sinica savoryi Kusui, 1974",オガサワラウスバカミキリ,merge_duplicate_taxon,2026-07-11,既存ID 1-3が現行分類Aegosoma sinicum savoryiと旧学名Megopis sinica savoryiを保持し、オガサワラウスバカミキリを旧和名として登録済みである。甲虫目録取り込みで生じた旧分類名の重複行species-21837を正本ID 1-3へ統合する。,1-3
kamikiri-merge-nobuosciades-bioculatus,species-22500,イオウジマケシカミキリ,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Phloeopsis bioculata (Matsumura & Matsushita, 1933)",イオウジマケシカミキリ,"Phloeopsis bioculata (Matsumura & Matsushita, 1933)",イオウジマケシカミキリ,merge_duplicate_taxon,2026-07-11,現行甲虫目録ではPhloeopsis bioculataとP. iwojimana（イオウジマケシカミキリ）はNobuosciades bioculatus（フタツメケシカミキリ）の異名である。旧属名から生成された重複行species-22500を正名ID species-22499へ統合する。,species-22499
kamikiri-exact-gap-001,species-22376,ヤノヒメハナカミキリ,ヤノヒメハナカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,21,375,,,紀伊山地を中心に生息すると考えられるが分布範囲はよくわかっておらず、寄主植物も未知とされる。,"Pidonia (Pidonia) chairo Tamanuki, 1942",,,,include,2026-07-11,冊子375頁の対象種欄を画像で確認。原典に成虫出現期の記載はないため空欄とし、寄主未知と分布範囲の不確実性を生態情報として保持する。現行Pseudopidoniaへの属移動は上書きしない。,
kamikiri-exact-gap-002,species-22198,カサハラツヤケシハナカミキリ,カサハラツヤケシハナカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,33,399,4〜6月,リュウキュウマツ|マツ科,成虫はシイの花を訪れるほか、マツ類の枯死木に集まる。石垣島から記録されたAnastrangalia dissimilisの正体は確認されていない。,"Anastrangalia kasaharai Makihara, 2002",,,,include,2026-07-11,冊子399頁の対象種欄を画像で確認。PDF段組み境界で自動抽出が落としていた出現期・寄主・生態を採用し、直前のツヤケシハナカミキリの情報を混入させていない。,
kamikiri-exact-gap-003,species-21981,オキナワトゲヒゲトラカミキリ,オキナワトゲヒゲトラカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,87,507,3月,,寄主植物は未知とされる。,"Demonax sawaii Ikeda, 1990",,,,include,2026-07-11,冊子507頁の対象種欄を画像で確認。出現期3月と原典が明記する寄主未知を採用し、前種サキシマトゲヒゲトラカミキリの寄主を混入させていない。,
kamikiri-exact-gap-004,species-21871,アカヒゲアオカミキリ,アカヒゲアオカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,173,679,,,本書は京都から記載された特徴に合う種が日本に分布していない可能性が高いと評価している。,"Chelidonium testaceicorne Pic, 1946",,,,include,2026-07-11,冊子679頁の偶産種・疑問種一覧を画像で確認。出現期・寄主の記載はなく、2007年時点の記録評価だけを採用する。,
kamikiri-exact-gap-005,species-21985,エゾムモントゲヒゲトラカミキリ,エゾムモントゲヒゲトラカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,174,680,,,原記載に用いられた札幌産の雌1個体以外に記録がなく、その基準標本も紛失しているため正体不明とされる。,"Demonax jezoensis Matsushita & Tamanuki, 1935",,,,include,2026-07-11,冊子680頁の偶産種・疑問種一覧を画像で確認。出現期・寄主の記載はなく、標本と同定状況の評価だけを採用する。現行Grammographusへの属移動は上書きしない。,
kamikiri-exact-gap-006,species-22762,ツヤハダゴマダラカミキリ,ツヤハダゴマダラカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,174,681,,,本書は本州からの記録をゴマダラカミキリの誤同定と評価している。これは2007年時点の記録評価であり、現在の国内発生状況を示すものではない。,"Anoplophora glabripennis (Motschulsky, 1835)",,,,include,2026-07-11,冊子681頁の偶産種・疑問種一覧を画像で確認。出現期・寄主の記載はなく、原典の本州記録評価だけを採用する。原典見出しの1835表記で現行CSVの1853を上書きしない。,
kamikiri-yaeyama-doius,species-22687,ドイカミキリ 八重山亜種,ヤエヤマドイカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,146,625,3〜6月,カラスザンショウ|ミカン科,,"Mimectatina divaricata yayeyamana (Toyoshima, 1982)",,,,include,2026-07-11,冊子625頁の八重山亜種欄を画像で確認。基亜種の4〜10月・各種広葉樹およびマツ科、伊豆亜種・奄美亜種の寄主を混入させず、八重山亜種固有の3〜6月・カラスザンショウだけを採用する。,
kamikiri-merge-doius-yayeyamana,species-22688,ヤエヤマドイカミキリ,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Doius divaricata yayeyamana Toyoshima, 1982",ヤエヤマドイカミキリ,"Doius divaricata yayeyamana Toyoshima, 1982",ヤエヤマドイカミキリ,merge_duplicate_taxon,2026-07-11,現行ID species-22687が受容名Mimectatina divaricata yayeyamanaと旧和名ヤエヤマドイカミキリを保持しているため、旧属Doiusの重複行species-22688を統合する。,species-22687
kamikiri-h3-001,species-22640,タイワンチビカミキリ 奄美沖縄亜種,オキナワタイワンチビカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,102,537,5〜8月,,低地のクワ科植物の葉のついた枯枝を叩き網で採集できる。山地では見られず、沖縄島ではおもに南部で採集される。寄主植物は未知とされる。,"Sybra (Sybra) pascoei okinawana Breuning & Ohbayashi, 1967",,,,include,2026-07-11,冊子537頁内で完結。原典見出しの亜種名は現行科学名と一致。OCRのchinawanaや叩き組は画像でokinawana、叩き網と訂正した。クワ科植物は採集基質としてのみ記され、原典の寄主欄は未知なのでhost_plantsへ入れていない。,
kamikiri-h3-002,species-22639,タイワンチビカミキリ 先島諸島亜種,イシガキタイワンチビカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,102-103,537-538,3〜8月,アカメガシワ|トウダイグサ科;ボタンヅル|キンポウゲ科,畑のまわりにあるアコウやガジュマルの細い枯枝に多い。,"Sybra (Sybra) pascoei ishigakii Breuning & Ohbayashi, 1964",,,,include,2026-07-11,分布地名だけが冊子538頁上端へ続き、出現期・寄主・生態は冊子537頁で完結。OCRでishigaki等と欠落した末尾iは画像見出しでishigakiiを確認。アコウとガジュマルは成虫の採集基質であり、明示寄主ではないためhost_plantsには加えていない。,
kamikiri-h3-003,species-22552,カスリドウボソカミキリ 八重山亜種,ヤエヤマカスリドウボソカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,109,551,4〜8月,テリハノブドウ|ブドウ科;シマサルナシ|マタタビ科;クサギ|シソ科;ジャケツイバラ|マメ科,,"Pothyne variegata yayeyamana Breuning & Ohbayashi, 1966",,,,include,2026-07-11,冊子551頁内で完結。原典和名と現行和名は亜種表現が異なるが科学名で一意に対応する。見出しはyaeyamana、直下の原記載引用と現行目録はyayeyamanaでありsource_taxonは後者に従った。OCRのドウボン等は画像でドウボソと訂正し、クサギの科名は現行体系のシソ科へ正規化した。,
kamikiri-h3-004,species-22545,タテスジドウボソカミキリ 波照間島亜種,ハテルマタテスジドウボソカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,110,553,6月,,寄主植物は未知とされる。,"Pothyne formosana haterumaensis Takakuwa, 1984",,,,include,2026-07-11,冊子553頁内で完結。見出しは現行と同じhaterumaensisだが直下の原記載引用はhaterumanaと印刷される。波照間島だけの亜種で対応は一意のため見出しと現行目録に従った。,
kamikiri-h3-005,species-22748,センノカミキリ 伊豆諸島亜種,クロセンノカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,127,586,5〜8月,ハリギリ|ウコギ科,,"Acalolepta luxuriosa kuro Makihara, 1977",,,,include,2026-07-11,冊子586頁の原典画像を再確認。寄主欄はハリギリのみであり、従来行のリュウキュウハリギリ・タラノキは後続アマミセンノキカミキリ欄からの境界混入だったため除外した。分布拡大に関する推測文は公開生態情報から除外する。,
kamikiri-h3-006,species-22665,ハイイロツツクビカミキリ,ハイイロツツクビカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,145,622,4〜10月,サワグルミ|クルミ科;クマシデ|カバノキ科;アケビ|アケビ科,成虫は春から秋まで見られ、シデ類やハンノキ類の細い枯枝から採集され、灯火にも飛来するが、一般に多い種ではない。飼育下では新成虫が8月下旬に羽化脱出する。,"Cylindilla grisescens Bates, 1884",,,,include,2026-07-11,冊子622頁内で完結。OCRだけでは末尾のアケビを落としやすいため画像で3寄主を確認。旧レポートのエノキ候補は本項の明示寄主ではないため混入させていない。,
kamikiri-h3-007,species-22666,イシガキツツサビカミキリ,イシガキツツクビカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,145,622,3〜8月,リュウキュウテイカカズラ|キョウチクトウ科,成虫はリュウキュウテイカカズラの枯蔓から採集される。4月に石垣島で加害を認めた寄主植物を京都府下で飼育したところ、8月下旬に新成虫が羽化脱出した。,"Cylindilla makiharai Hasegawa, 1992",,,,include,2026-07-11,冊子622頁内で完結。原典和名イシガキツツクビカミキリと現行和名は異なるが科学名で一意に対応する。括弧内のテイカカズラ属は分類注記であり別寄主として重複登録しない。OCRの飼育地誤読は画像で京都府下と確認した。,
kamikiri-h3-008,species-23021,ムナグロリンゴカミキリ,ムネグロリンゴカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,169,670,7〜8月,エゾゴマナ|キク科;ヒヨドリバナ類|キク科,前種と同様の環境下に見られ、キク科植物に集まり葉を後食するが、前種より高標高地に出現する。,"Nupserha sericans (Bates, 1884)",,,,include,2026-07-11,冊子670頁内で完結。原典和名ムネグロと現行和名ムナグロの表記差はあるが科学名で一意に対応する。OCRのビヨドリバナは画像でヒヨドリバナと訂正した。,
kamikiri-h3-009,species-22298,キソコマベニハナカミキリ,キソコマベニカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,172,677,,,長野県木曽駒ヶ岳で採集された記録があるが、バイカル以東の分布は知られず、日本の記録は疑問とされる。寄主植物の記載はない。,"Stenurella meranura (Linnaeus, 1758)",,,,include,2026-07-11,冊子677頁の偶産種・疑問種一覧を画像で確認。原典見出しと引用はmeranuraと印刷されるが現行科学名はStenurella melanuraであり原典側の綴り誤り。日本記録の不確実性を明示したうえで同じ和名の現行IDへ記録評価を対応させる。,
