audit_id,audit_batch,volume,plant_name,similar_taxa,approved_content,source,source_pdf_file,source_pdf_sha256,pdf_page,printed_page,decision,exclusion_reason,reviewed_on,cleanup_field,cleanup_current_value,cleanup_intermediate_value,cleanup_replacement,review_note
wildplants-v1-identification-0368,volume1_comparison_candidates,1,ヤハズエンドウ,オオヤハズエンドウ,ヤハズエンドウは茎が無毛で、花は長さ12～18 mm、萼裂片は萼筒より短く、豆果は無毛で長さ3～5 cmである。オオヤハズエンドウは茎が有毛で、花は長さ18～30 mm、萼裂片は萼筒と同長かそれより長く、豆果に軟毛があり長さ5～8 cmである。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,241,481,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0369,volume1_comparison_candidates,1,ビロードクサフジ,ナヨクサフジ,ナヨクサフジはビロードクサフジに似るが、茎は無毛または伏した軟毛をまばらに生じ、背軸側の萼裂片は萼筒より短い。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,242,482,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0370,volume1_comparison_candidates,1,ハマアズキ,ナガバハマササゲ,ハマアズキは茎が匍匐してほぼ無毛で、海岸砂浜に生える。ナガバハマササゲは茎に長軟毛があり、奄美・琉球のやや内陸側の川岸などに生える。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,243,484,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0371,volume1_comparison_candidates,1,ヤマフジ,シナフジ,シナフジはヤマフジに似るが、小葉は3～6対、花序は長さ15～25 cmで、成葉は無毛である。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,244,486,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0372,volume1_comparison_candidates,1,カツラギグミ,ハコネグミ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,246,491,exclude,類似・相違への言及はあるが、比較対象と客観的な識別形質が同時に明示されない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0373,volume1_comparison_candidates,1,コアカソ,コバノコアカソ,コバノコアカソはコアカソより葉が小型で、有性生殖を行う2倍体である。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,256,511,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0374,volume1_comparison_candidates,1,ナガバヤブマオ,イワントリアシ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,256,511,exclude,類似・相違への言及はあるが、比較対象と客観的な識別形質が同時に明示されない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0375,volume1_comparison_candidates,1,ハマヤブマオ,ヤブマオ,ハマヤブマオはヤブマオに似るが、葉身がやや左右非相称である。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,256,511,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0376,volume1_comparison_candidates,1,ヤマトキホコリ,アマミサンショウソウ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,257,513,exclude,比較表現はあるが、客観的な形態差を確認できない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0377,volume1_comparison_candidates,1,ミヤマイラクサ,カテンソウ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,257,513,exclude,比較対象または識別形質が不確実・未確立・属レベルで、種ページ用の診断文として採用できない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0378,volume1_comparison_candidates,1,アラゲサンショウソウ,サンショウソウ,アラゲサンショウソウはサンショウソウに似るが、茎と葉裏に長毛が密生する。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,258,515,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0379,volume1_comparison_candidates,1,オオサンショウソウ,ウワパミソウ／サンショウソウ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,258,515,exclude,比較対象または識別形質が不確実・未確立・属レベルで、種ページ用の診断文として採用できない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0380,volume1_comparison_candidates,1,コケミズ,ソハヤキミズ,ソハヤキミズはコケミズに似るが、葉は長さ10～25 mmのやや大型の広卵形である。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,259,516,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0381,volume1_comparison_candidates,1,ミズ,アオミズ,ミズはアオミズに似るが、茎が紫褐色を帯びることが多く、葉が短い。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,259,516,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0382,volume1_comparison_candidates,1,コミヤマミズ,チョクザキミズ／アオミズ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,259,516,exclude,比較対象または識別形質が不確実・未確立・属レベルで、種ページ用の診断文として採用できない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0383,volume1_comparison_candidates,1,ホソバイラクサ,エゾイラクサ,ホソバイラクサはエゾイラクサに葉が似るが、葉幅4 cm以下と細い。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,259,517,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0384,volume1_comparison_candidates,1,サンショウバラ,Rosa roxburghii,Rosa roxburghiiはサンショウバラに近縁だが、葉が無毛で、果実表面に薄く毛がある。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,266,530,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0385,volume1_comparison_candidates,1,ナニワイバラ,,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,266,530,exclude,比較対象の植物名を一意に特定できない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0386,volume1_comparison_candidates,1,ヤチイチゴ,チシマイチゴ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,267,533,exclude,類似・相違への言及はあるが、比較対象と客観的な識別形質が同時に明示されない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0387,volume1_comparison_candidates,1,クワノハイチゴ,タイワンウラジロイチゴ,タイワンウラジロイチゴはクワノハイチゴに近縁だが、花床筒と萼片に長い毛がある。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,267,533,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0388,volume1_comparison_candidates,1,ナガボノワレモコウ,ナガボノアカワレモコウ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,269,537,exclude,類似・相違への言及はあるが、比較対象と客観的な識別形質が同時に明示されない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0389,volume1_comparison_candidates,1,ミヤマザクラ,チョウジザクラ,ミヤマザクラはチョウジザクラに比べ、花が径1.8～2.4 cmとひと回り大きく、花柄や花床筒の毛が少なく、萼片は全縁である。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,272,542,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0390,volume1_comparison_candidates,1,ヤマザクラ,,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,273,544,exclude,類似・相違への言及はあるが、比較対象と客観的な識別形質が同時に明示されない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0391,volume1_comparison_candidates,1,クロミサンザシ,エゾサンザシ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,273,545,exclude,比較対象または識別形質が不確実・未確立・属レベルで、種ページ用の診断文として採用できない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0392,volume1_comparison_candidates,1,タチテンノウメ,テンノウメ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,275,548,exclude,類似・相違への言及はあるが、比較対象と客観的な識別形質が同時に明示されない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0393,volume1_comparison_candidates,1,ホザキナナカマド,,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,277,553,exclude,比較対象の植物名を一意に特定できない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0394,volume1_comparison_candidates,1,ウラジロナナカマド,ナンキンナナカマドモドキ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,278,554,exclude,類似・相違への言及はあるが、比較対象と客観的な識別形質が同時に明示されない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0395,volume1_comparison_candidates,1,タカネナナカマド,,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,278,555,exclude,類似・相違への言及はあるが、比較対象と客観的な識別形質が同時に明示されない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0396,volume1_comparison_candidates,1,プナ,オオバブナ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,280,559,exclude,類似・相違への言及はあるが、比較対象と客観的な識別形質が同時に明示されない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0397,volume1_comparison_candidates,1,カシワ,コナラ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,281,561,exclude,本文は分類群を区別しない、または区別できないという記述で、識別形質を提示しない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0398,volume1_comparison_candidates,1,ウラジロガシ,,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,282,562,exclude,類似・相違への言及はあるが、比較対象と客観的な識別形質が同時に明示されない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0399,volume1_comparison_candidates,1,ミヤマハンノキ,サルクラハンノキ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,285,568,exclude,本文は分類群を区別しない、または区別できないという記述で、識別形質を提示しない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0400,volume1_comparison_candidates,1,ヤハズハンノキ,ミヤマカワラハンノキ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,285,569,exclude,比較表現はあるが、客観的な形態差を確認できない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0401,volume1_comparison_candidates,1,ダケカンバ,アツハダカンバ、アカカンバ,ダケカンバのうち、アツハダカンバは樹皮が著しく厚く、アカカンバは葉が広卵状心形で基部が明瞭にへこむ型として区別されることがある。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,286,571,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0402,volume1_comparison_candidates,1,ツノハシバミ,トックリハシバミ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,287,573,exclude,類似・相違への言及はあるが、比較対象と客観的な識別形質が同時に明示されない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0403,volume1_comparison_candidates,1,シラヒゲソウ,オオシラヒゲソウ,オオシラヒゲソウはシラヒゲソウに似るが、全体に大型で、花弁は縁毛を含めて長さ1.6～1.8 cmである。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,293,585,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0404,volume1_comparison_candidates,1,ムラサキカタバミ,イモカタバミ,イモカタバミはムラサキカタバミに似るが、いも状の塊茎があり、小塊茎を生じて大株になる。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,294,587,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0405,volume1_comparison_candidates,1,コミヤマカタバミ,エゾミヤマカタバミ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,295,588,exclude,類似・相違への言及はあるが、比較対象と客観的な識別形質が同時に明示されない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0406,volume1_comparison_candidates,1,ハイニシキソウ,アレチニシキソウ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,300,599,exclude,比較対象または識別形質が不確実・未確立・属レベルで、種ページ用の診断文として採用できない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0407,volume1_comparison_candidates,1,アマミヒトツパハギ,ヒトツパハギ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,303,605,exclude,比較表現はあるが、客観的な形態差を確認できない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0408,volume1_comparison_candidates,1,カキバカンコノキ,ケカンコノキ／オオバケカンコノキ,ケカンコノキ（オオバケカンコノキ）はカキバカンコノキと異なり、若枝、葉裏、子房、果実に軟毛が密生する。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,305,608,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0409,volume1_comparison_candidates,1,アスナロ,ヒノキアスナロ,ヒノキアスナロはアスナロに似るが、種鱗の上背部が角状に突出せず、球果は径15～20 mmの球形である。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,23,44,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0410,volume1_comparison_candidates,1,チャボツメレンゲ,イワレンゲ属／マンネングサ属,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,212,423,exclude,比較対象が属レベルの一般比較であり、特定の類似種との見分け方ではない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0411,volume1_comparison_candidates,1,アズマツメクサ,,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,215,429,exclude,比較対象の植物名を特定できない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v2-identification-0001,volume2_comparison_candidates,2,サイコクキツネヤナギ,キツネヤナギ,キツネヤナギと比べ、花穂基部の下出葉を欠くか発達が悪く、雄花穂が短く太い。,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,23,45,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v2-identification-0002,volume2_comparison_candidates,2,エゾノキヌヤナギ,,,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,24,46,exclude_no_objective_difference,"No named comparison taxon plus an objective, reliable differentiating trait was established.",2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v2-identification-0003,volume2_comparison_candidates,2,ダイセンキスミレ,ナエバキスミレ,ナエバキスミレに似るが、葉は無毛で、地下茎を伸ばさない。,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,28,55,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v2-identification-0004,volume2_comparison_candidates,2,トウカイスミレ,ヒメミヤマスミレ,ヒメミヤマスミレと比べ、花弁が淡紅紫色で、花柱上部の両翼が広がらない。,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,30,59,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v2-identification-0005,volume2_comparison_candidates,2,タカネタチツボスミレ,オオバタチツボスミレ,オオバタチツボスミレに似るが、全体に小型で、花は淡紅紫色、萼片は狭卵形から披針形である。,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,31,60,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v2-identification-0006,volume2_comparison_candidates,2,シマジリスミレ,オキナワスミレ,オキナワスミレに似るが、海岸ではなく内陸の石灰岩盤に生え、高さ8-12 cmである。,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,31,60,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v2-identification-0007,volume2_comparison_candidates,2,アワガタケスミレ,ナガハシスミレ,ナガハシスミレと比べ、葉が厚く光沢が強く、葉身基部が切形になる。,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,31,61,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v2-identification-0008,volume2_comparison_candidates,2,ヤクシマカワゴロモ,,,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,34,66,exclude_mere_resemblance,Resemblance is stated without an objective differentiating character.,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v2-identification-0009,volume2_comparison_candidates,2,カワゴロモ,,,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,34,66,exclude_mere_resemblance,Resemblance is stated without an objective differentiating character.,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v2-identification-0010,volume2_comparison_candidates,2,オオヨドカワゴロモ,カワゴロモ,カワゴロモに似るが、葉状体はやや硬く、くすんだ緑色でしわがよる。,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,34,66,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v2-identification-0011,volume2_comparison_candidates,2,オランダフウロ,,,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,38,75,exclude_irrelevant_cue,The cue is not a taxon-identification comparison.,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v2-identification-0012,volume2_comparison_candidates,2,ハマフウロ,エゾフウロ,エゾフウロに似るが、花柄に開出毛が生え、萼片の開出毛は密度が低く、葉の切れ込みが浅い。,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,39,77,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
