audit_id,source,source_pdf_file,source_pdf_sha256,plant_name,field,before,intermediate_after,after,pdf_page,printed_page,corrected_plant_name,corrected_scientific_name,page_reference_action,decision,verification_method,similar_taxa,distinguishing_features,reviewed_on,review_note
wildplants-profile-integrity-v2-0045,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ソバカズラ,distribution,ヨーロッパ原産の掃化植物で、南千島・北海道～琉球にあって特に北海道に多く、北半球に広く分布する,ヨーロッパ原産の帰化植物で、南千島・北海道～琉球にあって特に北海道に多く、北半球に広く分布する,南千島・北海道～琉球にあって特に北海道に多く、北半球に広く分布する,85,168,,,,replace,original_pdf_full_field_visual_review,オオツルイタドリ,ソバカズラは一年生で、果実期にも花被片背面に翼を生じない,2026-07-12,対象種欄全体を原PDF画像で目視確認。原PDFのソバカズラ欄全体を目視。原文にない「ヨーロッパ原産の帰化植物」を除いた。 独立クロスチェックで対象種欄全体を原PDF画像で再確認。原PDFの対象種欄をページ画像で目視し、欄境界、全文、比較形質、主観・推測の混入がないことを確認した。
wildplants-profile-integrity-v2-0046,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ツルソバ,habitat,暖地の海岸近くの林緑に生える多年草,,暖地の海岸近くの林縁に生える多年草,87,172,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原PDFの対象種欄全体を目視し、欄境界・該当field・別種混入・同欄の別OCR誤り・主観／推測の有無を確認した。現行値を維持する。
wildplants-profile-integrity-v2-0047,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ナガバノヤノネグサ,habitat,低山地の沢沿いの林下や林緑に生える一年草,山地の林下に生える多年草,低山地の沢沿いの林下や林縁に生える一年草,87,172,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原PDFのナガバノヤノネグサ欄全体を目視。隣接種由来の生育地・生活型が混入していたため対象種の記述に置換した。 独立クロスチェックで対象種欄全体を原PDF画像で再確認。入力 reviewed_after は別種の生育地・生活型で、ナガバノヤノネグサ欄と不一致。current_after が原本どおりなので、この replace は却下する。
wildplants-profile-integrity-v2-0048,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ハナタデ,habitat,山野の林緑や湿った林下に生える一年草,,山野の林縁や湿った林下に生える一年草,88,174,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原PDFの対象種欄全体を目視し、欄境界・該当field・別種混入・同欄の別OCR誤り・主観／推測の有無を確認した。現行値を維持する。
wildplants-profile-integrity-v2-0049,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,エゾノギシギシ,habitat,荒れ地や林緑、畑地など、幅広い環境に生える多年生の帰化植物,,荒れ地や林縁、畑地など、幅広い環境に生える多年生の帰化植物,90,178,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原PDFの対象種欄全体を目視し、欄境界・該当field・別種混入・同欄の別OCR誤り・主観／推測の有無を確認した。現行値を維持する。
wildplants-profile-integrity-v2-0050,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,オランダミミナグサ,habitat,路傍や耕作地などに生える掃化植物で、高さ10-60cmの越年草,,路傍や耕作地などに生える帰化植物で、高さ10-60cmの越年草,92,183,,,,replace,original_pdf_full_field_visual_review,ミミナグサ,オランダミミナグサは下部の花柄が萼片より短いか同長で、花序は密に花をつける,2026-07-12,対象種欄全体を原PDF画像で目視確認。原PDFの対象種欄全体を目視し、欄境界・該当field・別種混入・同欄の別OCR誤り・主観／推測の有無を確認した。現行値を維持する。 独立クロスチェックで対象種欄全体を原PDF画像で再確認。原本検索表は下部花柄を「萼片より短いか同長」とするため、「同長」を補った。
wildplants-profile-integrity-v2-0051,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,タガソデソウ,habitat,山地の夏緑林内や林緑に生える、高さ30-50cmの多年草,,山地の夏緑林内や林縁に生える、高さ30-50cmの多年草,92,183,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原PDFの対象種欄全体を目視し、欄境界・該当field・別種混入・同欄の別OCR誤り・主観／推測の有無を確認した。現行値を維持する。
wildplants-profile-integrity-v2-0052,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,オムナグサ,distribution,宮崎県（青島）・伊豆諸島（八丈島）・小笠原諸島、ハワイ・北アメリカ・中央アメリカ・南アメリカ・ガラパゴス諸島・西インド諸島などに分布し、沖縄に掃化,,宮崎県（青島）・伊豆諸島（八丈島）・小笠原諸島、ハワイ・北アメリカ・中央アメリカ・南アメリカ・ガラパゴス諸島・西インド諸島などに分布し、沖縄に帰化,93,185,,,,replace,original_pdf_full_field_visual_review,ヤンバルハコベ,オムナグサは花芽が楕円形で、花は葉腋に単生し、蒴果に7-8個の種子がある。ヤンバルハコベは花芽が倒卵形で、花は茎頂の集散花序に少数個つき、蒴果の種子は1-2個,2026-07-12,対象種欄全体を原PDF画像で目視確認。原PDFの対象種欄全体を目視し、欄境界・該当field・別種混入・同欄の別OCR誤り・主観／推測の有無を確認した。現行値を維持する。 独立クロスチェックで対象種欄全体を原PDF画像で再確認。原本は「花弁」ではなく「花芽」が楕円形。属全体の蒴果裂開数を識別形質に混入せず、検索表の対になる形質へ訂正した。
wildplants-profile-integrity-v2-0053,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,クシロワチガイソウ,habitat,山地の夏緑林の林内や林緑や湿地に生える高さ15-30cmの多年草,,山地の夏緑林の林内や林縁や湿地に生える高さ15-30cmの多年草,94,187,,,,replace,original_pdf_full_field_visual_review,ワチガイソウ,クシロワチガイソウは葉がすべて線状披針形で、花は葉腋に単生するか頂生し、しばしば2出集散状につく,2026-07-12,対象種欄全体を原PDF画像で目視確認。原PDFの対象種欄全体を目視し、欄境界・該当field・別種混入・同欄の別OCR誤り・主観／推測の有無を確認した。現行値を維持する。 独立クロスチェックで対象種欄全体を原PDF画像で再確認。原PDFの対象種欄をページ画像で目視し、欄境界、全文、比較形質、主観・推測の混入がないことを確認した。
wildplants-profile-integrity-v2-0054,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ワチガイソウ,habitat,山地の夏緑林の林内や林緑に生える高さ7～15cmの多年草,山地の夏緑林の林内や林縁に生える高さ7～15cmの多年草,山地の夏緑林の林内や林縁に生える高さ7-15cmの多年草,94,187,,,,replace,original_pdf_full_field_visual_review,ヒナワチガイソウ,ヒナワチガイソウは葉が長さ3-6cm、花弁が細く爪が相対的に長いため、花弁間の隙間が目立つ,2026-07-12,対象種欄全体を原PDF画像で目視確認。原PDFの対象種欄全体を目視し、欄境界を確認してOCR誤りまたは欠落を補正した。 独立クロスチェックで対象種欄全体を原PDF画像で再確認。原PDFの対象種欄をページ画像で目視し、欄境界、全文、比較形質、主観・推測の混入がないことを確認した。
wildplants-profile-integrity-v2-0055,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ツメクサ,distribution,日本全士にあり、朝鮮半島・中国・千島列島・サハリン・ロシア（治海地方）インドからヒマラヤ・チベット、北アメリカに分布する,日本全士にあり、朝鮮半島・中国・千島列島・サハリン・ロシア（沿海地方）インドからヒマラヤ・チベット、北アメリカに分布する,日本全土にあり、朝鮮半島・中国・千島列島・サハリン・ロシア（沿海地方）、インドからヒマラヤ・チベット、北アメリカに分布する,95,188,,,,replace,original_pdf_full_field_visual_review,ハマツメクサ,ハマツメクサはツメクサに似るが、茎が太く、根出葉がロゼット状になる,2026-07-12,対象種欄全体を原PDF画像で目視確認。原PDFの対象種欄全体を目視し、欄境界を確認してOCR誤りまたは欠落を補正した。 独立クロスチェックで対象種欄全体を原PDF画像で再確認。原PDFの対象種欄をページ画像で目視し、欄境界、全文、比較形質、主観・推測の混入がないことを確認した。
wildplants-profile-integrity-v2-0056,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,エゾセンノウ,distribution,本州（長野県軽井沢）・北海道、朝鮮半島・中国東北部・ロシア治海地方に分布する,,本州（長野県軽井沢）・北海道、朝鮮半島・中国東北部・ロシア沿海地方に分布する,95,189,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原PDFの対象種欄全体を目視し、欄境界・該当field・別種混入・同欄の別OCR誤り・主観／推測の有無を確認した。現行値を維持する。
wildplants-profile-integrity-v2-0057,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ナンバンハコベ,distribution,朝鮮半島・中国東北部・サハリン・ロシア治海地方などに分布する,朝鮮半島・中国東北部・サハリン・ロシア沿海地方などに分布する,南千島・北海道～九州、朝鮮半島・中国東北部・サハリン・ロシア沿海地方などに分布する,95,189,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原PDFのナンバンハコベ欄全体を目視。国内分布域が落ちていたため補完した。 独立クロスチェックで対象種欄全体を原PDF画像で再確認。原PDFの対象種欄をページ画像で目視し、欄境界、全文、比較形質、主観・推測の混入がないことを確認した。
wildplants-profile-integrity-v2-0058,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ナンバンハコベ,habitat,路傍の草むらや低山の林緑に生え、長さ1.5m以上になる多年草,,路傍の草むらや低山の林縁に生え、長さ1.5m以上になる多年草,95,189,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原PDFの対象種欄全体を目視し、欄境界・該当field・別種混入・同欄の別OCR誤り・主観／推測の有無を確認した。現行値を維持する。
wildplants-profile-integrity-v2-0059,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,オオヤマハコベ,habitat,夏緑林の林内や林緑に生える高さ40-120cmの多年草,,夏緑林の林内や林縁に生える高さ40-120cmの多年草,97,192,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原PDFの対象種欄全体を目視し、欄境界・該当field・別種混入・同欄の別OCR誤り・主観／推測の有無を確認した。現行値を維持する。
wildplants-profile-integrity-v2-0060,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ヤマハコベ,habitat,山地の夏緑林の林内や林緑に生える高さ 20～30cmの多年草,山地の夏緑林の林内や林縁に生える高さ 20～30cmの多年草,山地の夏緑林の林内や林縁に生える高さ20-30cmの多年草,97,192,,,,replace,original_pdf_full_field_visual_review,アオハコベ,アオハコベはヤマハコベのうち花弁を欠く型,2026-07-12,対象種欄全体を原PDF画像で目視確認。原PDFの対象種欄全体を目視し、欄境界を確認してOCR誤りまたは欠落を補正した。 独立クロスチェックで対象種欄全体を原PDF画像で再確認。原PDFの対象種欄をページ画像で目視し、欄境界、全文、比較形質、主観・推測の混入がないことを確認した。
wildplants-profile-integrity-v2-0061,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,イワツメクサ,habitat,イワツメクサ〔オオバツメクサ） Stellaria nipponica Ohwi var. uipponica （P.197） 高山の砂礫地や岩礫地に生える高さ5～20cmの多年草,,高山の砂礫地や岩礫地に生える,97,193,,,,replace,original_pdf_visual_review,オオイワツメクサ,イワツメクサは葉幅1～2 mm、萼片長4～5.5 mmで萼片は1脈。オオイワツメクサは全体が大きくがっしりし、葉幅2～3 mm、萼片長6～7 mmで萼片に明瞭な3脈がある。,2026-07-12,profile_id=plant-profile-003063。PDF冊子p.193の対象種本文を確認。見出し・学名・生活形を除き、生育環境だけに整形した。比較形質も同じ対象種本文から採録した。
wildplants-profile-integrity-v2-0062,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,エゾイワツメクサ,distribution,南千島・北海道（知床半島・根室地方・中央高地・羊路山）・本州（日光・浅間山・北アルブス北部・八ケ・南アルブス）、千島列島・サハリン・カムチャツカ半島・ロシア（治海地方）に分布する,南千島・北海道（知床半島・根室地方・中央高地・羊路山）・本州（日光・浅間山・北アルブス北部・八ケ・南アルブス）、千島列島・サハリン・カムチャツカ半島・ロシア（沿海地方）に分布する,北海道大雪山系の固有種である,97,193,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原PDFのエゾイワツメクサ欄全体を目視。イワツメクサの分布文が混入していたため固有分布の記述に置換した。 独立クロスチェックで対象種欄全体を原PDF画像で再確認。原PDFの対象種欄をページ画像で目視し、欄境界、全文、比較形質、主観・推測の混入がないことを確認した。
wildplants-profile-integrity-v2-0063,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,シラオイハコベ,habitat,山地～亜高山の林内や林緑に生える高さ15-40cmの多年草,,山地～亜高山の林内や林縁に生える高さ15-40cmの多年草,97,193,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原PDFの対象種欄全体を目視し、欄境界・該当field・別種混入・同欄の別OCR誤り・主観／推測の有無を確認した。現行値を維持する。
wildplants-profile-integrity-v2-0064,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ツルノゲイトウ,distribution,1. ツルノゲイトウ〔ホシノゲイトウ〕 Alternanthera sessilis （L.） R. Br. ex DC. （PL.214） 南米原産と考えられる一年草で、世界の熱帯に広く分布する,,世界の熱帯に広く分布し、日本では本州（関東地方以西）～琉球の暖地に見られる,99,197,,,,replace,original_pdf_visual_review,,,2026-07-12,profile_id=plant-profile-003077。PDF冊子p.197を確認。見出し・学名・生活形を除き、対象種の確定的な分布だけに整形した。 profile_id=plant-profile-003077。PDF冊子p.197を確認。南米原産という推定は除外し、同じ本文中の確定的な世界分布・国内分布だけを残した。
wildplants-profile-integrity-v2-0065,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,アメリカビユ,distribution,北アメリカの原産で、日本にもまれに見られる掃化植物である,,北アメリカの原産で、日本にもまれに見られる帰化植物である,100,199,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原PDFの対象種欄全体を目視し、欄境界・該当field・別種混入・同欄の別OCR誤り・主観／推測の有無を確認した。現行値を維持する。
wildplants-profile-integrity-v2-0066,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ホナガイヌビユ,distribution,熱帯アメリカの原産といわれ、熱帯～亜熱帯に広く分布する雑草で、日本にも本州～琉球および小笠原に掃化し、畑地,,熱帯～亜熱帯に広く分布し、日本では本州～琉球・小笠原に帰化している,100;100,199;198,,,,replace,original_pdf_visual_review,,,2026-07-12,profile_id=plant-profile-003089。PDF冊子p.199を確認。熱帯アメリカ原産という伝聞表現は除外し、確定的な世界分布・国内帰化分布だけを残した。OCR誤読「掃化」は「帰化」に直した。 原PDFの左右冊子頁へ再定位し、確定的なOCR誤読「掃化」を「帰化」へ訂正。置換対応は別紙の代表原画像監査で確認し、分割OCRは位置決めにのみ使用。
wildplants-profile-integrity-v2-0067,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,シロザモドキ,distribution,ヨーロッパ東南部～西アジアの原産と考えられ、日本では北海道～九州の市街地や海岸近くの荒れ地を中心に見られる,,日本では北海道～九州に見られる,102,203,,,,replace,original_pdf_visual_review,,,2026-07-12,profile_id=plant-profile-003097。PDF冊子p.203を確認。推定原産地は除外し、確定的な国内分布だけを残した。比較形質は対象種本文から採録した。
wildplants-profile-integrity-v2-0068,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ミドリアカザ,habitat,林緑に生える一年草,,林縁に生える一年草,102,203,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原PDFの対象種欄全体を目視し、欄境界・該当field・別種混入・同欄の別OCR誤り・主観／推測の有無を確認した。現行値を維持する。
wildplants-profile-integrity-v2-0069,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,アリタソウ,distribution,アメリカアリタソウD. anthelmintica （L.） Mosyakin et Clemants （PL.209）は楽用に栽培され、ときに野生化して、本州～琉球にまれに見られる,,中央アメリカ原産で、本州～琉球・北アメリカ南部に分布する,103,204,,,,replace,original_pdf_visual_review,,,2026-07-12,profile_id=plant-profile-003108。PDF冊子p.204を確認。現値は隣接するアメリカアリタソウの記述だったため、対象種本文の分布に置き換えた。
wildplants-profile-integrity-v2-0070,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ヨウシュヤマゴボウ,distribution,3.ヨウシュヤマゴボウ〔アメリカヤマゴボウ〕 Phytolaeca americana L. （PL.216） 北アメリカ原産で、カナダから北東メキシコに分布する,,北アメリカ原産で、カナダ～北東メキシコに分布し、日本では雑草化している,105,208,,,,replace,original_pdf_visual_review,,,2026-07-12,profile_id=plant-profile-003124。PDF冊子p.208の対象種本文を確認。見出し・学名を除き、分布と日本での雑草化だけに整形した。
wildplants-profile-integrity-v2-0071,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,オオシマウツギ,distribution,奄美諸島（喜界島・奄美大島・徳之島）に分布し、山野の日当りのよい斜面や林緑に生える,,奄美諸島（喜界島・奄美大島・徳之島）に分布し、山野の日当りのよい斜面や林縁に生える,110,219,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原PDFの対象種欄全体を目視し、欄境界・該当field・別種混入・同欄の別OCR誤り・主観／推測の有無を確認した。現行値を維持する。
wildplants-profile-integrity-v2-0072,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,オオシマウツギ,habitat,山野の日当りのよい斜面や林緑に生える,,山野の日当りのよい斜面や林縁に生える,110,219,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原PDFの対象種欄全体を目視し、欄境界・該当field・別種混入・同欄の別OCR誤り・主観／推測の有無を確認した。現行値を維持する。
wildplants-profile-integrity-v2-0073,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ガクアジサイ,habitat,日本固有で、太平洋に面した関東地方（房総・三浦半島）・中部地方（伊豆半島）・伊豆諸島および小笠原（北・南硫黄島）に自生し、治海地の林下や林縁あるいはススキ草原に生える,,日本固有で、太平洋に面した関東地方（房総・三浦半島）・中部地方（伊豆半島）・伊豆諸島および小笠原（北・南硫黄島）に自生し、沿海地の林下や林縁あるいはススキ草原に生える,111,221,,,,replace,original_pdf_full_field_visual_review,エゾアジサイ,ガクアジサイは葉の表面が無毛で厚みのある革質、油光沢があり、装飾花の萼片は卵形～円形で白色からうっすら青色を帯びる,2026-07-12,対象種欄全体を原PDF画像で目視確認。原PDFの対象種欄全体を目視し、欄境界・該当field・別種混入・同欄の別OCR誤り・主観／推測の有無を確認した。現行値を維持する。 独立クロスチェックで対象種欄全体を原PDF画像で再確認。原PDFの対象種欄をページ画像で目視し、欄境界、全文、比較形質、主観・推測の混入がないことを確認した。
wildplants-profile-integrity-v2-0074,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,コアジサイ,distribution,本州（関東以西）・四国・九州に分布し、明るい林内や林緑に生える,,本州（関東以西）・四国・九州に分布し、明るい林内や林縁に生える,112,222,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原PDFの対象種欄全体を目視し、欄境界・該当field・別種混入・同欄の別OCR誤り・主観／推測の有無を確認した。現行値を維持する。
wildplants-profile-integrity-v2-0075,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,コアジサイ,habitat,明るい林内や林緑に生える,,明るい林内や林縁に生える,112,222,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原PDFの対象種欄全体を目視し、欄境界・該当field・別種混入・同欄の別OCR誤り・主観／推測の有無を確認した。現行値を維持する。
wildplants-profile-integrity-v2-0076,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,リュウキュウコンテリギ,habitat,沖縄島のみに自生し、常緑広薬勘林の林下に生える,沖縄島のみに自生し、常緑広葉勘林の林下に生える,沖縄島のみに自生し、常緑広葉樹林の林下に生える,112,222,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原PDFの対象種欄全体を目視し、欄境界を確認してOCR誤りまたは欠落を補正した。 独立クロスチェックで対象種欄全体を原PDF画像で再確認。原PDFの対象種欄をページ画像で目視し、欄境界、全文、比較形質、主観・推測の混入がないことを確認した。
wildplants-profile-integrity-v2-0077,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,バイカウツギ,distribution,ニッコウバイカウツギ（ケバイカウツギ） f. nikoensis （Rchder） Ohwi ex Yonek.は薬裏に毛が多いもので、本州に分布する,,本州（岩手県以南）・四国・九州に分布する,112,223,,,,replace,original_pdf_visual_review,ニッコウバイカウツギ、アイノコバイカウツギ,バイカウツギは葉裏が葉脈上を除きほぼ無毛で、花柱も無毛。ニッコウバイカウツギは葉裏に毛が多く、アイノコバイカウツギは葉裏と花柱に毛を密生する。,2026-07-12,profile_id=plant-profile-003169。現値はニッコウバイカウツギの記述。PDF冊子p.223の対象種本文から分布を採録し、同じ段落の毛の有無による識別点も記録した。鹿児島県で未確認という不在記述は採録しなかった。
wildplants-profile-integrity-v2-0078,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,タマアジサイ,habitat,薬は両面ともざらざらする硬毛が生え、長さ10～25cm,葉は両面ともざらざらする硬毛が生え、長さ10～25cm,本州（宮城県～岐阜県）の主として太平洋側の山地に分布し、湿った岩上などに生える,113,224,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原PDFのタマアジサイ欄全体を目視。habitat欄に葉の形態文が入っていたため生育地文に置換した。 独立クロスチェックで対象種欄全体を原PDF画像で再確認。原PDFの対象種欄をページ画像で目視し、欄境界、全文、比較形質、主観・推測の混入がないことを確認した。
wildplants-profile-integrity-v2-0079,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,キツリフネ,distribution,花が白色でわずかに黄色味をおびるウスキツリフネf pallida Hermann ex Beger et Em. Schmid （PL.239）は南千島・北海道～九州、東アジア・シベリア・ヨーロッパ・北アメリカに分布,,南千島（国後島）・北海道～九州、朝鮮半島・中国東北部・ロシアに分布する,114,226,,,,replace,original_pdf_visual_review,ウスキツリフネ,ウスキツリフネは、花が白色でわずかに黄色味を帯びる。,2026-07-12,profile_id=plant-profile-003178。PDF冊子p.226を確認。現値は品種ウスキツリフネの分布だったため、対象種の分布に置き換えた。花色による比較は対象種本文から採録した。
