audit_id,entity,action,record_ids,insect_id,note_type,match_content,field,expected_value,approved_value,plant_name,plant_family,observation_type,plant_part,life_stage,reference,notes,source_pdf_file,source_pdf_sha256,pdf_page,printed_page,evidence,decision,reviewed_on,note_page,note_year
BUP-062D,hostplant,add_host_relation,hostplant-tamamushi-21812-itabikazura,species-21812,,,,,,イタビカズラ,クワ科,文献,,幼虫,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,69,136-137,番号77の亜種区分前に置かれた寄主植物欄の「イタビカズラ」を現行亜種へ共有。,include_species_level_host_for_current_subspecies,2026-07-11,,
BUP-063,hostplant,add_host_relation,hostplant-tamamushi-10116-ryukyu-enoki,species-10116,,,,,,リュウキュウエノキ,アサ科,採集植物,葉,成虫,日本産タマムシ大図鑑,幼虫寄主ではなく成虫の採集植物,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,74,146-147,原文は成虫がリュウキュウエノキの生葉のスウィーピングで採集される。寄主植物欄は不明。,include_adult_collection_not_larval_host,2026-07-11,,
BUP-064,hostplant,add_host_relation,hostplant-tamamushi-21767-yachidamo,species-21767,,,,,,ヤチダモ,モクセイ科,採集植物,葉,成虫,日本産タマムシ大図鑑,幼虫寄主ではなく成虫の採集植物,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,80,158-159,原文は成虫がヤチダモのスウィーピングで採集される。寄主植物欄は不明。,include_adult_collection_not_larval_host,2026-07-11,,
BUP-065,hostplant,add_host_relation,hostplant-tamamushi-21760-sudajii,species-21760,,,,,,スダジイ,ブナ科,文献,,幼虫,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,80,158-159,番号170の亜種区分前に置かれた寄主植物欄「スダジイ」を現行の八重山亜種へ共有。,include_species_level_host_for_current_subspecies,2026-07-11,,
BUP-FINAL-001,general_note,replace_note_content,note-tamamushi-10002-ecology-d09ce6b5271e,species-10002,生態情報,成虫は5〜6月に発生し、モモなどを後食する。日本では長崎県・鹿児島県・東京都などから記録されており、中国大陸由来の外来種と推察される。,,,成虫は5〜6月に発生し、モモなどを後食する。日本では長崎県・鹿児島県・東京都などから記録されている。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,55,108-109,原PDF 55ページ（冊子108-109ページ）の種解説を300 dpi画像で確認。除外部分は監査台帳に保持。,retain_objective_facts_exclude_inference,2026-07-12,,
BUP-FINAL-002,general_note,replace_note_content,note-tamamushi-10005-ecology-0a2dc0bc6716,species-10005,生態情報,北大東島の固有種で、岩場のイチジク属植物の葉上に現れる。成虫は3〜6月頃に現れるが、秋期に発生している可能性もある。オオイタビの葉より成虫を羽化脱出させた。,,,北大東島の固有種で、岩場のイチジク属植物の葉上に現れる。成虫は3〜6月頃に現れる。オオイタビの葉より成虫を羽化脱出させた。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,55,108-109,原PDF 55ページ（冊子108-109ページ）の種解説を300 dpi画像で確認。除外部分は監査台帳に保持。,retain_objective_facts_exclude_inference,2026-07-12,,
BUP-FINAL-003,general_note,replace_note_content,note-tamamushi-10005-emergence-e9d2aa5061ad,species-10005,出現時期,3~6月頃 (秋期に発生している可能性もあり),,,3~6月頃,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,55,108-109,原PDF 55ページ（冊子108-109ページ）の種解説を300 dpi画像で確認。除外部分は監査台帳に保持。,retain_objective_facts_exclude_inference,2026-07-12,,
BUP-FINAL-004,general_note,replace_note_content,note-tamamushi-10076-ecology-695d6b995b0c,species-10076,生態情報,3〜6月に現れ、シャリンバイなどのスウィーピングで採集されるが少ない。奄美大島・沖縄島・石垣島では舗装道路脇の植栽されたシャリンバイから多数の個体が得られており、幼虫がシャリンバイの木を食害することから、植栽とともに運ばれた可能性もある。,,,3〜6月に現れ、シャリンバイなどのスウィーピングで採集されるが少ない。奄美大島・沖縄島・石垣島では舗装道路脇の植栽されたシャリンバイから多数の個体が得られており、幼虫はシャリンバイの木を食害する。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,69,136-137,原PDF 69ページ（冊子136-137ページ）の種解説を300 dpi画像で確認。除外部分は監査台帳に保持。,retain_objective_facts_exclude_inference,2026-07-12,,
BUP-FINAL-005,general_note,replace_note_content,note-tamamushi-21802-ecology-3b08b01518ba,species-21802,生態情報,北海道と関東地方以北の山間部に6〜9月に現れ、ヤナギ類のスウィーピングで採集されることが多い。以前はルイスナガタマムシ、ヤナギナガタマムシ、トワダナガタマムシとして区別していたが、これらの種内変異はヤナギ属、シラカバ属、ニレ属、コナラ属などの広葉樹を食害することによる寄主植物依存の表現形質の違いと考えられる。,,,北海道と関東地方以北の山間部に6〜9月に現れ、ヤナギ類のスウィーピングで採集されることが多い。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,76,150-151,原PDF 76ページ（冊子150-151ページ）の種解説を300 dpi画像で確認。除外部分は監査台帳に保持。,retain_objective_facts_exclude_inference,2026-07-12,,
BUP-FINAL-006,general_note,replace_note_content,note-tamamushi-21786-ecology-77bf6867b933,species-21786,生態情報,5〜8月に現れ、衰弱したカエデに集まる。原産地はシベリア。西南日本では山間部に限られるが、本州中部以北では丘陵地帯から山間部に普通。北海道でも記録されているが、近似種のオガタナガタマムシの可能性がある。,,,5〜8月に現れ、衰弱したカエデに集まる。原産地はシベリア。西南日本では山間部に限られるが、本州中部以北では丘陵地帯から山間部に普通。北海道でも記録されている。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,77,152-153,原PDF 77ページ（冊子152-153ページ）の種解説を300 dpi画像で確認。除外部分は監査台帳に保持。,retain_objective_facts_exclude_inference,2026-07-12,,
BUP-FINAL-007,general_note,replace_note_content,note-tamamushi-10025-ecology-b6932ddeeb1b,species-10025,生態情報,7月に発生し、シマグワの古木の幹に飛来する個体が採集される。トカラ列島（中之島）の固有種。種小名は発見者である西田信夫氏に献名された。,,,7月に発生し、シマグワの古木の幹に飛来する個体が採集される。トカラ列島（中之島）の固有種。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,60,118-119,原PDF 60ページ（冊子118-119ページ）の種解説を300 dpi画像で確認。除外部分は監査台帳に保持。,retain_objective_facts_exclude_eponym_explanation,2026-07-12,,
BUP-FINAL-008,general_note,replace_note_content,note-tamamushi-10026-ecology-a6cdac5b05a3,species-10026,生態情報,前種と同様に大きなシマグワの幹に飛来する個体が採集される。種小名は第一の発見者である下野賢之氏に献名された。,,,前種と同様に大きなシマグワの幹に飛来する個体が採集される。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,60,118-119,原PDF 60ページ（冊子118-119ページ）の種解説を300 dpi画像で確認。除外部分は監査台帳に保持。,retain_objective_facts_exclude_eponym_explanation,2026-07-12,,
BUP-FINAL-009,general_note,replace_note_content,note-tamamushi-10027-ecology-73c514e10c7c,species-10027,生態情報,7〜8月に現れ、リュウキュウマツの立ち枯れや伐採木に集まる。沖縄島では材から割り出された1頭が知られているのみ。台湾産に基づいて記載された種で、日本では沖縄島に分布する。種小名は江崎悌三博士に献名された。,,,7〜8月に現れ、リュウキュウマツの立ち枯れや伐採木に集まる。沖縄島では材から割り出された1頭が知られているのみ。台湾産に基づいて記載された種で、日本では沖縄島に分布する。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,61,120-121,原PDF 61ページ（冊子120-121ページ）の種解説を300 dpi画像で確認。除外部分は監査台帳に保持。,retain_objective_facts_exclude_eponym_explanation,2026-07-12,,
BUP-FINAL-010,general_note,replace_note_content,note-tamamushi-10033-ecology-32ee8739ea38,species-10033,生態情報,5〜7月に現れ、各種の花に集まり、コクタンを食害する。原産地は与那国島で、種小名は第一発見者の入江平吉氏に献名された。,,,5〜7月に現れ、各種の花に集まり、コクタンを食害する。原産地は与那国島。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,62,122-123,原PDF 62ページ（冊子122-123ページ）の種解説を300 dpi画像で確認。除外部分は監査台帳に保持。,retain_objective_facts_exclude_eponym_explanation,2026-07-12,,
BUP-FINAL-011,general_note,replace_note_content,note-tamamushi-10038-ecology-5e4a5baaf6bf,species-10038,生態情報,5〜7月にリュウキュウマツの枯れ木や各種の花に集まる。原産地は奄美大島名瀬市で、種小名は採集者である荒木東氏に献名された。,,,5〜7月にリュウキュウマツの枯れ木や各種の花に集まる。原産地は奄美大島名瀬市。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,63,124-125,原PDF 63ページ（冊子124-125ページ）の種解説を300 dpi画像で確認。除外部分は監査台帳に保持。,retain_objective_facts_exclude_eponym_explanation,2026-07-12,,
BUP-FINAL-012,general_note,replace_note_content,note-tamamushi-10039-ecology-65f23655a913,species-10039,生態情報,4〜7月にリュウキュウマツの枯れ枝や各種の花に集まる。原産地は沖縄島の中城公園。種小名は伊波夏美氏に献名された。,,,4〜7月にリュウキュウマツの枯れ枝や各種の花に集まる。原産地は沖縄島の中城公園。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,63,124-125,原PDF 63ページ（冊子124-125ページ）の種解説を300 dpi画像で確認。除外部分は監査台帳に保持。,retain_objective_facts_exclude_eponym_explanation,2026-07-12,,
BUP-FINAL-013,general_note,replace_note_content,note-tamamushi-10044-ecology-668349a047b7,species-10044,生態情報,6〜8月に平地から山間部に現れ、モミやマツ類の枯れ木や伐採木に集まる。山間部には少なくないが平地では稀。岩手県以南に分布する。種小名は第一発見者の伊賀正沢氏に献名された。,,,6〜8月に平地から山間部に現れ、モミやマツ類の枯れ木や伐採木に集まる。山間部には少なくないが平地では稀。岩手県以南に分布する。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,64,126-127,原PDF 64ページ（冊子126-127ページ）の種解説を300 dpi画像で確認。除外部分は監査台帳に保持。,retain_objective_facts_exclude_eponym_explanation,2026-07-12,,
BUP-FINAL-014,general_note,replace_note_content,note-tamamushi-10050-ecology-4bce70c97b61,species-10050,生態情報,5〜9月に現れ、クヌギやアカガシなどの伐採木や枯れ木に集まるが少なく、東日本では非常に稀。福島県北会津（飯豊山麓）が北限の記録。原産地は京都市花見町。種小名は大林一夫氏に献名された。,,,5〜9月に現れ、クヌギやアカガシなどの伐採木や枯れ木に集まるが少なく、東日本では非常に稀。福島県北会津（飯豊山麓）が北限の記録。原産地は京都市花見町。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,64,126-127,原PDF 64ページ（冊子126-127ページ）の種解説を300 dpi画像で確認。除外部分は監査台帳に保持。,retain_objective_facts_exclude_eponym_explanation,2026-07-12,,
BUP-FINAL-015,general_note,replace_note_content,note-tamamushi-10054-ecology-3ce52d6f5232,species-10054,生態情報,6〜8月に現れ、山間地のオニグルミの生葉をスウィーピングすることによって採集されるが産地は局所的。原産地は岐阜県須原。種小名は大林一夫氏に献名された。,,,6〜8月に現れ、山間地のオニグルミの生葉をスウィーピングすることによって採集されるが産地は局所的。原産地は岐阜県須原。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,65,128-129,原PDF 65ページ（冊子128-129ページ）の種解説を300 dpi画像で確認。除外部分は監査台帳に保持。,retain_objective_facts_exclude_eponym_explanation,2026-07-12,,
BUP-FINAL-016,general_note,replace_note_content,note-tamamushi-10057-ecology-34ce0f49caeb,species-10057,生態情報,7月にブナ帯のスウィーピングで採集されるが少ない。原産地は和歌山県護摩壇山。種小名は発見者である的場績氏に献名された。,,,7月にブナ帯のスウィーピングで採集されるが少ない。原産地は和歌山県護摩壇山。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,66,130-131,原PDF 66ページ（冊子130-131ページ）の種解説を300 dpi画像で確認。除外部分は監査台帳に保持。,retain_objective_facts_exclude_eponym_explanation,2026-07-12,,
BUP-FINAL-017,general_note,replace_note_content,note-tamamushi-10059-ecology-5a8fbc7d0038,species-10059,生態情報,奄美大島瀬戸内町や沖縄島国頭村において、採取されたイスノキの新鮮な枯れ枝から脱出しており、成虫はイスノキの生葉に集まる。沖縄島産は奄美大島産に比べて大型。種小名は発見者の中島忠和博士に献名された。,,,奄美大島瀬戸内町や沖縄島国頭村において、採取されたイスノキの新鮮な枯れ枝から脱出しており、成虫はイスノキの生葉に集まる。沖縄島産は奄美大島産に比べて大型。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,66,130-131,原PDF 66ページ（冊子130-131ページ）の種解説を300 dpi画像で確認。除外部分は監査台帳に保持。,retain_objective_facts_exclude_eponym_explanation,2026-07-12,,
BUP-FINAL-018,general_note,replace_note_content,note-tamamushi-10073-ecology-2a62c655e676,species-10073,生態情報,関東地方から中部地方の限られた地域に限って5〜8月に現れ、近年は九州の久住高原（大分県）でも発見された。ナワシロイチゴの生葉上に見られる。原産地は山梨県三ツ峠。種小名は阪口平博士に献名された。,,,関東地方から中部地方の限られた地域に限って5〜8月に現れ、近年は九州の久住高原（大分県）でも発見された。ナワシロイチゴの生葉上に見られる。原産地は山梨県三ツ峠。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,68,134-135,原PDF 68ページ（冊子134-135ページ）の種解説を300 dpi画像で確認。除外部分は監査台帳に保持。,retain_objective_facts_exclude_eponym_explanation,2026-07-12,,
BUP-FINAL-019,general_note,replace_note_content,note-tamamushi-10028-ecology-cf5b3096310b,species-10028,生態情報,5〜9月に現れ、マツ類やモミの枯れ木に集まる。琉球亜種は奄美大島名瀬市産に基づいて記載され、亜種名は荒木東氏に献名された。,,,5〜9月に現れ、マツ類やモミの枯れ木に集まる。琉球亜種は奄美大島名瀬市産に基づいて記載された。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,61,120-121,原PDF 61ページ（冊子120-121ページ）の種解説を300 dpi画像で確認。除外部分は監査台帳に保持。,retain_objective_facts_exclude_eponym_explanation,2026-07-12,,
BUP-FINAL-020,general_note,replace_note_content,note-tamamushi-10063-ecology-f3429329407a,species-10063,生態情報,4〜7月に現れ、イスノキやシイ類のスウィーピングで採集される。原産地は石垣島オモト岳。種小名は第一の発見者である入江平吉氏に献名された。,,,4〜7月に現れ、イスノキやシイ類のスウィーピングで採集される。原産地は石垣島オモト岳。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,67,132-133,原PDF 67ページ（冊子132-133ページ）の種解説を300 dpi画像で確認。除外部分は監査台帳に保持。,retain_objective_facts_exclude_eponym_explanation,2026-07-12,,
BUP-FINAL-021,general_note,replace_note_content,note-tamamushi-10100-ecology-968648c29e2e,species-10100,生態情報,ミカンの害虫として知られる。原産地は沖縄島で、台湾からインドシナ地域まで分布する。九州〜奄美大島産は上翅が朱色を帯びた黒色で前胸背板は青緑色を帯び、亜種sacchari Obenbergerとされたが現在は異名同種として処理されている。,,,ミカンの害虫として知られる。原産地は沖縄島で、台湾からインドシナ地域まで分布する。九州〜奄美大島産は上翅が朱色を帯びた黒色で、前胸背板は青緑色を帯びる。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,72,142-143,原PDF 72ページ（冊子142-143ページ）の種解説を300 dpi画像で確認。除外部分は監査台帳に保持。,retain_objective_facts_exclude_synonym_judgment,2026-07-12,,
BUP-FINAL-022,general_note,replace_note_content,note-tamamushi-10127-ecology-d48a5bf88d14,species-10127,生態情報,北海道幌加で7月に採集された1個体が知られるだけ。シバタナガタマムシの異名同種とされたが、産地の問題などを含めて再検討が必要なことが多いことから独立種として扱った。,,,北海道幌加で7月に採集された1個体が知られるだけ。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,75,148-149,原PDF 75ページ（冊子148-149ページ）の種解説を300 dpi画像で確認。除外部分は監査台帳に保持。,retain_objective_facts_exclude_synonym_judgment,2026-07-12,,
BUP-FINAL-023,general_note,replace_note_content,note-tamamushi-21752-ecology-b58a849cd7ad,species-21752,生態情報,ハマナスの枯れ枝のビーティングで採集されるが多くなく、産地も局所的である。日本では北海道のオホーツク海沿岸の地域からのみ記録されている。ヨーロッパから極東ロシアまで広く分布する種で、個体変異が大きいために多くの異名同種が知られている。,,,ハマナスの枯れ枝のビーティングで採集されるが多くなく、産地も局所的である。日本では北海道のオホーツク海沿岸の地域からのみ記録されている。ヨーロッパから極東ロシアまで広く分布し、個体変異が大きい。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,76,150-151,原PDF 76ページ（冊子150-151ページ）の種解説を300 dpi画像で確認。除外部分は監査台帳に保持。,retain_objective_facts_exclude_synonym_judgment,2026-07-12,,
