audit_id,source,source_pdf_file,source_pdf_sha256,plant_name,audit_category,current_value,reference_value,decision,verified_value,pdf_page,printed_page,reviewed_on,verification_method,review_note
wildplants-taxonomy-followup-0323,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,タカネザクラ,possible_ocr_latin_typo_against_ylist,Cerasus uipponiea,Cerasus nipponica var. nipponica,correct_ocr,Cerasus nipponica var. nipponica,272,543,2026-07-12,original_pdf_visual_review,PDF p.272（冊子p.543、右頁）の種見出しを原画像で目視し「Cerasus nipponica var. nipponica」と確認。現行scientific_nameはOCR文字誤り。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0324,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,エゾノコリンゴ,possible_ocr_latin_typo_against_ylist,Malus baceata,Malus baccata var. mandshurica,correct_ocr,Malus baccata var. mandshurica,274,547,2026-07-12,original_pdf_visual_review,PDF p.274（冊子p.547、右頁）の種見出しを原画像で目視し「Malus baccata var. mandshurica」と確認。現行scientific_nameはOCR文字誤り。 genus欄も同じ属見出しに合わせる必要がある。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0325,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ミカイドウ,possible_ocr_latin_typo_against_ylist,Malus mieromalus,Malus micromalus,correct_ocr,Malus micromalus,274,547,2026-07-12,original_pdf_visual_review,PDF p.274（冊子p.547、右頁）の種見出しを原画像で目視し「Malus micromalus」と確認。現行scientific_nameはOCR文字誤り。 genus欄も同じ属見出しに合わせる必要がある。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0326,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,コゴメウツギ,plant_name_not_supported_by_ocr_page,コゴメウツギ,Plant name or known OCR-correction variant should appear on the cited page,keep_source,コゴメウツギ,275,548,2026-07-12,original_pdf_visual_review,原PDF画像の冊子p.548で種見出し「コゴメウツギ Neillia incisa」を目視確認。現行の和名・学名と一致するため維持。
wildplants-taxonomy-followup-0327,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,イブキシモツケ,plant_name_not_supported_by_ocr_page,イブキシモツケ,Plant name or known OCR-correction variant should appear on the cited page,keep_source,イブキシモツケ,279,556,2026-07-12,original_pdf_visual_review,原PDF画像の冊子p.556で種見出し「イブキシモツケ Spiraea nervosa」を目視確認。現行の和名・学名と一致するため維持。
wildplants-taxonomy-followup-0328,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,イワシモツケ,possible_ocr_latin_typo_against_ylist,Spiraea nipponiea,Spiraea niopponica var. nipponica,correct_ocr,Spiraea nipponica var. nipponica,279,556,2026-07-12,original_pdf_visual_review,PDF p.279（冊子p.556、左頁）の種見出しを原画像で目視し「Spiraea nipponica var. nipponica」と確認。現行scientific_nameはOCR文字誤り。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0329,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,シモツケ,possible_ocr_latin_typo_against_ylist,Spiraea japoniea,Spiraea japonica,correct_ocr,Spiraea japonica var. japonica,279,556,2026-07-12,original_pdf_visual_review,PDF p.279（冊子p.556、左頁）の種見出しを原画像で目視し「Spiraea japonica var. japonica」と確認。現行scientific_nameはOCR文字誤り。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0330,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ツブラジイ,plant_name_not_supported_by_ocr_page,ツブラジイ,Plant name or known OCR-correction variant should appear on the cited page,keep_source,ツブラジイ,280,558,2026-07-12,original_pdf_visual_review,原PDF画像の冊子p.558で種見出し「ツブラジイ Castanopsis cuspidata」を目視確認。現行の和名・学名と一致するため維持。
wildplants-taxonomy-followup-0331,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,アベマキ,possible_ocr_latin_typo_against_ylist,Quereus variabills,Quercus variabilis,correct_ocr,Quercus variabilis,281,561,2026-07-12,original_pdf_visual_review,PDF p.281（冊子p.561、右頁）の種見出しを原画像で目視し「Quercus variabilis」と確認。現行scientific_nameはOCR文字誤り。 genus欄も同じ属見出しに合わせる必要がある。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0332,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ウバメガシ,possible_ocr_latin_typo_against_ylist,Quereus phillyreoides,Quercus phillyraeoides,correct_ocr,Quercus phillyreoides,281,561,2026-07-12,original_pdf_visual_review,PDF p.281（冊子p.561、右頁）の種見出しを原画像で目視し「Quercus phillyreoides」と確認。現行scientific_nameはOCR文字誤り。 genus欄も同じ属見出しに合わせる必要がある。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0333,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,カシワ,possible_ocr_latin_typo_against_ylist,Quereus dentata,Quercus dentata,correct_ocr,Quercus dentata,281,561,2026-07-12,original_pdf_visual_review,PDF p.281（冊子p.561、右頁）の種見出しを原画像で目視し「Quercus dentata」と確認。現行scientific_nameはOCR文字誤り。 genus欄も同じ属見出しに合わせる必要がある。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0334,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,クヌギ,possible_ocr_latin_typo_against_ylist,Quereus aeutissima,Quercus acutissima,correct_ocr,Quercus acutissima,281,561,2026-07-12,original_pdf_visual_review,PDF p.281（冊子p.561、右頁）の種見出しを原画像で目視し「Quercus acutissima」と確認。現行scientific_nameはOCR文字誤り。 genus欄も同じ属見出しに合わせる必要がある。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0335,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,アカガシ,possible_ocr_latin_typo_against_ylist,Quereus aeuta,Quercus acuta,correct_ocr,Quercus acuta,282,562,2026-07-12,original_pdf_visual_review,PDF p.282（冊子p.562、左頁）の種見出しを原画像で目視し「Quercus acuta」と確認。現行scientific_nameはOCR文字誤り。 genus欄も同じ属見出しに合わせる必要がある。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0336,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,アラカシ,possible_ocr_latin_typo_against_ylist,Quereus glauea,Quercus glauca,correct_ocr,Quercus glauca,282,562,2026-07-12,original_pdf_visual_review,PDF p.282（冊子p.562、左頁）の種見出しを原画像で目視し「Quercus glauca」と確認。現行scientific_nameはOCR文字誤り。 genus欄も同じ属見出しに合わせる必要がある。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0337,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,イチイガシ,possible_ocr_latin_typo_against_ylist,Quereus gilva,Quercus gilva,correct_ocr,Quercus gilva,282,562,2026-07-12,original_pdf_visual_review,PDF p.282（冊子p.562、左頁）の種見出しを原画像で目視し「Quercus gilva」と確認。現行scientific_nameはOCR文字誤り。 genus欄も同じ属見出しに合わせる必要がある。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0338,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ウラジロガシ,possible_ocr_latin_typo_against_ylist,Quereus salieina,Quercus salicina,correct_ocr,Quercus salicina,282,562,2026-07-12,original_pdf_visual_review,PDF p.282（冊子p.562、左頁）の種見出しを原画像で目視し「Quercus salicina」と確認。現行scientific_nameはOCR文字誤り。 genus欄も同じ属見出しに合わせる必要がある。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0339,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,シラカシ,possible_ocr_latin_typo_against_ylist,Quereus myrsinifolia,Quercus myrsinaefolia,correct_ocr,Quercus myrsinifolia,282,562,2026-07-12,original_pdf_visual_review,PDF p.282（冊子p.562、左頁）の種見出しを原画像で目視し「Quercus myrsinifolia」と確認。現行scientific_nameはOCR文字誤り。 genus欄も同じ属見出しに合わせる必要がある。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0340,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ツクバネガシ,possible_ocr_latin_typo_against_ylist,Quereus sessllfolia,Quercus sessilifolia,correct_ocr,Quercus sessilifolia,282,562,2026-07-12,original_pdf_visual_review,PDF p.282（冊子p.562、左頁）の種見出しを原画像で目視し「Quercus sessilifolia」と確認。現行scientific_nameはOCR文字誤り。 genus欄も同じ属見出しに合わせる必要がある。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0341,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ヤチヤナギ,possible_ocr_latin_typo_against_ylist,Myriea gale,Myrica gale var. tomentosa,correct_ocr,Myrica gale var. tomentosa,282,563,2026-07-12,original_pdf_visual_review,PDF p.282（冊子p.563、右頁）の種見出しを原画像で目視し「Myrica gale var. tomentosa」と確認。現行scientific_nameはOCR文字誤り。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0342,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,サワグルミ,possible_ocr_latin_typo_against_ylist,Pteroearya rhoifolia,Pterocarya rhoifolia,correct_ocr,Pterocarya rhoifolia,283,565,2026-07-12,original_pdf_visual_review,PDF p.283（冊子p.565、右頁）の種見出しを原画像で目視し「Pterocarya rhoifolia」と確認。現行scientific_nameはOCR文字誤り。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0343,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ノグルミ,possible_ocr_latin_typo_against_ylist,Platyearya strobilacea,Platycarya strobilacea,correct_ocr,Platycarya strobilacea,283,565,2026-07-12,original_pdf_visual_review,PDF p.283（冊子p.565、右頁）の種見出しを原画像で目視し「Platycarya strobilacea」と確認。現行scientific_nameはOCR文字誤り。 genus欄も同じ属見出しに合わせる必要がある。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0344,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,サクラバハンノキ,possible_ocr_latin_typo_against_ylist,Alaus trabeeulosa,Alnus trabeculosa,correct_ocr,Alnus trabeculosa,285,569,2026-07-12,original_pdf_visual_review,PDF p.285（冊子p.569、右頁）の種見出しを原画像で目視し「Alnus trabeculosa」と確認。現行scientific_nameはOCR文字誤り。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0345,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ハンノキ,possible_ocr_latin_typo_against_ylist,Alaus japonica,Alnus japonica,correct_ocr,Alnus japonica,285,568,2026-07-12,original_pdf_visual_review,PDF p.285（冊子p.568、左頁）の種見出しを原画像で目視し「Alnus japonica」と確認。現行scientific_nameはOCR文字誤り。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0346,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ヒメヤシャブシ,plant_name_not_supported_by_ocr_page,ヒメヤシャブシ,Plant name or known OCR-correction variant should appear on the cited page,keep_source,ヒメヤシャブシ,285,568,2026-07-12,original_pdf_visual_review,原PDF画像の冊子p.568で種見出し「ヒメヤシャブシ Alnus pendula」を目視確認。現行の和名・学名と一致するため維持。
wildplants-taxonomy-followup-0347,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ミヤマカワラハンノキ,possible_ocr_latin_typo_against_ylist,Alaus fauriei,Alnus fauriei,correct_ocr,Alnus fauriei,285,569,2026-07-12,original_pdf_visual_review,PDF p.285（冊子p.569、右頁）の種見出しを原画像で目視し「Alnus fauriei」と確認。現行scientific_nameはOCR文字誤り。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0348,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ヤシャブシ,possible_ocr_latin_typo_against_ylist,Alnus firmna,Alnus firma,correct_ocr,Alnus firma,285,568,2026-07-12,original_pdf_visual_review,PDF p.285（冊子p.568、左頁）の種見出しを原画像で目視し「Alnus firma」と確認。現行scientific_nameはOCR文字誤り。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0349,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ヤハズハンノキ,plant_name_not_supported_by_ocr_page,ヤハズハンノキ,Plant name or known OCR-correction variant should appear on the cited page,keep_source,ヤハズハンノキ,285,569,2026-07-12,original_pdf_visual_review,原PDF画像の冊子p.569で種見出し「ヤハズハンノキ Alnus matsumurae」を目視確認。現行の和名・学名と一致するため維持。
wildplants-taxonomy-followup-0350,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,チチブミネバリ,plant_name_not_supported_by_ocr_page,チチブミネバリ,Plant name or known OCR-correction variant should appear on the cited page,keep_source,チチブミネバリ,286,571,2026-07-12,original_pdf_visual_review,原PDF画像の冊子p.571で種見出し「チチブミネバリ Betula chichibuensis」を目視確認。現行の和名・学名と一致するため維持。
wildplants-taxonomy-followup-0351,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,オキナワスズメウリ,plant_name_not_supported_by_ocr_page,オキナワスズメウリ,Plant name or known OCR-correction variant should appear on the cited page,keep_source,オキナワスズメウリ,289,576,2026-07-12,original_pdf_visual_review,原PDF画像の冊子p.576で種見出し「オキナワスズメウリ Diplocyclos palmatus」を目視確認。現行の和名・学名と一致するため維持。
wildplants-taxonomy-followup-0352,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,キカラスウリ,possible_ocr_latin_typo_against_ylist,Trichosanthes kirilowi,Trichosanthes kirilowii var. japonica,correct_ocr,Trichosanthes kirilowii var. japonica,290,578,2026-07-12,original_pdf_visual_review,PDF p.290（冊子p.578、左頁）の種見出しを原画像で目視し「Trichosanthes kirilowii var. japonica」と確認。現行scientific_nameはOCR文字誤り。 genus欄も同じ属見出しに合わせる必要がある。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0353,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ツルウメモドキ,possible_ocr_latin_typo_against_ylist,Celastrus orbieulatus,Celastrus orbiculatus var. orbiculatus,correct_ocr,Celastrus orbiculatus var. orbiculatus,291,581,2026-07-12,original_pdf_visual_review,PDF p.291（冊子p.581、右頁）の種見出しを原画像で目視し「Celastrus orbiculatus var. orbiculatus」と確認。現行scientific_nameはOCR文字誤り。 genus欄も同じ属見出しに合わせる必要がある。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0354,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,マユミ,possible_ocr_latin_typo_against_ylist,Euouymus sieboldianus,Euonymus sieboldianus var. sieboldianus,correct_ocr,Euonymus sieboldianus var. sieboldianus,292,583,2026-07-12,original_pdf_visual_review,PDF p.292（冊子p.583、右頁）の種見出しを原画像で目視し「Euonymus sieboldianus var. sieboldianus」と確認。現行scientific_nameはOCR文字誤り。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0355,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ツリバナ,possible_ocr_latin_typo_against_ylist,Euonymus oxyplyllus,Euonymus oxyphyllus,correct_ocr,Euonymus oxyphyllus,293,584,2026-07-12,original_pdf_visual_review,PDF p.293（冊子p.584、左頁）の種見出しを原画像で目視し「Euonymus oxyphyllus」と確認。現行scientific_nameはOCR文字誤り。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0356,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ヒロハノツリバナ,possible_ocr_latin_typo_against_ylist,Euouymus maeropterus,Euonymus macropterus,correct_ocr,Euonymus macropterus,293,584,2026-07-12,original_pdf_visual_review,PDF p.293（冊子p.584、左頁）の種見出しを原画像で目視し「Euonymus macropterus」と確認。現行scientific_nameはOCR文字誤り。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0357,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,エゾタチカタバミ,possible_ocr_latin_typo_against_ylist,Oxalis strieta,Oxalis stricta,correct_ocr,Oxalis stricta,294,587,2026-07-12,original_pdf_visual_review,PDF p.294（冊子p.587、右頁）の種見出しを原画像で目視し「Oxalis stricta」と確認。現行scientific_nameはOCR文字誤り。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0358,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,カタバミ,possible_ocr_latin_typo_against_ylist,Oxalis cornieulata,Oxalis corniculata,correct_ocr,Oxalis corniculata,294,587,2026-07-12,original_pdf_visual_review,PDF p.294（冊子p.587、右頁）の種見出しを原画像で目視し「Oxalis corniculata」と確認。現行scientific_nameはOCR文字誤り。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0359,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,コバンモチ,possible_ocr_latin_typo_against_ylist,Elaeoearpus japonicus,Elaeocarpus japonicus,correct_ocr,Elaeocarpus japonicus,295,589,2026-07-12,original_pdf_visual_review,PDF p.295（冊子p.589、右頁）の種見出しを原画像で目視し「Elaeocarpus japonicus」と確認。現行scientific_nameはOCR文字誤り。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0360,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,シマホルトノキ,possible_ocr_latin_typo_against_ylist,Elaeoearpus photiniifolius,Elaeocarpus photiniifolius,correct_ocr,Elaeocarpus photiniifolius,295,589,2026-07-12,original_pdf_visual_review,PDF p.295（冊子p.589、右頁）の種見出しを原画像で目視し「Elaeocarpus photiniifolius」と確認。現行scientific_nameはOCR文字誤り。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0361,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,アカメガシワ,possible_ocr_latin_typo_against_ylist,Mallotus japonieus,Mallotus japonicus,correct_ocr,Mallotus japonicus,301,600,2026-07-12,original_pdf_visual_review,PDF p.301（冊子p.600、左頁）の種見出しを原画像で目視し「Mallotus japonicus」と確認。現行scientific_nameはOCR文字誤り。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0362,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,オオバギ,possible_ocr_latin_typo_against_ylist,Maearanga tanarius,Macaranga tanarius var. tomentosa,correct_ocr,Macaranga tanarius,301,600,2026-07-12,original_pdf_visual_review,PDF p.301（冊子p.600、左頁）の種見出しを原画像で目視し「Macaranga tanarius」と確認。現行scientific_nameはOCR文字誤り。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0363,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ヤマアイ,possible_ocr_latin_typo_against_ylist,Mereurialis leioearpa,Mercurialis leiocarpa,correct_ocr,Mercurialis leiocarpa,301,601,2026-07-12,original_pdf_visual_review,PDF p.301（冊子p.601、右頁）の種見出しを原画像で目視し「Mercurialis leiocarpa」と確認。現行scientific_nameはOCR文字誤り。 genus欄も同じ属見出しに合わせる必要がある。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0364,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ナンキンハゼ,possible_ocr_latin_typo_against_ylist,Trindica sebifera,Triadica sebifera,correct_ocr,Triadica sebifera,302,602,2026-07-12,original_pdf_visual_review,PDF p.302（冊子p.602、左頁）の種見出しを原画像で目視し「Triadica sebifera」と確認。現行scientific_nameはOCR文字誤り。 genus欄も同じ属見出しに合わせる必要がある。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0365,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,アカギ,possible_ocr_latin_typo_against_ylist,Bischofa javaniea,Bischofia javanica,correct_ocr,Bischofia javanica,303,604,2026-07-12,original_pdf_visual_review,PDF p.303（冊子p.604、左頁）の種見出しを原画像で目視し「Bischofia javanica」と確認。現行scientific_nameはOCR文字誤り。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0366,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ヤマヒハツ,possible_ocr_latin_typo_against_ylist,Antidesma japonieum,Antidesma japonicum,correct_ocr,Antidesma japonicum,303,604,2026-07-12,original_pdf_visual_review,PDF p.303（冊子p.604、左頁）の種見出しを原画像で目視し「Antidesma japonicum」と確認。現行scientific_nameはOCR文字誤り。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0367,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,コミカンソウ,possible_ocr_latin_typo_against_ylist,Plylanthus lepidoearpus,Phyllanthus lepidocarpus,correct_ocr,Phyllanthus lepidocarpus,304,607,2026-07-12,original_pdf_visual_review,PDF p.304（冊子p.607、右頁）の種見出しを原画像で目視し「Phyllanthus lepidocarpus」と確認。現行scientific_nameはOCR文字誤り。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0368,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,オガサワラコミカンソウ,possible_ocr_latin_typo_against_ylist,Phyllanthus debilis,Phyllanthus deblis,keep_source,Phyllanthus debilis,305,608,2026-07-12,original_pdf_visual_review,PDF p.305（冊子p.608、左頁）の種見出しを原画像で目視し「Phyllanthus debilis」と確認。現行scientific_nameは原本どおりなので維持。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0369,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,イイギリ,possible_ocr_latin_typo_against_ylist,Idesia polyearpa,Idesia polycarpa,correct_ocr,Idesia polycarpa,19,36,2026-07-12,original_pdf_visual_review,原PDF冊子p.36の種見出し「Idesia polycarpa」を目視確認。属見出しは「イイギリ属 Idesia」。現行scientific_nameはOCR誤りのためreplace。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0370,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ヤマナラシ,possible_ocr_latin_typo_against_ylist,Populns tremula,Populus tremula var. sieboldii,correct_ocr,Populus tremula var. sieboldii,19,37,2026-07-12,original_pdf_visual_review,原PDF冊子p.37の種見出し「Populus tremula var. sieboldii」を目視確認。属見出しは「ヤマナラシ属 Populus」。現行scientific_nameはOCR誤りのためreplace。 独立した2回の原PDF画像照合で一致した。
