audit_version,reviewed_on,reference,account_no,insect_id,japanese_name,source_scientific_name,current_scientific_name,mapping_status,pdf_page_start,printed_page_start,source_host_scope,source_host_text,host_count_before,host_count_after_planned,current_host_names_before,host_audit_status,source_ecology_text,current_notes_before,note_audit_status,visual_review_status,source_pdf_sha256
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,80,species-2230,マツツマアカシンムシ,"Rhyacionia simulata Heinrich, 1928","Rhyacionia simulata Heinrich, 1928",japanese_exact,38,37,domestic_hosts_recorded,アカマツ Pinus densiflora，クロマツ P. thunbergii，ムゴマツ (モンタナマツ) P. mugo (マ ツ科)．,3,3,アカマツ[野外（国内）] / クロマツ[野外（国内）] / ムゴマツ[野外（国内）],verified_complete_no_change,成虫発生時期は関西では 2〜4 月，東北では 4〜6 月．幼虫はマツ類の新梢や球果に潜る．幼 生期については，駒井ら (2011) に詳しい．,出現時期:関西では2-4月，東北では4-6月 / 生態情報:幼虫はマツ類の新梢や球果に潜る．幼生期については，駒井ら(2011)に詳しい,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,81,species-2231,アトシロモンヒメハマキ,"Rhyacionia vernalis Nasu & Kawahara, 2004","Rhyacionia vernalis Nasu & Kawahara, 2004",japanese_exact,39,38,source_unknown,未知．,0,0,,verified_source_unknown,"成虫発生時期は 4〜5 月．北海道では，成虫が日中にオニグルミ Juglans mandshurica var. sachalinensis (クルミ科) の枝に静止していたり，多数の成虫が枝上を飛翔したりしているのが観察さ れているため，オニグルミが寄主の可能性がある (Nasu and Kawahara, 2004)．","出現時期:4-5月 / 生態情報:北海道では，成虫が日中にオニグルミJuglans mandshurica var. sachalinensis (クルミ科)の枝に静止していたり，多数の成虫が枝上を飛翔したりしているのが観察されているため，オニグルミが寄主の可能性がある(Nasu and Kawahara, 2004)",remove_inference_retain_objective_content,original_pdf_image_confirmed_300dpi_page_39,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,82,species-2210,アトフタモンヒメハマキ,"Phaneta bimaculata (Kuznetzov, 1966)","Phaneta bimaculata (Kuznetzov, 1966)",japanese_exact,39,38,source_unknown,未知．,0,0,,verified_source_unknown,成虫発生時期は 4〜6 月．,出現時期:4-6月,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,83,species-2211,ミナミフタモンヒメハマキ,"Phaneta nagaii Nasu, 2012","Phaneta nagaii Nasu, 2012",japanese_exact,39,38,source_unknown,未知．,0,0,,verified_source_unknown,成虫発生時期は 3 月．,出現時期:3月,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,84,species-2212,クロコウスオビヒメハマキ,"Phaneta kurokoi Nasu, 2020","Phaneta kurokoi Nasu, 2020",japanese_exact,40,39,domestic_hosts_recorded,シマサルスベリ Lagerstroemia subcostata (ミソハギ科)．,1,1,シマサルスベリ[野外（国内）],verified_complete_no_change,幼虫は，シマサルスベリの葉を 2〜3 枚綴るか折りたたみ，中に潜みながら摂食し，葉の表面 に多数の小孔を開ける．,生態情報:幼虫は，シマサルスベリの葉を2 ～3 枚綴るか折りたたみ，中に潜みながら摂食し，葉の表面に多数の小孔を開ける,normalize_ocr_layout_gap,original_pdf_image_confirmed_300dpi_page_40,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,85,species-2285,チャイロヒメハマキ,"Epibactra usuiana Kawabe, 1976","Epibactra usuiana Kawabe, 1976",japanese_exact,40,39,source_unknown,未知．,0,0,,verified_source_unknown,成虫発生時期は 6 月．,出現時期:6月,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,86,species-2260,オオカバスソモンヒメハマキ,"Eucosma rigidana (Snellen, 1883)","Eucosma rigidana (Snellen, 1883)",japanese_exact,41,40,source_unknown,未知．,0,0,,verified_source_unknown,成虫発生時期は 5〜9 月．,出現時期:5-9月,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,87,species-2261,マエグロスソモンヒメハマキ,"Eucosma obumbratana (Lienig & Zeller, 1846)","Eucosma obumbratana (Lienig & Zeller, 1846)",japanese_exact,41,40,domestic_unknown_foreign_hosts_recorded,国内では未知．ヨーロッパでは，コウゾリナ Picris hieracioides，ヤグルマギク Cyanus segetum，ノゲシ Lactuca の仲間 (キク科)．,0,3,,add_missing_foreign_hosts,成虫発生時期は 5〜9 月．幼虫は寄主の花を綴る．,出現時期:5-9月 / 生態情報:幼虫は寄主の花を綴る,verified_complete_no_change,original_pdf_image_confirmed_300dpi_page_41,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,88,species-2262,アザミスソモンヒメハマキ,"Eucosma cana (Haworth, [1811])","Eucosma cana (Haworth, [1811])",japanese_exact,41,40,domestic_unknown_foreign_hosts_recorded,国内では未知．ヨーロッパでは，アメリカオニアザミ Cirsium vulgare，ヤグルマギク Cyanus segetum，ヒレアザミ Carduus の仲間 (キク科)．,0,3,,add_missing_foreign_hosts,成虫発生時期は 5〜8 月．幼虫はアザミ類の花内にいる．,出現時期:5-8月 / 生態情報:幼虫はアザミ類の花内にいる,verified_complete_no_change,original_pdf_image_confirmed_300dpi_page_41,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,89,species-2263,オオハイスソモンヒメハマキ,"Eucosma discernata Kuznetzov, 1966","Eucosma discernata Kuznetzov, 1966",japanese_exact,42,41,source_unknown,未知．,0,0,,verified_source_unknown,成虫発生時期は 5〜9 月．,出現時期:5-9月,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,90,species-2264,オオコゲチャスソモンヒメハマキ,"Eucosma denigratana (Kennel, 1901)","Eucosma denigratana (Kennel, 1901)",japanese_exact,42,41,source_unknown,未知．,0,0,,verified_source_unknown,成虫発生時期は 8〜9 月,出現時期:8-9月,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,91,species-2265,コゲチャスソモンヒメハマキ,"Eucosma yasudai Nasu, 1982","Eucosma yasudai Nasu, 1982",japanese_exact,42,41,source_unknown,未知．,0,0,,verified_source_unknown,成虫発生時期は 7〜9 月．,出現時期:7-9月,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,92,species-2266,キガシラスソモンヒメハマキ,"Eucosma confunda Kuznetzov, 1966","Eucosma confunda Kuznetzov, 1966",japanese_exact,42,41,source_unknown,未知．,0,0,,verified_source_unknown,成虫発生時期は 6〜9 月．,出現時期:6-9月,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,93,species-2267,ソトジロトガリヒメハマキ,"Eucosma catharaspis (Meyrick, 1922)","Eucosma catharaspis (Meyrick, 1922)",japanese_exact,43,42,source_unknown,未知．,0,0,,verified_source_unknown,成虫発生時期は 8〜9 月．,出現時期:8-9月,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,94,species-2268,スソモンハイイロヒメハマキ,"Eucosma certana Kuznetzov, 1967","Eucosma certana Kuznetzov, 1967",japanese_exact,43,42,source_unknown,未知．,0,0,,verified_source_unknown,成虫発生時期は 8 月．,出現時期:8月,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,95,species-2269,ニセモンシロスソモンヒメハマキ,"Eucosma campoliliana ([Denis & Schiffermüller], 1775)","Eucosma campoliliana (Denis & Schiffermüller, 1775)",japanese_exact,43,42,domestic_unknown_foreign_hosts_recorded,国内では未知．ヨーロッパではキオン属 Senecio (キク科)．,0,1,,add_missing_foreign_hosts,成虫発生時期は 5〜8 月．幼虫は花内にいる．,出現時期:5-8月 / 生態情報:幼虫は花内にいる,verified_complete_no_change,original_pdf_image_confirmed_300dpi_page_43,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,96,species-2270,モンシロスソモンヒメハマキ,"Eucosma niveicaput (Walsingham, 1900)","Eucosma niveicaput (Walsingham, 1900)",japanese_exact,43,42,source_unknown,未知．,0,0,,verified_source_unknown,成虫発生時期は 5〜8 月．,出現時期:5-8月,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,97,species-2271,クロモンシロヒメハマキ,"Eucosma brachysticta Meyrick, 1935","Eucosma brachysticta Meyrick, 1935",japanese_exact,44,43,source_unknown,未知．,0,0,,verified_source_unknown,成虫発生時期は 8 月．,出現時期:8月,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,98,species-2272,カバイロスソモンヒメハマキ,"Eucosma glebana (Snellen, 1883)","Eucosma glebana (Snellen, 1883)",japanese_exact,44,43,source_unknown,未知．,0,0,,verified_source_unknown,成虫発生時期は 5〜6 月．,出現時期:5-6月,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,99,species-2273,コカバスソモンヒメハマキ,"Eucosma striatiradix Kuznetzov, 1964","Eucosma striatiradix Kuznetzov, 1964",japanese_exact,44,43,source_unknown,未知．,0,0,,verified_source_unknown,成虫発生時期は 7〜9 月．,出現時期:7-9月,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,100,species-2274,シロズスソモンヒメハマキ,"Eucosma aemulana (Schläger, 1848)","Eucosma aemulana (Schläger, 1848)",japanese_exact,44,43,domestic_unknown_foreign_hosts_recorded,国内では未知．ヨーロッパではアキノキリンソウ Solidago virgaurea (キク科)．,0,1,,add_missing_foreign_hosts,成虫発生時期は 8 月．成虫はオオヨモギの群生地に多い (奥， 2003)．幼虫は寄主の花内にいる．,出現時期:8月 / 生態情報:成虫はオオヨモギの群生地に多い(奥，2003)．幼虫は寄主の花内にいる,verified_complete_no_change,original_pdf_image_confirmed_300dpi_page_44,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,101,species-2275,ミヤマスソモンヒメハマキ,"Eucosma aspidiscana (Hübner, [1817])","Eucosma aspidiscana (Hübner, [1817])",japanese_exact,45,44,domestic_unknown_foreign_hosts_recorded,国内では未知．ヨーロッパではアキノキリンソウ Solidago virgaurea，シオン属 Aster (キ ク科)．,0,2,,add_missing_foreign_hosts,成虫発生時期は 6〜7 月．幼虫は寄主の芽を綴ったり，花床内に潜ったりする．,出現時期:6-7月 / 生態情報:幼虫は寄主の芽を綴ったり，花床内に潜ったりする,verified_complete_no_change,original_pdf_image_confirmed_300dpi_page_45,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,102,species-2276,トビモンシロヒメハマキ,"Eucosma metzneriana (Treitschke, 1830)","Eucosma metzneriana (Treitschke, 1830)",japanese_exact,45,44,domestic_hosts_recorded,ヨ モ ギ Artemisia indica var. maximowiczii， オ オ ヨ モ ギ A. montana， ニ ガ ヨ モ ギ A. absinthium，栽培キク Chrysanthemum × morifolium (キク科)．,5,4,ヨモギ[野外（国内）] / オオヨモギ[野外（国内）] / ニガヨモギ[野外（国内）] / キク[野外（国内）] / キク[野外（国内）],merge_duplicate_and_correct_plant_part,成虫発生時期は 5〜9 月．幼虫は茎の先端に食入し，虫こぶをつくる．蛹化は虫こぶ内で行わ れる．幼虫越冬．幼生期については，駒井ら (2011) に詳しい．,出現時期:5-9月 / 生態情報:幼虫は茎の先端に食入し，虫こぶをつくる．蛹化は虫こぶ内で行われる．幼虫越冬．幼生期については，駒井ら(2011)に詳しい,verified_complete_no_change,original_pdf_image_confirmed_300dpi_page_45,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,103,species-2277,トビモンヒメハマキ,"Eucosma lignana (Snellen, 1883)","Eucosma lignana (Snellen, 1883)",japanese_exact,45,44,source_unknown,未知．,0,0,,verified_source_unknown,成虫発生時期は 7 月．,出現時期:7月,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,104,species-2278,ホソバシロヒメハマキ,"Eucosma lacteata (Treitschke, 1835)","Eucosma lacteata (Treitschke, 1835)",japanese_exact,45,44,domestic_hosts_recorded,ヨモギ Artemisia indica var. maximowiczii (キク科)．,1,1,ヨモギ[野外（国内）],verified_complete_no_change,成虫発生時期は 8 月．幼虫はヨモギの総花を綴る．,出現時期:8月 / 生態情報:幼虫はヨモギの総花を綴る,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,105,species-2279,スソクロモンアカチャヒメハマキ,"Eucosma ommatoptera Falkovitsh, 1965","Eucosma ommatoptera Falkovitsh, 1965",japanese_exact,46,45,source_unknown,未知．,0,0,,verified_source_unknown,成虫発生時期は 7〜8 月．オオヨモギ Artemisia montana (キク科) 群落に多い (奥，2003)．,出現時期:7-8月 / 生態情報:オオヨモギArtemisia montana (キク科)群落に多い(奥，2003),verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,106,species-2280,スソクロモンヒメハマキ,"Eucosma abacana (Erschoff, 1877)","Eucosma abacana (Erschoff, 1877)",japanese_exact,46,45,source_unknown,未知．,0,0,,verified_source_unknown,成虫発生時期は 8 月．,出現時期:8月,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,107,species-2281,ウスチャスソモンヒメハマキ,"Eucosma wimmerana (Treitschke, 1835)","Eucosma wimmerana (Treitschke, 1835)",japanese_exact,46,45,domestic_unknown_foreign_hosts_recorded,国内では未知．ヨーロッパではヨモギ属 Artemisia (キク科)．,0,1,,add_missing_foreign_hosts,成虫発生時期は 5〜6 月．幼虫は寄主の枝に虫こぶをつくる．,出現時期:5-6月 / 生態情報:幼虫は寄主の枝に虫こぶをつくる,verified_complete_no_change,original_pdf_image_confirmed_300dpi_page_46,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,108,species-2282,オヒルギヒメハマキ,"Eucosma coniogramma Clarke, 1976","Eucosma coniogramma Clarke, 1976",japanese_exact,46,45,domestic_hosts_recorded,オヒルギ Bruguiera gymnorhiza (ヒルギ科)．46,1,1,オヒルギ[野外（国内）],verified_complete_no_change,成虫は沖縄では周年発生しているようである．幼虫はいわゆる胎生種子の実生の中に食入し， 蛹化もその中で行われる．幼生期については，駒井ら (2011) に詳しい．,出現時期:周年（沖縄） / 生態情報:幼虫はいわゆる胎生種子の実生の中に食入し，蛹化もその中で行われる．幼生期については，駒井ら(2011)に詳しい,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,109,species-2256,コツマキクロヒメハマキ,"Hendecaneura apicipictum Walsingham, 1900","Hendecaneura apicipictum Walsingham, 1900",japanese_exact,47,46,domestic_hosts_recorded,ハクウンボク Styrax obassia (エゴノキ科)．,1,1,ハクウンボク[野外（国内）],verified_complete_no_change,成虫発生時期は 5〜7 月．,出現時期:5-7月,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,110,species-2257,ツマキクロヒメハマキ,"Hendecaneura cervinum Walsingham, 1900","Hendecaneura cervinum Walsingham, 1900",japanese_exact,47,46,domestic_hosts_recorded,エゴノキ Styrax japonicus，ハクウンボク S. obassia (エゴノキ科)．,2,2,エゴノキ[野外（国内）] / ハクウンボク[野外（国内）],verified_complete_no_change,成虫発生時期は 5〜7 月．幼虫は寄主の未展開の新芽を食する (奥，2003)．,出現時期:5-7月 / 生態情報:幼虫は寄主の未展開の新芽を食する(奥，2003),verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,111,species-2258,オオツマキクロヒメハマキ,"Hendecaneura impar Walsingham, 1900","Hendecaneura impar Walsingham, 1900",japanese_exact,47,46,domestic_hosts_recorded,エゴノキ Styrax japonicus，ハクウンボク S. obassia (エゴノキ科)．,2,2,エゴノキ[野外（国内）] / ハクウンボク[野外（国内）],verified_complete_no_change,成虫発生時期は 6〜9 月．幼虫はエゴノキでは数枚の葉を，ハクウンボクでは 1 枚の葉を葉巻 状に巻く．幼生期については，駒井ら (2011) に詳しい．,出現時期:6-9月 / 生態情報:幼虫はエゴノキでは数枚の葉を，ハクウンボクでは1 枚の葉を葉巻状に巻く．幼生期については，駒井ら(2011)に詳しい,normalize_ocr_layout_gap,original_pdf_image_confirmed_300dpi_page_47,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,112,species-2259,ツツジヒメシンクイ,"Hendecaneura rhododendrophaga Nasu & Komai, 1997","Hendecaneura rhododendrophaga Nasu & Komai, 1997",japanese_exact,48,47,domestic_hosts_recorded,ヒラドツツジ Rhododendron × pulchrum (ツツジ科)．,1,1,ヒラドツツジ[野外（国内）],verified_complete_no_change,成虫発生時期は 4〜5 月．幼虫はヒラドツツジの当年枝の先端に食入する．幼虫越冬．幼生期 については，駒井ら (2011) に詳しい．,出現時期:4-5月 / 生態情報:幼虫はヒラドツツジの当年枝の先端に食入する．幼虫越冬．幼生期については，駒井ら(2011)に詳しい,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,113,species-2243,キガシラアカネヒメハマキ,"Lepteucosma huebneriana (Koçak, 1980)","Lepteucosma huebneriana (Koçak, 1980)",japanese_exact,48,47,domestic_hosts_recorded,モミジイチゴ Rubus palmatus var. coptophyllus，クマイチゴ R. crataegifolius，ナワシロイチ ゴ R. parvifolius (バラ科)．,3,3,モミジイチゴ[野外（国内）] / クマイチゴ[野外（国内）] / ナワシロイチゴ[野外（国内）],verified_complete_no_change,成虫発生時期は 6〜9 月．幼虫は寄主の先端葉を強く曲げて綴る．幼生期については，駒井ら (2011) に詳しい．,出現時期:6-9月 / 生態情報:幼虫は寄主の先端葉を強く曲げて綴る．幼生期については，駒井ら(2011)に詳しい,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,114,species-2244,ホウロクイチゴヒメハマキ,"Lepteucosma hirokoyamamotoae Nasu, 2012","Lepteucosma hirokoyamamotoae Nasu, 2012",japanese_exact,48,47,domestic_hosts_recorded,ホウロクイチゴ Rubus sieboldii (バラ科)．,1,1,ホウロクイチゴ[野外（国内）],verified_complete_no_change,成虫発生時期は 3〜7 月．年数化らしい．幼虫は寄主の葉縁を折り曲げたり， 新葉を綴ったり， 花や果実に潜ったりする．,出現時期:3-7月 / 生態情報:年数化らしい．幼虫は寄主の葉縁を折り曲げたり，新葉を綴ったり，花や果実に潜ったりする,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,115,species-2245,クロオビトビヒメハマキ,"Lepteucosma kamasawae Nasu, 2012","Lepteucosma kamasawae Nasu, 2012",japanese_exact,49,48,source_unknown,未知．,0,0,,verified_source_unknown,成虫発生時期は 6 月．,出現時期:6月,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,116,species-2246,キベリヒメハマキ,"Lepteucosma shikokuensis (Kawabe, 1984)","Lepteucosma shikokuensis (Kawabe, 1984)",japanese_exact,49,48,source_unknown,未知．,0,0,,verified_source_unknown,成虫発生時期は 6〜9 月．,出現時期:6-9月,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,117,species-2238,バラシロヒメハマキ,"Notocelia rosaecolana (Doubleday, 1850)","Notocelia rosaecolana (Doubleday, 1850)",japanese_exact,49,48,domestic_hosts_recorded,ノイバラ Rosa multiflora，ハマナス R. rugosa，園芸バラ Rosa (バラ科)．,3,3,ノイバラ[野外（国内）] / ハマナス[野外（国内）] / 園芸バラ[野外（国内）],verified_complete_no_change,成虫発生時期は 4〜7 月．幼虫はノイバラなどの新葉を粗く綴る．園芸バラの害虫としても知 られる．幼生期については，駒井ら (2011) に詳しい．,出現時期:4-7月 / 生態情報:幼虫はノイバラなどの新葉を粗く綴る．園芸バラの害虫としても知られる．幼生期については，駒井ら(2011)に詳しい,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,118,species-2239,ハマナスヒメハマキ,"Notocelia plumbea Nasu, 1980","Notocelia plumbea Nasu, 1980",japanese_exact,50,49,domestic_hosts_recorded,ハマナス Rosa rugosa (バラ科)．,1,1,ハマナス[野外（国内）],verified_complete_no_change,成虫発生時期は 6〜8 月．幼虫はハマナスの新葉を綴る．ホロタイプの成虫と♂交尾器を図示 した．,出現時期:6-8月 / 生態情報:幼虫はハマナスの新葉を綴る．ホロタイプの成虫と♂交尾器を図示した,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,119,species-2240,エゾシロヒメハマキ,"Notocelia incarnatana (Hübner, [1799])","Notocelia incarnatana (Hübner, [1796-99])",japanese_exact,50,49,domestic_hosts_recorded,ハマナス Rosa rugosa (バラ科)．,1,1,ハマナス[野外（国内）],verified_complete_no_change,成虫発生時期は 8〜9 月．幼虫はハマナスの新葉を綴る．,出現時期:8-9月 / 生態情報:幼虫はハマナスの新葉を綴る,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,120,species-2241,ニセバラシロヒメハマキ,"Notocelia nimia Falkovitsh, 1965","Notocelia nimia Falkovitsh, 1965",japanese_exact,50,49,domestic_hosts_recorded,ノイバラ Rosa multiflora (バラ科)．,1,1,ノイバラ[野外（国内）],verified_complete_no_change,成虫発生時期は 5〜7 月．幼虫は寄主の新葉を綴る．,出現時期:5-7月 / 生態情報:幼虫は寄主の新葉を綴る,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,121,species-2242,ミナミモッコクヒメハマキ,"Notocelia yakushimensis Kawabe, 1974","Notocelia yakushimensis Kawabe, 1974",japanese_exact,50,49,domestic_hosts_recorded,モッコク Ternstroemia gymnanthera (モッコク科)．,1,1,モッコク[野外（国内）],verified_complete_no_change,成虫発生時期は 6 月．幼虫はモッコクの葉を綴る．,出現時期:6月 / 生態情報:幼虫はモッコクの葉を綴る,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,122,species-2247,ヨモギネムシガ,"Epiblema foenella (Linnaeus, 1758)","Epiblema foenella (Linnaeus, 1758)",japanese_exact,51,50,domestic_hosts_recorded,ヨモギ Artemisia indica var. maximowiczii，オオヨモギ A. montana (キク科)．,2,2,ヨモギ[野外（国内）] / オオヨモギ[野外（国内）],verified_complete_no_change,成虫発生時期は 5〜9 月．幼虫はヨモギの地際部の茎に食入し，内部を摂食する．蛹化は茎内 部で行われる．幼虫越冬．幼生期については，駒井ら (2011) に詳しい．,出現時期:5-9月 / 生態情報:幼虫はヨモギの地際部の茎に食入し，内部を摂食する．蛹化は茎内部で行われる．幼虫越冬．幼生期については，駒井ら(2011)に詳しい,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,123,species-2248,クロウンモンヒメハマキ,"Epiblema inconspicua (Walsingham, 1900)","Epiblema inconspicua (Walsingham, 1900)",japanese_exact,51,50,source_unknown,未知．おそらくアザミ類 Cirsium (キク科)．,0,0,,verified_source_unknown,成虫発生時期は 6〜8 月．アザミ類の根元から這い出す成虫が観察されている (奥，2003)．,出現時期:6-8月 / 生態情報:アザミ類の根元から這い出す成虫が観察されている(奥，2003),verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
